"beach_name","measurement_timestamp","water_temperature","turbidity","transducer_depth","wave_height","wave_period","battery_life","measurement_timestamp_label","measurement_id"
"Ohio Street Beach","2023-10-23T12:00:00.000","-100000","-100000",,"0","6.5","11.9","10/23/2023 12:00 PM","OhioStreetBeach202310231200"
"Ohio Street Beach","2023-10-23T11:00:00.000","-100000","-100000",,"0","6.3","11.5","10/23/2023 11:00 AM","OhioStreetBeach202310231100"
"Ohio Street Beach","2023-10-23T10:00:00.000","-100000","-100000",,"0","6.4","11.9","10/23/2023 10:00 AM","OhioStreetBeach202310231000"
"Ohio Street Beach","2023-10-23T09:00:00.000","-100000","-100000",,"0","6","11.2","10/23/2023 9:00 AM","OhioStreetBeach202310230900"
"Ohio Street Beach","2023-10-23T08:00:00.000","-100000","-100000",,"0","6.6","11.3","10/23/2023 8:00 AM","OhioStreetBeach202310230800"
"Ohio Street Beach","2023-10-23T07:00:00.000","-100000","-100000",,"0","6.5","11.2","10/23/2023 7:00 AM","OhioStreetBeach202310230700"
"Ohio Street Beach","2023-10-23T06:00:00.000","-100000","-100000",,"0","6.3","11.2","10/23/2023 6:00 AM","OhioStreetBeach202310230600"
"Ohio Street Beach","2023-10-23T05:00:00.000","-100000","-100000",,"0","6","11.5","10/23/2023 5:00 AM","OhioStreetBeach202310230500"
"Ohio Street Beach","2023-10-23T03:00:00.000","-100000","-100000",,"0","6.3","11.9","10/23/2023 3:00 AM","OhioStreetBeach202310230300"
"Ohio Street Beach","2023-10-23T02:00:00.000","-100000","-100000",,"0","6.2","12.1","10/23/2023 2:00 AM","OhioStreetBeach202310230200"
"Ohio Street Beach","2023-10-23T01:00:00.000","-100000","-100000",,"0","6.2","12.3","10/23/2023 1:00 AM","OhioStreetBeach202310230100"
"Ohio Street Beach","2023-10-23T00:00:00.000","-100000","-100000",,"0","6.4","12.4","10/23/2023 12:00 AM","OhioStreetBeach202310232400"
"Ohio Street Beach","2023-10-22T23:00:00.000","-100000","-100000",,"0","6.4","12.3","10/22/2023 11:00 PM","OhioStreetBeach202310222300"
"Ohio Street Beach","2023-10-22T22:00:00.000","-100000","-100000",,"0","6.1","12.4","10/22/2023 10:00 PM","OhioStreetBeach202310222200"
"Ohio Street Beach","2023-10-22T21:00:00.000","-100000","-100000",,"0","6.6","12.4","10/22/2023 9:00 PM","OhioStreetBeach202310222100"
"Ohio Street Beach","2023-10-22T20:00:00.000","-100000","-100000",,"0","6.2","12.3","10/22/2023 8:00 PM","OhioStreetBeach202310222000"
"Ohio Street Beach","2023-10-22T19:00:00.000","-100000","-100000",,"0","6.4","12.4","10/22/2023 7:00 PM","OhioStreetBeach202310221900"
"Ohio Street Beach","2023-10-22T18:00:00.000","-100000","-100000",,"0","6.2","12.5","10/22/2023 6:00 PM","OhioStreetBeach202310221800"
"Ohio Street Beach","2023-10-22T17:00:00.000","-100000","-100000",,"0","6.3","12.4","10/22/2023 5:00 PM","OhioStreetBeach202310221700"
"Ohio Street Beach","2023-10-22T16:00:00.000","-100000","-100000",,"0","6.3","12.4","10/22/2023 4:00 PM","OhioStreetBeach202310221600"
"Ohio Street Beach","2023-10-22T15:00:00.000","-100000","-100000",,"0","6.3","12.4","10/22/2023 3:00 PM","OhioStreetBeach202310221500"
"Ohio Street Beach","2023-10-22T14:00:00.000","-100000","-100000",,"0","6.5","12.4","10/22/2023 2:00 PM","OhioStreetBeach202310221400"
"Ohio Street Beach","2023-10-22T13:00:00.000","-100000","-100000",,"0","6.4","12.4","10/22/2023 1:00 PM","OhioStreetBeach202310221300"
"Ohio Street Beach","2023-10-22T12:00:00.000","-100000","-100000",,"0","6.4","12.5","10/22/2023 12:00 PM","OhioStreetBeach202310221200"
"Ohio Street Beach","2023-10-22T11:00:00.000","-100000","-100000",,"0","6.4","12.5","10/22/2023 11:00 AM","OhioStreetBeach202310221100"
"Ohio Street Beach","2023-10-22T10:00:00.000","-100000","-100000",,"0","6.5","12.5","10/22/2023 10:00 AM","OhioStreetBeach202310221000"
"Ohio Street Beach","2023-10-22T09:00:00.000","-100000","-100000",,"0","6.5","12.4","10/22/2023 9:00 AM","OhioStreetBeach202310220900"
"Ohio Street Beach","2023-10-22T08:00:00.000","-100000","-100000",,"0","6.3","12.3","10/22/2023 8:00 AM","OhioStreetBeach202310220800"
"Ohio Street Beach","2023-10-22T07:00:00.000","-100000","-100000",,"0","6.4","12.1","10/22/2023 7:00 AM","OhioStreetBeach202310220700"
"Ohio Street Beach","2023-10-22T06:00:00.000","-100000","-100000",,"0","6.4","12.4","10/22/2023 6:00 AM","OhioStreetBeach202310220600"
"Ohio Street Beach","2023-10-22T05:00:00.000","-100000","-100000",,"0","6.3","12.3","10/22/2023 5:00 AM","OhioStreetBeach202310220500"
"Ohio Street Beach","2023-10-22T03:00:00.000","-100000","-100000",,"0","5.6","12.3","10/22/2023 3:00 AM","OhioStreetBeach202310220300"
"Ohio Street Beach","2023-10-22T02:00:00.000","-100000","-100000",,"0","6.4","12.3","10/22/2023 2:00 AM","OhioStreetBeach202310220200"
"Ohio Street Beach","2023-10-22T01:00:00.000","-100000","-100000",,"0","6.3","12.2","10/22/2023 1:00 AM","OhioStreetBeach202310220100"
"Ohio Street Beach","2023-10-22T00:00:00.000","-100000","-100000",,"0","6.4","12.3","10/22/2023 12:00 AM","OhioStreetBeach202310222400"
"Ohio Street Beach","2023-10-21T23:00:00.000","-100000","-100000",,"0","6.6","12.3","10/21/2023 11:00 PM","OhioStreetBeach202310212300"
"Ohio Street Beach","2023-10-21T22:00:00.000","-100000","-100000",,"0","6.5","12.3","10/21/2023 10:00 PM","OhioStreetBeach202310212200"
"Ohio Street Beach","2023-10-21T21:00:00.000","-100000","-100000",,"0","5.8","12.1","10/21/2023 9:00 PM","OhioStreetBeach202310212100"
"Ohio Street Beach","2023-10-21T20:00:00.000","-100000","-100000",,"0","6.3","12","10/21/2023 8:00 PM","OhioStreetBeach202310212000"
"Ohio Street Beach","2023-10-21T19:00:00.000","-100000","-100000",,"0","5.6","12.2","10/21/2023 7:00 PM","OhioStreetBeach202310211900"
"Ohio Street Beach","2023-10-21T18:00:00.000","-100000","-100000",,"0","6.5","11.9","10/21/2023 6:00 PM","OhioStreetBeach202310211800"
"Ohio Street Beach","2023-10-21T17:00:00.000","-100000","-100000",,"0","6.5","12.1","10/21/2023 5:00 PM","OhioStreetBeach202310211700"
"Ohio Street Beach","2023-10-21T16:00:00.000","-100000","-100000",,"0","6.3","12.2","10/21/2023 4:00 PM","OhioStreetBeach202310211600"
"Ohio Street Beach","2023-10-21T15:00:00.000","-100000","-100000",,"0","6","12.3","10/21/2023 3:00 PM","OhioStreetBeach202310211500"
"Ohio Street Beach","2023-10-21T12:00:00.000","-100000","-100000",,"0","6.4","12.4","10/21/2023 12:00 PM","OhioStreetBeach202310211200"
"Ohio Street Beach","2023-10-21T11:00:00.000","-100000","-100000",,"0","6.5","12.3","10/21/2023 11:00 AM","OhioStreetBeach202310211100"
"Ohio Street Beach","2023-10-21T10:00:00.000","-100000","-100000",,"0","6.5","12.4","10/21/2023 10:00 AM","OhioStreetBeach202310211000"
"Ohio Street Beach","2023-10-21T08:00:00.000","-100000","-100000",,"0","6.4","12.3","10/21/2023 8:00 AM","OhioStreetBeach202310210800"
"Ohio Street Beach","2023-10-21T07:00:00.000","-100000","-100000",,"0","6.6","12.4","10/21/2023 7:00 AM","OhioStreetBeach202310210700"
"Ohio Street Beach","2023-10-21T06:00:00.000","-100000","-100000",,"0","6.1","12.2","10/21/2023 6:00 AM","OhioStreetBeach202310210600"
"Ohio Street Beach","2023-10-21T05:00:00.000","-100000","-100000",,"0","6.3","12","10/21/2023 5:00 AM","OhioStreetBeach202310210500"
"Ohio Street Beach","2023-10-21T04:00:00.000","-100000","-100000",,"0","5.9","12","10/21/2023 4:00 AM","OhioStreetBeach202310210400"
"Ohio Street Beach","2023-10-21T03:00:00.000","-100000","-100000",,"0","6.4","12.1","10/21/2023 3:00 AM","OhioStreetBeach202310210300"
"Ohio Street Beach","2023-10-21T02:00:00.000","-100000","-100000",,"0","6.6","12","10/21/2023 2:00 AM","OhioStreetBeach202310210200"
"Ohio Street Beach","2023-10-21T01:00:00.000","-100000","-100000",,"0","6.4","12.1","10/21/2023 1:00 AM","OhioStreetBeach202310210100"
"Ohio Street Beach","2023-10-20T23:00:00.000","-100000","-100000",,"0","6.5","12.1","10/20/2023 11:00 PM","OhioStreetBeach202310202300"
"Ohio Street Beach","2023-10-20T22:00:00.000","-100000","-100000",,"0","6.3","12.2","10/20/2023 10:00 PM","OhioStreetBeach202310202200"
"Ohio Street Beach","2023-10-20T21:00:00.000","-100000","-100000",,"0","6.2","12","10/20/2023 9:00 PM","OhioStreetBeach202310202100"
"Ohio Street Beach","2023-10-20T20:00:00.000","-100000","-100000",,"0","6.3","12.1","10/20/2023 8:00 PM","OhioStreetBeach202310202000"
"Ohio Street Beach","2023-10-20T19:00:00.000","-100000","-100000",,"0","6.5","12","10/20/2023 7:00 PM","OhioStreetBeach202310201900"
"Ohio Street Beach","2023-10-20T18:00:00.000","-100000","-100000",,"0","6","12.1","10/20/2023 6:00 PM","OhioStreetBeach202310201800"
"Ohio Street Beach","2023-10-20T17:00:00.000","-100000","-100000",,"0","6.4","12.1","10/20/2023 5:00 PM","OhioStreetBeach202310201700"
"Ohio Street Beach","2023-10-20T16:00:00.000","-100000","-100000",,"0","6.4","12.1","10/20/2023 4:00 PM","OhioStreetBeach202310201600"
"Ohio Street Beach","2023-10-20T15:00:00.000","-100000","-100000",,"0","6.4","12.1","10/20/2023 3:00 PM","OhioStreetBeach202310201500"
"Ohio Street Beach","2023-10-20T14:00:00.000","-100000","-100000",,"0","6.4","12.1","10/20/2023 2:00 PM","OhioStreetBeach202310201400"
"Ohio Street Beach","2023-10-20T13:00:00.000","-100000","-100000",,"0","6.4","12.1","10/20/2023 1:00 PM","OhioStreetBeach202310201300"
"Ohio Street Beach","2023-10-20T12:00:00.000","-100000","-100000",,"0","6.4","12.1","10/20/2023 12:00 PM","OhioStreetBeach202310201200"
"Ohio Street Beach","2023-10-20T11:00:00.000","-100000","-100000",,"0","5.7","12.1","10/20/2023 11:00 AM","OhioStreetBeach202310201100"
"Ohio Street Beach","2023-10-20T10:00:00.000","-100000","-100000",,"0","6.6","12.1","10/20/2023 10:00 AM","OhioStreetBeach202310201000"
"Ohio Street Beach","2023-10-20T09:00:00.000","-100000","-100000",,"0","6.5","12.1","10/20/2023 9:00 AM","OhioStreetBeach202310200900"
"Ohio Street Beach","2023-10-20T08:00:00.000","-100000","-100000",,"0","6.4","12.2","10/20/2023 8:00 AM","OhioStreetBeach202310200800"
"Ohio Street Beach","2023-10-20T07:00:00.000","-100000","-100000",,"0","5.8","12.2","10/20/2023 7:00 AM","OhioStreetBeach202310200700"
"Ohio Street Beach","2023-10-20T06:00:00.000","-100000","-100000",,"0","6.5","12.2","10/20/2023 6:00 AM","OhioStreetBeach202310200600"
"Ohio Street Beach","2023-10-20T05:00:00.000","-100000","-100000",,"0","6.3","12.2","10/20/2023 5:00 AM","OhioStreetBeach202310200500"
"Ohio Street Beach","2023-10-20T04:00:00.000","-100000","-100000",,"0","6.5","12.2","10/20/2023 4:00 AM","OhioStreetBeach202310200400"
"Ohio Street Beach","2023-10-20T03:00:00.000","-100000","-100000",,"0","6.4","12.4","10/20/2023 3:00 AM","OhioStreetBeach202310200300"
"Ohio Street Beach","2023-10-20T02:00:00.000","-100000","-100000",,"0","6.1","12.4","10/20/2023 2:00 AM","OhioStreetBeach202310200200"
"Ohio Street Beach","2023-10-20T01:00:00.000","-100000","-100000",,"0","6.3","12.4","10/20/2023 1:00 AM","OhioStreetBeach202310200100"
"Ohio Street Beach","2023-10-20T00:00:00.000","-100000","-100000",,"0","6.4","12.4","10/20/2023 12:00 AM","OhioStreetBeach202310202400"
"Ohio Street Beach","2023-10-19T23:00:00.000","-100000","-100000",,"0","6.4","12.6","10/19/2023 11:00 PM","OhioStreetBeach202310192300"
"Ohio Street Beach","2023-10-19T22:00:00.000","-100000","-100000",,"0","6.2","12.5","10/19/2023 10:00 PM","OhioStreetBeach202310192200"
"Ohio Street Beach","2023-10-19T21:00:00.000","-100000","-100000",,"0","6.5","12.3","10/19/2023 9:00 PM","OhioStreetBeach202310192100"
"Ohio Street Beach","2023-10-19T20:00:00.000","-100000","-100000",,"0","6.4","12.3","10/19/2023 8:00 PM","OhioStreetBeach202310192000"
"Ohio Street Beach","2023-10-19T19:00:00.000","-100000","-100000",,"0","6.2","12.2","10/19/2023 7:00 PM","OhioStreetBeach202310191900"
"Ohio Street Beach","2023-10-19T18:00:00.000","-100000","-100000",,"0","6.6","12.2","10/19/2023 6:00 PM","OhioStreetBeach202310191800"
"Ohio Street Beach","2023-10-19T17:00:00.000","-100000","-100000",,"0","6.3","12.3","10/19/2023 5:00 PM","OhioStreetBeach202310191700"
"Ohio Street Beach","2023-10-19T16:00:00.000","-100000","-100000",,"0","6.4","12.1","10/19/2023 4:00 PM","OhioStreetBeach202310191600"
"Ohio Street Beach","2023-10-19T15:00:00.000","-100000","-100000",,"0","6.2","12.2","10/19/2023 3:00 PM","OhioStreetBeach202310191500"
"Ohio Street Beach","2023-10-19T14:00:00.000","-100000","-100000",,"0","6.3","12.3","10/19/2023 2:00 PM","OhioStreetBeach202310191400"
"Ohio Street Beach","2023-10-19T13:00:00.000","-100000","-100000",,"0","6.4","12.5","10/19/2023 1:00 PM","OhioStreetBeach202310191300"
"Ohio Street Beach","2023-10-19T12:00:00.000","-100000","-100000",,"0","6.2","12.6","10/19/2023 12:00 PM","OhioStreetBeach202310191200"
"Ohio Street Beach","2023-10-19T11:00:00.000","-100000","-100000",,"0","6.4","12.5","10/19/2023 11:00 AM","OhioStreetBeach202310191100"
"Ohio Street Beach","2023-10-19T10:00:00.000","-100000","-100000",,"0","5.8","12.2","10/19/2023 10:00 AM","OhioStreetBeach202310191000"
"Ohio Street Beach","2023-10-19T09:00:00.000","-100000","-100000",,"0","5.8","12.4","10/19/2023 9:00 AM","OhioStreetBeach202310190900"
"Ohio Street Beach","2023-10-19T08:00:00.000","-100000","-100000",,"0","5.7","12.3","10/19/2023 8:00 AM","OhioStreetBeach202310190800"
"Ohio Street Beach","2023-10-19T07:00:00.000","-100000","-100000",,"0","6.4","12.6","10/19/2023 7:00 AM","OhioStreetBeach202310190700"
"Ohio Street Beach","2023-10-19T06:00:00.000","-100000","-100000",,"0","6.5","12.4","10/19/2023 6:00 AM","OhioStreetBeach202310190600"
"Ohio Street Beach","2023-10-19T05:00:00.000","-100000","-100000",,"0","6.1","12.4","10/19/2023 5:00 AM","OhioStreetBeach202310190500"
"Ohio Street Beach","2023-10-19T04:00:00.000","-100000","-100000",,"0","5.9","12.8","10/19/2023 4:00 AM","OhioStreetBeach202310190400"
"Ohio Street Beach","2023-10-19T03:00:00.000","-100000","-100000",,"0","6.4","12.7","10/19/2023 3:00 AM","OhioStreetBeach202310190300"
"Ohio Street Beach","2023-10-19T02:00:00.000","-100000","-100000",,"0","6.6","12.7","10/19/2023 2:00 AM","OhioStreetBeach202310190200"
"Ohio Street Beach","2023-10-19T01:00:00.000","-100000","-100000",,"0","6.3","12.6","10/19/2023 1:00 AM","OhioStreetBeach202310190100"
"Ohio Street Beach","2023-10-19T00:00:00.000","-100000","-100000",,"0","6.4","12.7","10/19/2023 12:00 AM","OhioStreetBeach202310192400"
"Ohio Street Beach","2023-10-18T23:00:00.000","-100000","-100000",,"0","6.4","12.7","10/18/2023 11:00 PM","OhioStreetBeach202310182300"
"Ohio Street Beach","2023-10-18T22:00:00.000","-100000","-100000",,"0","6.4","12.8","10/18/2023 10:00 PM","OhioStreetBeach202310182200"
"Ohio Street Beach","2023-10-18T21:00:00.000","-100000","-100000",,"0","6.5","12.8","10/18/2023 9:00 PM","OhioStreetBeach202310182100"
"Ohio Street Beach","2023-10-18T20:00:00.000","-100000","-100000",,"0","6.5","12.9","10/18/2023 8:00 PM","OhioStreetBeach202310182000"
"Ohio Street Beach","2023-10-18T19:00:00.000","-100000","-100000",,"0","6","12.9","10/18/2023 7:00 PM","OhioStreetBeach202310181900"
"Ohio Street Beach","2023-10-18T18:00:00.000","-100000","-100000",,"0","6.5","12.9","10/18/2023 6:00 PM","OhioStreetBeach202310181800"
"Ohio Street Beach","2023-10-18T17:00:00.000","-100000","-100000",,"0","5.8","12.9","10/18/2023 5:00 PM","OhioStreetBeach202310181700"
"Ohio Street Beach","2023-10-18T16:00:00.000","-100000","-100000",,"0","6.4","13","10/18/2023 4:00 PM","OhioStreetBeach202310181600"
"Ohio Street Beach","2023-10-18T15:00:00.000","-100000","-100000",,"0","6.2","12.9","10/18/2023 3:00 PM","OhioStreetBeach202310181500"
"Ohio Street Beach","2023-10-18T14:00:00.000","-100000","-100000",,"0","6.4","12.9","10/18/2023 2:00 PM","OhioStreetBeach202310181400"
"Ohio Street Beach","2023-10-18T13:00:00.000","-100000","-100000",,"0","5.9","12.8","10/18/2023 1:00 PM","OhioStreetBeach202310181300"
"Ohio Street Beach","2023-10-18T12:00:00.000","-100000","-100000",,"0","6.4","12.9","10/18/2023 12:00 PM","OhioStreetBeach202310181200"
"Ohio Street Beach","2023-10-18T11:00:00.000","-100000","-100000",,"0","6.2","12.3","10/18/2023 11:00 AM","OhioStreetBeach202310181100"
"Ohio Street Beach","2023-10-18T10:00:00.000","-100000","-100000",,"0","6.5","12.4","10/18/2023 10:00 AM","OhioStreetBeach202310181000"
"Ohio Street Beach","2023-10-18T09:00:00.000","-100000","-100000",,"0","6.4","12.6","10/18/2023 9:00 AM","OhioStreetBeach202310180900"
"Ohio Street Beach","2023-10-18T08:00:00.000","-100000","-100000",,"0","6.5","12.6","10/18/2023 8:00 AM","OhioStreetBeach202310180800"
"Ohio Street Beach","2023-10-18T07:00:00.000","-100000","-100000",,"0","6.5","12.9","10/18/2023 7:00 AM","OhioStreetBeach202310180700"
"Ohio Street Beach","2023-10-18T06:00:00.000","-100000","-100000",,"0","6.2","12.8","10/18/2023 6:00 AM","OhioStreetBeach202310180600"
"Ohio Street Beach","2023-10-18T05:00:00.000","-100000","-100000",,"0","6.4","12.8","10/18/2023 5:00 AM","OhioStreetBeach202310180500"
"Ohio Street Beach","2023-10-18T04:00:00.000","-100000","-100000",,"0","6.3","12.4","10/18/2023 4:00 AM","OhioStreetBeach202310180400"
"Ohio Street Beach","2023-10-18T03:00:00.000","-100000","-100000",,"0","6.5","12.5","10/18/2023 3:00 AM","OhioStreetBeach202310180300"
"Ohio Street Beach","2023-10-18T02:00:00.000","-100000","-100000",,"0","6.4","12.4","10/18/2023 2:00 AM","OhioStreetBeach202310180200"
"Ohio Street Beach","2023-10-18T01:00:00.000","-100000","-100000",,"0","6.3","11.8","10/18/2023 1:00 AM","OhioStreetBeach202310180100"
"Ohio Street Beach","2023-10-18T00:00:00.000","-100000","-100000",,"0","6.3","11.8","10/18/2023 12:00 AM","OhioStreetBeach202310182400"
"Ohio Street Beach","2023-10-17T23:00:00.000","-100000","-100000",,"0","6.3","12.1","10/17/2023 11:00 PM","OhioStreetBeach202310172300"
"Ohio Street Beach","2023-10-17T22:00:00.000","-100000","-100000",,"0","6.3","12.5","10/17/2023 10:00 PM","OhioStreetBeach202310172200"
"Ohio Street Beach","2023-10-17T21:00:00.000","-100000","-100000",,"0","6.4","13.3","10/17/2023 9:00 PM","OhioStreetBeach202310172100"
"Ohio Street Beach","2023-10-17T20:00:00.000","-100000","-100000",,"0","6.4","13.2","10/17/2023 8:00 PM","OhioStreetBeach202310172000"
"Ohio Street Beach","2023-10-17T19:00:00.000","-100000","-100000",,"0","6.3","11.6","10/17/2023 7:00 PM","OhioStreetBeach202310171900"
"Ohio Street Beach","2023-10-17T18:00:00.000","-100000","-100000",,"0","6.4","13.2","10/17/2023 6:00 PM","OhioStreetBeach202310171800"
"Ohio Street Beach","2023-10-05T17:00:00.000","-100000","-100000",,"0.06","2.1","13","10/05/2023 5:00 PM","OhioStreetBeach202310051700"
"Ohio Street Beach","2023-10-05T12:00:00.000","-100000","-100000",,"0.04","2.2","13.7","10/05/2023 12:00 PM","OhioStreetBeach202310051200"
"Ohio Street Beach","2023-10-05T11:00:00.000","-100000","-100000",,"0.03","1.7","13","10/05/2023 11:00 AM","OhioStreetBeach202310051100"
"Ohio Street Beach","2023-10-05T10:00:00.000","-100000","-100000",,"0.04","2","12.9","10/05/2023 10:00 AM","OhioStreetBeach202310051000"
"Ohio Street Beach","2023-10-05T09:00:00.000","-100000","-100000",,"0.02","2.7","12.9","10/05/2023 9:00 AM","OhioStreetBeach202310050900"
"Ohio Street Beach","2023-10-05T07:00:00.000","-100000","-100000",,"0.03","2.7","13.1","10/05/2023 7:00 AM","OhioStreetBeach202310050700"
"Ohio Street Beach","2023-10-05T06:00:00.000","-100000","-100000",,"0.03","2.2","13.1","10/05/2023 6:00 AM","OhioStreetBeach202310050600"
"Ohio Street Beach","2023-10-05T05:00:00.000","-100000","-100000",,"0.03","2.5","13.1","10/05/2023 5:00 AM","OhioStreetBeach202310050500"
"Ohio Street Beach","2023-10-05T04:00:00.000","-100000","-100000",,"0.03","2.8","13.1","10/05/2023 4:00 AM","OhioStreetBeach202310050400"
"Ohio Street Beach","2023-10-05T03:00:00.000","-100000","-100000",,"0.03","3","12.7","10/05/2023 3:00 AM","OhioStreetBeach202310050300"
"Ohio Street Beach","2023-10-05T02:00:00.000","-100000","-100000",,"0.04","2.5","12.7","10/05/2023 2:00 AM","OhioStreetBeach202310050200"
"Ohio Street Beach","2023-10-05T01:00:00.000","-100000","-100000",,"0.05","2","13.3","10/05/2023 1:00 AM","OhioStreetBeach202310050100"
"Ohio Street Beach","2023-10-05T00:00:00.000","-100000","-100000",,"0.05","2.3","13.2","10/05/2023 12:00 AM","OhioStreetBeach202310052400"
"Ohio Street Beach","2023-10-04T23:00:00.000","-100000","-100000",,"0.05","2.2","13.5","10/04/2023 11:00 PM","OhioStreetBeach202310042300"
"Ohio Street Beach","2023-10-04T22:00:00.000","-100000","-100000",,"0.06","2.2","13.1","10/04/2023 10:00 PM","OhioStreetBeach202310042200"
"Ohio Street Beach","2023-10-04T21:00:00.000","-100000","-100000",,"0.05","2.1","12.7","10/04/2023 9:00 PM","OhioStreetBeach202310042100"
"Ohio Street Beach","2023-10-04T20:00:00.000","-100000","-100000",,"0.07","2","12.1","10/04/2023 8:00 PM","OhioStreetBeach202310042000"
"Ohio Street Beach","2023-10-04T19:00:00.000","-100000","-100000",,"0.08","2.4","12","10/04/2023 7:00 PM","OhioStreetBeach202310041900"
"Ohio Street Beach","2023-10-04T18:00:00.000","-100000","-100000",,"0.08","2.1","12.1","10/04/2023 6:00 PM","OhioStreetBeach202310041800"
"Ohio Street Beach","2023-10-04T17:00:00.000","-100000","-100000",,"0.09","3","13.2","10/04/2023 5:00 PM","OhioStreetBeach202310041700"
"Ohio Street Beach","2023-10-04T16:00:00.000","-100000","-100000",,"0.11","2.4","13.5","10/04/2023 4:00 PM","OhioStreetBeach202310041600"
"Ohio Street Beach","2023-10-04T15:00:00.000","-100000","-100000",,"0.12","2.7","13.1","10/04/2023 3:00 PM","OhioStreetBeach202310041500"
"Ohio Street Beach","2023-10-04T14:00:00.000","-100000","-100000",,"0.11","2.3","14.7","10/04/2023 2:00 PM","OhioStreetBeach202310041400"
"Ohio Street Beach","2023-10-04T13:00:00.000","-100000","-100000",,"0.07","2.8","14.4","10/04/2023 1:00 PM","OhioStreetBeach202310041300"
"Ohio Street Beach","2023-10-04T12:00:00.000","-100000","-100000",,"0.1","2.7","13.4","10/04/2023 12:00 PM","OhioStreetBeach202310041200"
"Ohio Street Beach","2023-10-04T11:00:00.000","-100000","-100000",,"0.11","2.7","14.6","10/04/2023 11:00 AM","OhioStreetBeach202310041100"
"Ohio Street Beach","2023-10-04T10:00:00.000","-100000","-100000",,"0.09","2.7","13.3","10/04/2023 10:00 AM","OhioStreetBeach202310041000"
"Ohio Street Beach","2023-10-04T09:00:00.000","-100000","-100000",,"0.06","2.7","13.8","10/04/2023 9:00 AM","OhioStreetBeach202310040900"
"Ohio Street Beach","2023-10-04T08:00:00.000","-100000","-100000",,"0.06","2.6","13.2","10/04/2023 8:00 AM","OhioStreetBeach202310040800"
"Ohio Street Beach","2023-10-04T07:00:00.000","-100000","-100000",,"0.06","2.7","11.5","10/04/2023 7:00 AM","OhioStreetBeach202310040700"
"Ohio Street Beach","2023-10-04T06:00:00.000","-100000","-100000",,"0.06","2.7","11.4","10/04/2023 6:00 AM","OhioStreetBeach202310040600"
"Ohio Street Beach","2023-10-04T05:00:00.000","-100000","-100000",,"0.06","2.5","11.6","10/04/2023 5:00 AM","OhioStreetBeach202310040500"
"Ohio Street Beach","2023-10-04T04:00:00.000","-100000","-100000",,"0.06","2.5","12.5","10/04/2023 4:00 AM","OhioStreetBeach202310040400"
"Ohio Street Beach","2023-10-04T03:00:00.000","-100000","-100000",,"0.06","2.6","13","10/04/2023 3:00 AM","OhioStreetBeach202310040300"
"Ohio Street Beach","2023-10-04T02:00:00.000","-100000","-100000",,"0.06","2.6","13.4","10/04/2023 2:00 AM","OhioStreetBeach202310040200"
"Ohio Street Beach","2023-10-04T01:00:00.000","-100000","-100000",,"0.06","2.4","13","10/04/2023 1:00 AM","OhioStreetBeach202310040100"
"Ohio Street Beach","2023-10-04T00:00:00.000","-100000","-100000",,"0.06","2","13.1","10/04/2023 12:00 AM","OhioStreetBeach202310042400"
"Ohio Street Beach","2023-10-03T23:00:00.000","-100000","-100000",,"0.06","2","13.1","10/03/2023 11:00 PM","OhioStreetBeach202310032300"
"Ohio Street Beach","2023-10-03T22:00:00.000","-100000","-100000",,"0.06","1.9","13.4","10/03/2023 10:00 PM","OhioStreetBeach202310032200"
"Ohio Street Beach","2023-10-03T21:00:00.000","-100000","-100000",,"0.07","1.9","11.8","10/03/2023 9:00 PM","OhioStreetBeach202310032100"
"Ohio Street Beach","2023-10-03T20:00:00.000","-100000","-100000",,"0.08","1.8","11.8","10/03/2023 8:00 PM","OhioStreetBeach202310032000"
"Ohio Street Beach","2023-10-03T19:00:00.000","-100000","-100000",,"0.11","1.8","11.7","10/03/2023 7:00 PM","OhioStreetBeach202310031900"
"Ohio Street Beach","2023-10-03T18:00:00.000","-100000","-100000",,"0.12","2","13.3","10/03/2023 6:00 PM","OhioStreetBeach202310031800"
"Ohio Street Beach","2023-10-03T17:00:00.000","-100000","-100000",,"0.12","2.3","12.2","10/03/2023 5:00 PM","OhioStreetBeach202310031700"
"Ohio Street Beach","2023-10-03T16:00:00.000","-100000","-100000",,"0.13","2.2","12.2","10/03/2023 4:00 PM","OhioStreetBeach202310031600"
"Ohio Street Beach","2023-10-03T15:00:00.000","-100000","-100000",,"0.11","1.7","13.5","10/03/2023 3:00 PM","OhioStreetBeach202310031500"
"Ohio Street Beach","2023-10-03T14:00:00.000","-100000","-100000",,"0.1","2.2","13.7","10/03/2023 2:00 PM","OhioStreetBeach202310031400"
"Ohio Street Beach","2023-10-03T13:00:00.000","-100000","-100000",,"0.07","2.6","13.3","10/03/2023 1:00 PM","OhioStreetBeach202310031300"
"Ohio Street Beach","2023-10-03T12:00:00.000","-100000","-100000",,"0.06","2.4","12.3","10/03/2023 12:00 PM","OhioStreetBeach202310031200"
"Ohio Street Beach","2023-10-03T11:00:00.000","-100000","-100000",,"0.09","2.3","13.6","10/03/2023 11:00 AM","OhioStreetBeach202310031100"
"Ohio Street Beach","2023-10-03T10:00:00.000","-100000","-100000",,"0.07","2.2","12","10/03/2023 10:00 AM","OhioStreetBeach202310031000"
"Ohio Street Beach","2023-10-03T09:00:00.000","-100000","-100000",,"0.07","2.2","14.6","10/03/2023 9:00 AM","OhioStreetBeach202310030900"
