"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","violations","latitude","longitude","location"
"2593849","SOUTH SHORE BBQ & JERK","SOUTH SHORE BBQ & JERK","2831642","Restaurant","Risk 1 (High)","6114 S WESTERN AVE ","CHICAGO","IL","60636","2024-05-02T00:00:00.000","Canvass","No Entry","58. ALLERGEN TRAINING AS REQUIRED - Comments:  2-102.13 Inspector Comments: INSTRUCTED MANAGER TO COMPLY WITH THE ALLERGEN TRAINING REQUIREMENTS FOR ALL CITY CERTIFIED MANAGER OR CIATIONS WILL FOLLOW.","41.78241276542124","-87.68387449120098","(41.78241276542124, -87.68387449120098)"
"2593866","THE DANDY CROWN","THE DANDY CROWN","2762176","Restaurant","Risk 1 (High)","694 N MILWAUKEE AVE ","CHICAGO","IL","60642","2024-05-02T00:00:00.000","Canvass","Pass","56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: THE VENTILATION FAN IN THE NORTH (RIGHT SIDE) WASHROOM IS NOT OPERATIONAL.  MANAGEMENT INSTRUCTED TO REPAIR OR REPLACE THE VENTILATION FAN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED THE CERTIFIED FOOD MANAGER WITHOUT AN ALLERGEN TRAINING CERTIFICATE.  MANAGEMENT INSTRUCTED THAT ALL CERTIFIED FOOD MANAGERS MUST SHOW PROOF OF TRAINING.","41.89422978422928","-87.65252070814081","(41.89422978422928, -87.65252070814081)"
"2593799","CHICAGO'S HOME OF CHICKEN & WAFFLES","CHICAGO'S HOME OF CHICKEN & WAFFLES","2698292","Restaurant","Risk 1 (High)","3947 S DR MARTIN LUTHER KING JR DR ","CHICAGO","IL","60653","2024-05-02T00:00:00.000","Short Form Complaint","Pass",,"41.82254785730014","-87.61681561837467","(41.82254785730014, -87.61681561837467)"
"2593803","MCGEE'S TAVERN & GRILLE","MCGEE'S TAVERN &GRILLE","2961831","Restaurant","Risk 1 (High)","950 W WEBSTER AVE ","CHICAGO","IL","60614","2024-05-02T00:00:00.000","License","Pass","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNS OR POSTERS NEAR HAND WASHING SINK IN THE WOMEN'S WASHROOM. MUST PROVIDE HAND WASHING SIGNS AND MAINTAIN. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST PROPERLY LABEL FOOD STORAGE CONTANERS WHEN FOOD IS NOT IN THE ORIGINAL CONTAINERS. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED ICE SCOOPS STORED INSIDE ICE BIN IN FRONT BAR AREA. MUST PROPERLY STORE ICE SCOOPS IN A CLEAN CONTAINER TO PREVENT CONTAMINATION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSRVED RUSTY FOOD STORAGE SHELVING IN BASEMENT FOOD STORAGE AREA AND INSIDE LIQUOR WALK-IN COOLER IN THE BASEMENT. MUST REPAINT OR REPLACE SHELVING.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED HAND WASHING SINK DRAINING SLOW IN THE 1ST WOMEN'S WASHROOM. MUST REPAIR AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: ADDITIONAL WATER PRESSURE NEEDED AT THE HAND WASHING SINK IN MEN'S WASHROOM LOCATED NEXT TO FRON BAR AREA. MUST REPAIR AND MAINTINA. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE PROVIDED IN THE UNISEX EMPLOYEE WASHROOM LOCATED IN REAR OF KITCHEN FOOD PREP AREA. MUST PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DUST BUILD UP ON VENTILATION VENTS IN ALL WASHROOMS. MUST CLEAN AND MAINTAIN VENTS CLEAN AT ALL TIMES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BURN OUTLIGHT ABOVE PREP COOLERS IN MAIN KITCHEN FOOD PREPARATION AREA. ALSO OBSERVED DUST BUILD UP INSIDE LIGHT SHIELDS COVERS. MUST PROVIDE LIGHTHING AND CLEAN VENTILATION VENTS","41.92185462558926","-87.65309486506003","(41.92185462558926, -87.65309486506003)"
"2593809","DAMON & 55TH MARKET","HAPPY FISH & CHICKEN","2757928","Restaurant","Risk 1 (High)","1951 W GARFIELD BLVD ","CHICAGO","IL","60636","2024-05-02T00:00:00.000","Canvass Re-Inspection","Fail","37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12 : MUST LABEL FOOD STORAGE CONTAINERS (SHAKERS,SQUEEZE BOTTLES,BULK )WHEN FOOD IS NOT IN ORIGINAL PACKAGE | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15 : OBSERVED A GAP ALONG BOTTOM & CENTER,ALONG TOP OF DOUBLE FRONT ENTRY DOOR.MUST MAKE DOOR TIGHT FITTING TO PREVENT RODENT ENTRY | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  3-307.11 : MUST PROVIDE A SPLASH GUARD AT HAND SINK IN REAR DISH WASHING AREAS NEXT TO 3- COMPARTMENT SINK AND DISH STORAGE RACK. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: 3-304.14 : MUST STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: 4-903.11 (A;B;D) : MUST INVERT MULTI-USE UTENSILS ON DISH STORAGE SHELF | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments:  4-903.11(A;C) : MUST STORE PLASTIC WEAR WITH HANDLES IN UPRIGHT POSITION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19 : MUST REMOVE FOIL FROM ROLLING CART AND CARDBOARD FROM UPPER SHELVING UNITS OF FRONT PREP COOLER,CRATES FROM WALK IN FREEZER & COOLER. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  4-501.11 : MUST REPAIR OR REPLACE WORN DOOR GASKET ON REACH IN FREEZER & 3- DOOR PREP COOLER,WALK IN FREEZER DOOR IN POOR REPAIR NOT CLOSING PROPERLY & BENT EXTERIOR PANEL. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  4-601.11(C) : MUST CLEAN EXCESSIVE GREASE AND FOOD DEBRIS BUILD UP FROM OVEN,GRILL TABLE.PREP TABLES, FRYER CABINETS,USED AND UNUSED REACH IN COOLERS & PREP COOLERS,MOTORS AT COOLERS,ALL STORAGE SHELVES & RACKS,PIPES OF COOKING EQUIPMENT,WALK IN COOLER- FAN GUARD COVERS & SHELVING UNITS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15 : MUST REMOVE PLASTIC FROM SPRAYER HANDLE AT 3- COMPARTMENT SINK. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13 : MUST REPAIR OR REPLACE TILED FLOOR ALONG WALL BASES IN REAR STORAGE AREA IN POOR REPAIR,MISSING AND DAMAGED WALL BASES AND WALL TRIM(PREP & TOILET ROOM),CEILING NEAR PIT IN POOR REPAIR AND INSULATION EXPOSED,EXCESSIVE CAULKING AROUND UPPER WALLS AND WINDOWS NEAR PIT,LOOSE WALL BASE AND WALL VENT IN TOILET ROOM,GAP IN WINDOW AT FRONT ENTRY DOOR.MUST GROUT FLOOR BEHIND COOKING EQUIPMENT IN PIT AREA | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 : MUST CLEAN DUST AND FOOD SPLATTER FROM WALLS THROUGHOUT PREMISES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.13 : MUST CLEAN GREASE AND FOOD DEBRIS BUILD UP FROM FLOOR UNDER,AROUND,ALONG WALL BASES THROUGHOUT INCLUDING WALK IN COOLER & FREEZER.ICE BUILD UP FROM FLOOR IN WALK IN FREEZER. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 : OBSERVED NO FOOD HANDLERS TRAINING FOR ALL EMPLOYEES MUST PROVIDE AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13 : OBSERVED NO FOOD ALLERGEN TRAINING FOR FOOD MANAGER MUST PROVIDE AND MAINTAIN. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATION FROM REPORT #2593387 4/25/24 NOT CORRECTED #25 -STILL OBSERVED NO CONSUMER ADVISORY DISCLOSURE AND REMINDER OF CONSUMING RAW AND UNDERCOOKED FOODS ON MENU MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-42-090))(CITATION ISSUED)","41.79344424639706","-87.67388412644283","(41.79344424639706, -87.67388412644283)"
"2593795","7 HEAVEN FOOD MART","7 HEAVEN FOOD MART","2934372","Grocery Store","Risk 3 (Low)","1358 W DEVON AVE ","CHICAGO","IL","60660","2024-05-02T00:00:00.000","License Re-Inspection","Pass","55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: : 6-501.114--- ALL UNUSED EQUIPMENT AND CONSTRUCTION MATERIAL THROUGHOUT THE REAR, BASEMENT AND REAR OUTDOOR WALKWAY AREA MUST BE REMOVED FROM THE PREMISES TO PREVENT PEST HARBORING. ALL OTHER NEED ITEMS MUST BE STORED INDOORS, ORGANIZED AND ELEVATED.  6-201.11--- NOTED A HOLE IN THE CEILING AND AROUND ELECTRICAL PIPING IN THE REAR STORAGE/ELECTRICAL ROOM. MUST SEAL.","41.99824773763981","-87.66535029769308","(41.99824773763981, -87.66535029769308)"
"2593815","SCAFURI BAKERY","SCAFURI BAKERY","2202147","Restaurant","Risk 1 (High)","1337 W TAYLOR ST ","CHICAGO","IL","60607","2024-05-02T00:00:00.000","Canvass","Fail","1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH VALID CHICAGO FOOD SANITATION CERTIFICATE.    | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON DUTY WHILE TCS FOODS ARE PREPARED, HANDLED, AND SERVED, SUCH AS (CAKES, MILK, ETC.) MUST BE ON SITE AT ALL TIMES. PRIORITY FOUNDATION 7-38-012. CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HANDS IN THE PREP AREA AND EMPLOYEE RESTROOM NOT STOCKED WITH HAND SOAP. INFORMED PERSON IN CHARGE THAT HAND SOAP MUST BE AVAILABLE AT HANDSINKS AT ALL TIMES. FOOD HANDLERS OBTAINED HAND SOAP FOR THE HAND SINK DURING THE TIME OF INSPECTION. PRIORITY FOUNDATION VIOLATION #7-38-030(C). CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWELS IN THE HAND SINK IN THE PREP AREA. INFORMED PERSON IN CHARGE THAT PAPER TOWELS MUST BE AVAILABLE AT HAND SINKS AT ALL TIMES. FOOD HANDLER OBTAINED PAPER TOWEL FOR THE HAND SINK DURING TIME OF INSPECTION PRIORITY FOUNDATION VIOLATION #7-38-030(C). SEE ABOVE. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN FREEZER AND REAR PREP AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED SOILED WIPING CLOTHS STORED ON PREP TABLES AND RESTROOMS. INSTRUCTED MANAGER TO STORE IN SANITIZING SOLUTION BETWEEN USES.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT THE PREP AND STORAGE AREAS. MUST REMOVE AND PROVIDE SHELVING 6' OFF THE FLOOR AND PROVIDE FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED WATER BACKING UP AT THE 3-COMPARTMENT SINK AREA. WHEN WATER IS RELEASED FROM THE 2ND SINK BASIN, WATER BACKS UP INTO THE 1ST AND 3RD SINK BASINS. INSTRUCTED MANAGER TO REPAIR BEFORE RE-INSPECTION DATE. PRIORITY FOUNDATION VIOLATION #7-38-025. CITATION ISSUED. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED OUTSIDE DUMPSTER WITH LIDS NOT CLOSED DUE TO TRASH OVERFLOWING. INSTRUCTED TO CORRECT AND MAINTAIN TO ENSURE TIGHT FITTING LIDS. PRIORITY FOUNDATION VIOLATION #7-38-020(B). CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN ALL COOKING EQUIPMENT, INGREDIENT CONTAINERS, RACKS AND SHELVING WITH FLOUR, DUST, GREASE, DEAD INSECTS AND DIRT BUILD-UP THROUGHOUT. RECOMMENDED TO INCREASE CLEANING FREQUENCY AND MAINTAIN AT ALL TIMES.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED FOOD SERVICE SANITATION MANAGER WITHOUT FOOD ALLERGEN TRAINING CERTIFICATE. INSTRUCTED TO MEET REQUIREMENTS. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION FROM REPORT #2577370 ON 6/15/23 WAS NOT CORRECTED:47-OBSERVED AN UNSEALED WOOD BEING USED AS SHELVING IN THE DRY STORAGE CLOSET. MUST SEAL OR PAINT SHELVES SO THEY ARE SMOOTH, NON-ABSORBENT, AND EASILY CLEAN AND MAINTAINED. PRIORITY FOUNDATION 7-42-090. CITATION ISSUED.","41.869243925932324","-87.66072004882705","(41.869243925932324, -87.66072004882705)"
"2593779","VALLE LINDO COFFEE SHOP","VALLE LINDO COFFEE SHOP","2818148","Restaurant","Risk 1 (High)","2637 N CENTRAL AVE ","CHICAGO","IL","60639","2024-05-02T00:00:00.000","Non-Inspection","No Entry",,"41.92876724129143","-87.7660071056267","(41.92876724129143, -87.7660071056267)"
"2593868","UNCLE  REMUS","UNCLE  REMUS","2678204","Restaurant","Risk 1 (High)","5611 W MADISON ST ","CHICAGO","IL","60644","2024-05-02T00:00:00.000","Canvass","Fail","2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED PERSON IN CHARGE WITHOUT CITY OF CHICAGO CERTIFIED FOOD MANAGERS CERTIFICATE HOLDER ON SITE WHILE PREPARING AND SERVING TCS FOODS (CHICKEN, COLE SLAW, FISH). INSTRUCTED TO PROVIDE VALID ORIGINAL CERTIFICATE AND MAINTAIN AT LEAST ONE CFM ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION. #7-38-012. CITATION ISSUED | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED LARGE BUCKET CONTAINING MIXED SEASONINGS WITHOUT A LABEL, INSTRUCTED TO PROVIDE A COMMON NAME AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED REAR EXIT DOORS LEADING TO RECEPTACLE AREA WITH AT LEAST 1/4 INCH GAP AT BOTTOM OF DOOR. INSTRUCTED TO ENCLOSE IN ORDER TO PREVENT PEST ENTRY | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 65 LARGE RODENT DROPPINGS SCATTERED ON THE FLOOR IN THE BASEMENT STORAGE AREA. INSTRUCTED TO REMOVE DROPPINGS AND CLEAN AND SANITIZE SAID SPACE. MUST MAINTAIN PREMISES FREE OF PEST ACTIVITY. PRIORITY FOUNDATION VIOLATION.7-38-020 (A). CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARDBOARD ENCRUSTED WITH GREASE AND FOOD DEBRIS USED ON PREP TABLE LINERS. INSTRUCTED TO REMOVE AND PROVIDE SMOOTH AND EASILY CLEANABLE SURFACES. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED INTERIOR SURFACES OF 2-DOOR COOLER WITH EXCESSIVE SMOUNS OF DRIED FOOD RESIDUE AS WELL AS 2-DOOR FREEZER LOCATED IN FRONT PREP. INSTRUCTED TO CLEAN AND MAINTAIN | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO SELF-CLOSING DOOR IN PLACE FOR UNISEX TOILET ROOM, INSTRUCTED TO PROVIDE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED WALK-IN COOLER BULB NOT PROPERLY WORKING DURING TIME OF INSPECTION (FLICKERING) INSTRUCTED TO REPLACE | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES ON SITE FOR ALL NEW EMPLOYEES.INSTRUCTED TO PROVIDE.","41.88012912838634","-87.7653505615471","(41.88012912838634, -87.7653505615471)"
"2593853","DIRTY TIFFS CAFE","DIRTY TIFFS CAFE","2753804","Restaurant","Risk 1 (High)","225 E 47TH ST ","CHICAGO","IL","60653","2024-05-02T00:00:00.000","Canvass","Pass","49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OF THE REACH IN COOLERS TO REMOVE SPILLS. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO SELF CLOSING DEVICE ON THE WASHROOM DOOR. MUST PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST DETAIL CLEAN THE FLOORS AND WALLS THROUGH OUT TO REMOVE FOOD SPLATTER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER IN THE REAR PREP AREA AND FRONT SERVICE COUNTER. MUST REMOVE AND/OR ORGANIZE TO PREVENT HARBORAGE.","41.80921877834854","-87.62003481112403","(41.80921877834854, -87.62003481112403)"
"2593778","LA LOMITA PRODUCE MARKET LLC","LA LOMITA PRODUCE MARKET LLC","2961537","Grocery Store","Risk 2 (Medium)","3649 E 106TH ST ","CHICAGO","IL","60617","2024-05-02T00:00:00.000","License Re-Inspection","Pass",,"41.70262075649605","-87.53455855561775","(41.70262075649605, -87.53455855561775)"
"2593817","SU NUEVA CASA DEL GALLO BRAVO, INC.","SU NUEVA CASA DEL GALLO BRAVO","2308713","Restaurant","Risk 1 (High)","3714 W LAWRENCE AVE ","CHICAGO","IL","60625","2024-05-02T00:00:00.000","Complaint Re-Inspection","Fail","37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12--OBSERVED BULK CONTAINERS ON THE STORAGE RACK IN BASEMENT PREP AREA WITHOUT A LABEL.INSTRUCTED TO PROVIDE THE COMMON NAME ON ALL BULK CONTAINERS TO PROPERLY IDENTIFY ITEM (SALT, SUGAR, FLOUR ETC). | 40. PERSONAL CLEANLINESS - Comments: 2-402.11--OBSERVED FOOD HANDLING EMPLOYEES PREPARING FOOD WITHOUT WEARING A HAIR RESTRAINT.INSTRUCTED THAT ALL FOOD HANDLING EMPLOYEES MUST WEAR A HAIR RESTRAINTS WHILE PREPARING FOODS. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: 4-904.11--INSTRUCTED TO PROPERLY STORE AND INVERT MULTI-USE POTS,PANS ON THE KITCHEN STORAGE RACKS TO PREVENT CONTAMINATION BEFORE USE (HANDLES-UP). | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.12--OBSERVED STAINED CUTTING BOARDS ON TOPS OF THE PREP LINE COOLERS AT KITCHEN PREP AREA.INSTRUCTED TO RESURFACE OR REPLACE THE CUTTING BOARDS AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19--OBSERVED CHIPPED PAINT AND RUST ON THE WIRE STORAGE RACKS IN THE WALK-IN COOLER AND WALK-IN-FREEZER AND STORAGE RACK IN BASEMENT PREP AREA.INSTRUCTED TO REMOVE CHIPPED PAINT AND RUST AND REPAINT OR REPLACE THE SHELVES AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13--INSTRUCTED TO DETAIL CLEAN THE GREASE ON THE OUTSIDE AND INSIDE OF THE DEEP FRYER,SIDES OF COOKING GRILL,4 BURNER STOVE,KITCHEN STORAGE RACKS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11-- INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS WITH GREASE AND DRIED FOOD DEBRIS ACCUMULATION ALONG THE WALLS AND IN ALL CORNERS THROUGHOUT KITCHEN PREP/COOKING AREA AND REAR STORAGE ROOM ESPECIALLY UNDER AND AROUND COOKING EQUIPMENTS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114--INSTRUCTED TO DETAIL CLEAN AND ORGANIZE BASEMENT REAR STORAGE ROOM AND REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE MOPS,BROOMS CLEANING EQUIPMENTS OFF THE FLOOR AT LEAST 6' INCHES TO FACILITATE CLEANING AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED HOLE OPENING AT BASEBOARD UNDERNEATH THE 3-COMPARTMENT SINK AT FRONT COFFEE/BEVERAGE PREP AREA.INSTRUCTED TO SEAL OPENINGS AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-501.14-- INSTRUCTED TO DETAIL CLEAN CEILING VENTILATION COVERS THROUGHOUT THE KITCHEN PREP/DISHWASHING AREAS AND INSIDE THE WASHROOMS TO REMOVE ACCUMULATION OF DUSTS. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATION #38 NOT CORRECTED FROM INSPECTION REPORT #2593093 DATED:04/19/2024. CONTINUE TO OBSERVE EVIDENCE OF PEST ACTIVITY ON THE PREMISES;CONTINUED TO OBSERVE EVIDENCE OF RODENT (MICE) DROPPINGS IN VARIOUS AREAS OF THE PREMISES APPROXIMATELY 80 RODENT (MICE)DROPPINGS INSIDE OF THE OVEN AND ON FLOOR BEHIND ALL THE COOKING EQUIPMENTS AND IN BOTTOM COMPARTMENT OF DEEP FRYER IN FRONT MAIN KITCHEN PREP AREA AND APPROXIMATELY 40 RODENT (MICE) DROPPINGS ON FLOOR BEHIND TWO SODA/BEVERAGE COOLERS LOCATED IN THE CUSTOMER DINING ROOM AND APPROXIMATELY OVER 70 RODENT (MICE)DROPPINGS ON THE FLOOR AND STORAGE SHELFS BEHIND THE FRONT COFFFE/BEVERAGE CASHIER SERVICE AND APPROXIMATELY 40  RODENT(MICE) DROPPINGS ON FLOORS BEHIND THE 1ST FLOOR REAR REFRIGERATION STORAGE AREA AND APPROXIMATELY 100 RODENT (MICE) DROPPINGS IN CLUTTERED BASEMENT STORAGE ROOM LOCATED DIRECTLY TO THE BASEMENT FOOD PREP AREA ALSO, APPROXIMATELY OVER 80 RODENT (MICE)DROPPINGS ALONG THE STAIRS TO BASEMENT, FLOORS AND STORAGE SHELFS AND TABLES IN THE REAR PART OF THE BASEMENT STORAGE ROOM.INSTRUCTED TO CLEAN IN DETAIL AND REMOVE ALL RODENT (MICE) DROPPINGS AND SANITIZE ALL AFFECTED AREAS.ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO ELIMINATE THE PEST ACTIVITY.PRIORITY VIOLATION 7-42-090,CITATION ISSUED.","41.968423847600164","-87.72135178109974","(41.968423847600164, -87.72135178109974)"
"2593831","SANOS PIZZERIA","SANOS PIZZERIA","3663","Restaurant","Risk 1 (High)","4469 W LAWRENCE AVE ","CHICAGO","IL","60630","2024-05-02T00:00:00.000","Non-Inspection","No Entry",,"41.96799424187085","-87.74064316006319","(41.96799424187085, -87.74064316006319)"
