"id","violation_last_modified_date","violation_date","violation_code","violation_status","violation_status_date","violation_description","violation_location","violation_inspector_comments","violation_ordinance","inspector_id","inspection_number","inspection_status","inspection_waived","inspection_category","department_bureau","address","street_number","street_direction","street_name","street_type","property_group","ssa","latitude","longitude","location"
"7159960","2024-05-07T13:04:47.000","2024-05-07T00:00:00.000","CN197087","OPEN",,"CARB MONOX DETECT IN RESID","OTHER   :    :OTHER","1ST FLAOOR / CARBON MONOXIDE DETECTOR - MISSING.","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","371335","14329968","FAILED","N","COMPLAINT","CONSERVATION","436 W 101ST ST","436","W","101ST","ST","494433",,"41.710780446","-87.635168929","
,  
(41.71078044571855, -87.63516892947564)"
"7160254","2024-05-07T08:37:38.000","2024-05-07T00:00:00.000","NC4012","OPEN",,"1-HR STAIR ENCLOSURE, <3 STORY","INTERIOR:001 :","INTERIOR STAIRWELL - WOOD PANELING ON WALLS THROUGHOUT STAIRWELL","Failed to enclose interior stairwell in building not exceeding three stories in height with partitions with at least one hour fire resistance.  (15-8-140)","BL01000","14330173","FAILED","N","COMPLAINT","CONSERVATION","1302 W 98TH PL","1302","W","98TH","PL","487628",,"41.715095201","-87.655403893","
,  
(41.715095200524146, -87.65540389273048)"
"7160445","2024-05-08T09:32:02.000","2024-05-07T00:00:00.000","BR2080","OPEN",,"INTERNAL",,"#1 IBC 1990 SM 5480","Remove boiler hand hole and manhole plates before end of current year to provide access for internal inspection. (11-4-870, 11-4-930, ASME I, IV)","BL00955","14189268","CLOSED","N","PERIODIC","BOILER","803 E 120TH ST","803","E","120TH","ST","535503",,"41.676218563","-87.6032132","
,  
(41.67621856342034, -87.60321320012437)"
"7160249","2024-05-07T08:37:38.000","2024-05-07T00:00:00.000","CN015062","OPEN",,"OBSTRUCTIONS IN EXIT WAY","EXTERIOR:N   :","REAR PORCH - APPLIANCE ON 2ND FLOOR DECK; GARBAGE CANS, COOLER ON 1ST FLOOR DECK; PAINT CANS ON STAIRS FROM GRADE TO BASEMENT -  OBSTRUCTIUNG EXITWAY","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL01000","14330173","FAILED","N","COMPLAINT","CONSERVATION","1302 W 98TH PL","1302","W","98TH","PL","487628",,"41.715095201","-87.655403893","
,  
(41.715095200524146, -87.65540389273048)"
"7160448","2024-05-08T09:32:49.000","2024-05-07T00:00:00.000","BR2021","OPEN",,"HYDROSTATIC TEST",,"#25 HURST 2007 SM 14052","Arrange for inspector to witness hydrostatic test before boiler is put in operation. (11-4-890, 11-4-900)","BL00955","14189268","CLOSED","N","PERIODIC","BOILER","803 E 120TH ST","803","E","120TH","ST","535503",,"41.676218563","-87.6032132","
,  
(41.67621856342034, -87.60321320012437)"
"7160044","2024-05-07T14:32:44.000","2024-05-07T00:00:00.000","RF301051","OPEN",,"ARRANGE FOR RE-INSPECTION","64 E. CEDAR ST","ARRANGE FOR RE-INSPECTION ONCE GAS PIPE IS ROUGHED IN FOR ALL UNITS AND PRINTS ARE UPDATED SHOWING GAS LINES","Arrange for refrigeration/air conditioning reinspection. (13-192-760, 13-12-100)","399014","14329176","FAILED","N","PERMIT","REFRIGERATION","64 E CEDAR ST","64","E","CEDAR","ST","4039",,"41.902521948","-87.625869328","
,  
(41.9025219484093, -87.62586932792294)"
"7159590","2024-05-07T11:04:04.000","2024-05-07T00:00:00.000","CN076064","OPEN",,"ADJUST GUTTER TO DRAIN ROOF","EXTERIOR:N   :","NORTH AND SOUTH ELEVATIONS  -  LOOSE AND SHIFTED GUTTERS.","Failed to maintain roof gutter so it drains roof adequately.  (18-29-1101)","BL00904","14329856","FAILED","N","COMPLAINT","CONSERVATION","1010 N WESTERN AVE","1010","N","WESTERN","AVE","23248",,"41.899765377","-87.687094314","
,  
(41.89976537663601, -87.68709431385481)"
"7160384","2024-05-07T10:16:58.000","2024-05-07T00:00:00.000","CN104015","OPEN",,"REPLCE WINDOW PANES, PLEXGLAS","EXTERIOR:E   :","STAINED GLASS WINDOW - HOLE IN WINDOW COVER","Replace broken, missing or defective window panes. (13-196-550 A)","BL01000","14262411","FAILED","N","PERIODIC","CONSERVATION","9201 S JUSTINE ST","9201","S","JUSTINE","ST","21510",,"41.726610979","-87.661439756","
,  
(41.72661097926374, -87.66143975611578)"
"7159448","2024-05-07T08:44:39.000","2024-05-07T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","EXTERIOR:N   :","ALL ELEVATIONS  - FRACTURES, LOOSE AND ERODED MORTAR AT VARIOUS LOCATIONS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00904","10279936","FAILED","N","PERIODIC","CONSERVATION","1275 N MILWAUKEE AVE","1275","N","MILWAUKEE","AVE","4683","33","41.905012453","-87.668833346","
,  
(41.90501245326299, -87.66883334614893)"
"7160377","2024-05-07T10:16:58.000","2024-05-07T00:00:00.000","EL0029","OPEN",,"EXPOSED WIRING","INTERIOR:002 :","2ND FLOOR/EAST CLASSROOM - EXPOSED WIRES AT OPEN JUNCTION BOX; COVER MISSING","Remove exposed wiring. (18-27-300.4)","BL01000","14262411","FAILED","N","PERIODIC","CONSERVATION","9201 S JUSTINE ST","9201","S","JUSTINE","ST","21510",,"41.726610979","-87.661439756","
,  
(41.72661097926374, -87.66143975611578)"
"7159196","2024-05-06T10:08:38.000","2024-05-06T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING - NO RESPONSE, UNVERIFIED DETECTORS AND C ONDITIONS. UNBABLE TOR VERIFY ICOMPLAINT AT 3S FOR RAT INFESTED, HOLES IN WALLS AND CABINETS ARE SUPPORTED BY BRICKS.","Arrange for inspection of premises. (13-12-100)","371335","14329559","FAILED","N","COMPLAINT","CONSERVATION","6603 S RHODES AVE","6603","S","RHODES","AVE","376420",,"41.774707795","-87.61174762","
,  
(41.77470779518107, -87.61174761959322)"
"7160102","2024-05-06T14:00:55.000","2024-05-06T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER,","UNABLE TO INSPECT INTERIOR, STAIRWELLS, BASEMENT, AND REAR YARD (DUE TO EXCESSIVE STORAGE).  UNVERIFIED DETECTORS AND CONDITIONS.","Arrange for inspection of premises. (13-12-100)","BL01000","14330036","FAILED","N","COMPLAINT","CONSERVATION","11055 S EWING AVE","11055","S","EWING","AVE","511951",,"41.693864922","-87.53513649","
,  
(41.69386492208237, -87.53513649046167)"
"7159421","2024-05-06T09:56:06.000","2024-05-06T00:00:00.000","EL0023","OPEN",,"INSTALL COVERS","EXTERIOR:W   :","WEST/#7955 FRONT ENTRY DOOR - COVER MISSING AT EXTERIOR LIGHT FIXTURE ABOVE FRONT ENTRY DOOR","Install cover on outlet or junction box. (18-27-370.25)","BL01000","13238793","FAILED","N","PERIODIC","CONSERVATION","7951 S MUSKEGON AVE","7951","S","MUSKEGON","AVE","665451","49","41.750379804","-87.555146786","
,  
(41.75037980432323, -87.55514678611786)"
"7159418","2024-05-06T09:56:06.000","2024-05-06T00:00:00.000","CN190029","OPEN",,"ARRANGE FOR REINSPECTION REGAR","OTHER   :    :BUILDING,","NO RESPONSE; NO ENTRY.  UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, REAR PREMISES, REAR PORCHES, AND PREVIOUS VIOLATIONS FROM INSPECTION #13057070.  UNVERIFIED DETECTORS AND CONDITIONS.","pending notice reinspection","BL01000","13238793","FAILED","N","PERIODIC","CONSERVATION","7951 S MUSKEGON AVE","7951","S","MUSKEGON","AVE","665451","49","41.750379804","-87.555146786","
,  
(41.75037980432323, -87.55514678611786)"
"7159260","2024-05-06T15:28:10.000","2024-05-06T00:00:00.000","CN197049","OPEN",,"INSTALL EXTRA SMOKE DETECTORS","INTERIOR:-1  :","BASEMENT / SMOKE DETECTOR - MISSING.","Install additional approved smoke detectors. (13-196-110)","447020","14329587","FAILED","N","COMPLAINT","CONSERVATION","2605 W 68TH ST","2605","W","68TH","ST","400855","14","41.769965247","-87.688525245","
,  
(41.76996524725558, -87.68852524533544)"
"7160101","2024-05-06T14:00:55.000","2024-05-06T00:00:00.000","CN015062","OPEN",,"OBSTRUCTIONS IN EXIT WAY","EXTERIOR:S   :","TABLES, HOUSEHOLD ITEMS, ETC. ON SERVICEWALK OBSTRUCTING EXITWAY","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL01000","14330036","FAILED","N","COMPLAINT","CONSERVATION","11055 S EWING AVE","11055","S","EWING","AVE","511951",,"41.693864922","-87.53513649","
,  
(41.69386492208237, -87.53513649046167)"
"7159291","2024-05-06T16:15:55.000","2024-05-06T00:00:00.000","CN131026","OPEN",,"REPAIR SCREENS","EXTERIOR:W   :","REAR ENCLOSED PORCH / WINDOWS - RIPPED, TORN  AND OR MISSING WINDOW SCREENS.","Repair or replace defective screen. (13-196-560 B)","447020","14329593","FAILED","N","COMPLAINT","CONSERVATION","5742 S HONORE ST","5742","S","HONORE","ST","349069",,"41.789035854","-87.67066905","
,  
(41.78903585367184, -87.67066904953049)"
"7159264","2024-05-06T15:28:10.000","2024-05-06T00:00:00.000","CN101015","OPEN",,"REPAIR INTERIOR WALLS/CEILING","INTERIOR:001 :","LIVING ROOM / CEILING - STAINED, UNKOWN SUBSTANCE.","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","447020","14329587","FAILED","N","COMPLAINT","CONSERVATION","2605 W 68TH ST","2605","W","68TH","ST","400855","14","41.769965247","-87.688525245","
,  
(41.76996524725558, -87.68852524533544)"
"7160407","2024-05-08T08:58:34.000","2024-05-06T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"PROVIDE 2 KEYS FOR FIRE SERVICE PHASE I AND II OPERATION. PROVIDE DOOR RELEASE KEY IN FIRE KEY BOX.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","13862707","FAILED","N","PERIODIC","ELEVATOR","9718 S HALSTED ST","9718","S","HALSTED","ST","486769",,"41.717055685","-87.643237684","
,  
(41.717055685342366, -87.64323768423388)"
"7160065","2024-05-06T12:23:47.000","2024-05-06T00:00:00.000","CN062024","OPEN",,"PARAPET","EXTERIOR:S   :","SOUTH/PARAPET WALL - WASHED OUT MORTAR AT SE CORNER; EAST/#8200 - MISSING BRICKS; WASHED OUT MORTAR","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL01000","14103101","FAILED","N","PERIODIC","CONSERVATION","915 E 82ND ST","915","E","82ND","ST","21010",,"41.745720683","-87.601953241","
,  
(41.74572068252496, -87.60195324099509)"
"7159769","2024-05-06T13:12:25.000","2024-05-06T00:00:00.000","CN063014","OPEN",,"CHIMNEY","OTHER   :    :OTHER","CHIMNEY - MISSING BRICKS AND COPING TILES.","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","BL00831","13827286","FAILED","N","PERIODIC","CONSERVATION","4520 S DREXEL BLVD","4520","S","DREXEL","BLVD","21895","47","41.812543113","-87.604582534","
,  
(41.812543113122274, -87.60458253364341)"
"7159427","2024-05-07T07:52:05.000","2024-05-06T00:00:00.000","CN103015","OPEN",,"REPAIR FLOOR",,"REPAIR LOOSE UNEVEN FLOORING CAUSING TRIPPING HAZARD AT REAR BAR","Failed to maintain floor free from holes and wide cracks and free from loose, warped, protruding or rotting floor boards.  (13-196-540(a) and (b))","BL00950","14082357","FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","2247 N LINCOLN AVE","2247","N","LINCOLN","AVE","6290","35","41.923025621","-87.645166361","
,  
(41.923025621203976, -87.64516636089154)"
"7159290","2024-05-06T16:15:55.000","2024-05-06T00:00:00.000","CN077014","OPEN",,"REPAIR FENCE","EXTERIOR:S   :","SOUTH SERVICE WALK / METAL FENCE DOOR - HANGING AND OR MISSING HARDWARE.","Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)","447020","14329593","FAILED","N","COMPLAINT","CONSERVATION","5742 S HONORE ST","5742","S","HONORE","ST","349069",,"41.789035854","-87.67066905","
,  
(41.78903585367184, -87.67066904953049)"
"7159363","2024-05-07T07:40:40.000","2024-05-06T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"434706","14093513","FAILED","N","PERMIT","PLUMBING","5621 S PERRY AVE","5621","S","PERRY","AVE","345531",,"41.792076831","-87.627596056","
,  
(41.79207683147778, -87.62759605633117)"
"7159204","2024-05-06T11:31:55.000","2024-05-06T00:00:00.000","CN104035","OPEN",,"MAINTAIN WINDOW","OTHER   :    :OTHER","NORTH ELEVATION AT 3RD FLOOR / WINDOW - DAMAGED AND HANGING AT FIRE ESCAPE.","Failed to maintain windows in sound condition and good repair.  (13-196-550(b) and (f))","371335","14329561","FAILED","N","COMPLAINT","CONSERVATION","7511 S CHAPPEL AVE","7511","S","CHAPPEL","AVE","25997",,"41.758517893","-87.574763907","
,  
(41.75851789314377, -87.57476390668945)"
"7159263","2024-05-06T15:28:10.000","2024-05-06T00:00:00.000","CN141016","OPEN",,"STOP SMOKE, NOXIOUS ODORS","INTERIOR:001 :","1ST FLOOR & BASEMENT / UNSANITARY - EXCESSIVE ANIMAL URINE AND EXCREMENT THROUGH OUT FLOORS. HEAVY ODORS.","Stop noxious odors from permeating dwelling or premises. (7-28-060, 13-196-630)","447020","14329587","FAILED","N","COMPLAINT","CONSERVATION","2605 W 68TH ST","2605","W","68TH","ST","400855","14","41.769965247","-87.688525245","
,  
(41.76996524725558, -87.68852524533544)"
"7139281","2024-05-08T09:06:08.000","2024-05-06T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"VERIFY/ REPAIR EMERGENCY COMMUNICATION SIGNAL LOSS AUDIBLE AND VISUAL WARNING SIGNAL (1ST FLOOR HALL BUTTON) FOR FINAL. BOTH ELEVATORS.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","14316115","FAILED","N","PERMIT","ELEVATOR","655 W 65TH ST","655","W","65TH","ST","379328",,"41.776038108","-87.641863062","
,  
(41.776038107710136, -87.64186306247757)"
"7159148","2024-05-06T14:10:46.000","2024-05-06T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"PROVIDE MONTHLY FIRE SERVICE TEST AND KEEP LOG IN MACHINE ROOM","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","371001","13329920","FAILED","N","PERIODIC","ELEVATOR","1852 W 19TH ST","1852","W","19TH","ST","270124",,"41.855983531","-87.673148512","
,  
(41.85598353104698, -87.67314851164002)"
"7159213","2024-05-06T13:47:22.000","2024-05-06T00:00:00.000","CN065034","OPEN",,"REPAIR WINDOW SILLS","OTHER   :    :OTHER","NORTH ELEVATION / SILLS - WASHED OUT MORTAR.","Failed to maintain window sill in good repair and free from cracks and defects.  (13-196-530(e), 13-196-550, 13-196-641)","371335","12268805","FAILED","N","PERIODIC","CONSERVATION","7850 S CONSTANCE AVE","7850","S","CONSTANCE","AVE","20561","50","41.751875428","-87.579801211","
,  
(41.75187542795293, -87.57980121076778)"
"7159294","2024-05-06T16:15:55.000","2024-05-06T00:00:00.000","CN062014","OPEN",,"PARAPET & COPING","EXTERIOR:E   :","FRONT OF PROPERTY / PARAPET & COPING STONES - OPEN MORTAR JOINTS.","Failed to maintain the parapet wall and coping in good repair and free from cracks and defects.  (13-196-530, 13-196-530(e) and 13-196-641)","447020","14329593","FAILED","N","COMPLAINT","CONSERVATION","5742 S HONORE ST","5742","S","HONORE","ST","349069",,"41.789035854","-87.67066905","
,  
(41.78903585367184, -87.67066904953049)"
"7159921","2024-05-06T09:30:41.000","2024-05-06T00:00:00.000","CN074024","OPEN",,"PROVIDE GUARD RAIL 42 IN HIGH","OTHER   :    :OTHER","REAR BASEMENT STAIRS - MISSING GUARDRAILS AND HANDRAIL.","Failed to provide porch which is more than two risers high with rails not less than three and one-half feet above the floor of the porch.  (13-196-570(b), 13-196-641","371335","14329959","FAILED","N","COMPLAINT","CONSERVATION","7351 S GREEN ST","7351","S","GREEN","ST","409805",,"41.760042943","-87.645346532","
,  
(41.76004294333201, -87.64534653205148)"
"7160417","2024-05-08T09:09:28.000","2024-05-06T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"RETEST CAR TOP OPERATION STATION ON PHASE I RECALL. BOTH ELEVATORS FAILED TO OPEN AT MAIN LANDING.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","14316115","FAILED","N","PERMIT","ELEVATOR","655 W 65TH ST","655","W","65TH","ST","379328",,"41.776038108","-87.641863062","
,  
(41.776038107710136, -87.64186306247757)"
"7159727","2024-05-06T09:05:20.000","2024-05-06T00:00:00.000","CN070024","OPEN",,"REPAIR PORCH SYSTEM","OTHER   :    :OTHER","FRONT PORCH _ LOOSE HANDRAIL AND GUARDRAIL.; GUARDRAIL ONLY 31- 1/2"" HIGH. STAIR RISER IS 13"".REAR 2 STORY PORCH: NORTH COLUMN IS ROTTED AT GRADE, STRINGERS ARE FASTENED WITH NAILS ONLY, RETAINING WALL SUPPORTING REAR PORCH IS LEANING. PERMIT REQUIRED TO REPAIR OR REPLACE FRONT AND REAR PORCHES.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00831","14329894","FAILED","N","COMPLAINT","CONSERVATION","6832 S SANGAMON ST","6832","S","SANGAMON","ST","397325",,"41.769605383","-87.648304415","
,  
(41.76960538317748, -87.64830441529664)"
"7160084","2024-05-06T13:10:18.000","2024-05-06T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER,","UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, ATTIC, REAR PREMISES AND ENCLOSED REAR PORCH.  UNVERIFIED DETECTOR AND CONDITIONS.","Arrange for inspection of premises. (13-12-100)","BL01000","14330023","FAILED","N","COMPLAINT","CONSERVATION","13346 S CARONDOLET AVE","13346","S","CARONDOLET","AVE","541935",,"41.652288634","-87.549724675","
,  
(41.652288633501975, -87.54972467534301)"
"7160100","2024-05-06T14:00:55.000","2024-05-06T00:00:00.000","CN061064","OPEN",,"BUILDING IN DISREPAIR","EXTERIOR:E   :","EXCESSIVE AMOUNT OF STORAGE IN REAR YARD; FIRE HAZARD","Make repairs to building rapidly becoming dangerous, and to bring and maintain in good and safe condition, or wreck part that endangers life and property. (13-12-130, 13-8-100)","BL01000","14330036","FAILED","N","COMPLAINT","CONSERVATION","11055 S EWING AVE","11055","S","EWING","AVE","511951",,"41.693864922","-87.53513649","
,  
(41.69386492208237, -87.53513649046167)"
"7159199","2024-05-06T11:31:55.000","2024-05-06T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF MOST APTS. - NO RESPONSE, UNVERIFIED DETECTORS, CONDITIONS AND OCCUPANCY. UNABLE TO VERIFY COMPLAINT AT APT 3 FOR BROKEN WINDOWS AND REAR DOOR.","Arrange for inspection of premises. (13-12-100)","371335","14329561","FAILED","N","COMPLAINT","CONSERVATION","7511 S CHAPPEL AVE","7511","S","CHAPPEL","AVE","25997",,"41.758517893","-87.574763907","
,  
(41.75851789314377, -87.57476390668945)"
"7158966","2024-05-06T07:42:51.000","2024-05-06T00:00:00.000","CN063014","OPEN",,"CHIMNEY","EXTERIOR:N   :","CHIMNEY - ERODED BRICKS AND MORTAR. PERMIT FOR REPAIRS REQUIRED.","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","BL00904","14329202","FAILED","N","COMPLAINT","CONSERVATION","1526 W DEVON AVE","1526","W","DEVON","AVE","229117",,"41.998204705","-87.669112898","
,  
(41.99820470490423, -87.66911289787592)"
"7158965","2024-05-06T07:42:51.000","2024-05-06T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","EXTERIOR:W   :","SOUTH AND WEST ELEVATIONS - FRACTURES , LOOSE AND ERODED MORTAR AT VARIOUS LOCATIONS. ;SHIFTED OUT MASONRY AT CORNER ENTRANCE LINTEL/BEAMS, UNSAFE TO PEDESTRIANS. PERMIT REQUIRED FOR ALL MASONRY REPAIRS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00904","14329202","FAILED","N","COMPLAINT","CONSERVATION","1526 W DEVON AVE","1526","W","DEVON","AVE","229117",,"41.998204705","-87.669112898","
,  
(41.99820470490423, -87.66911289787592)"
"7158909","2024-05-06T07:42:44.000","2024-05-06T00:00:00.000","CN061074","OPEN",,"PROTECT SIDEWALK DURING CONST","EXTERIOR:S   :","SOUTH ELEVATION PUBLIC WALK -  IMMEDIATELY PROVIDE EMERGENCY SCAFFOLDING OR PROTECTIVE CANOPY OVER THE PUBLIC WAY FOR THE PROTECTION OF PEDESTRIANS FROM UNSAFE BUILDING CONDITIONS AND PREVENT IMMINENT HARM TO PEOPLE OR PROPERTY. A BUILDING PERMIT APPLICATION COVERING THE SCOPE OF THE EMERGENCY REPAIR MUST BE SUBMITTED TO THE DEPARTMENT OF BUILDINGS ON THE NEXT BUSINESS DAY. A PERMIT APPLICATION FOR THE SCAFFOLDING/CANOPY MUST BE SUBMITTED TO THE DEPARTMENT OF BUILDINGS WITHIN 3 BUSINESS DAYS OF ERECTION. THE DEPARTMENT OF TRANSPORTATION MAY NOT ISSUE A PERMIT FOR USE OF THE PUBLIC WAY TO INSTALL SCAFFOLDING/CANOPY UNLESS A PERMIT FOR THE SCAFFOLDING/CANOPY HAS BEEN OBTAINED FROM THE BUILDING DEPARTMENT.   (14A-4-401.1.1, 14A-4-401.1.2, 14A-4-404.16 THROUGH 14A-4-404.16.5, 14A-4-404.22.3 AND 14B-33-3306)","Failed to protect public sidewalk or thoroughfare from work done under permit.  (13-124-130 thru 13-124-180)","BL00904","14329169","FAILED","N","COMPLAINT","CONSERVATION","1524 W DEVON AVE","1524","W","DEVON","AVE","229117",,"41.99820593","-87.669029238","
,  
(41.99820593018264, -87.66902923841731)"
"7159534","2024-05-07T10:02:48.000","2024-05-06T00:00:00.000","CN107035","OPEN",,"MAINTAIN EXIT SIGN ILLUMINATED",,"REPAIR/MAINTAIN ALL BATTERIES IN E.M. LIGHTS AND EXIT SIGNS","Failed to maintain all exit signs illuminated when building is occupied and otherwise maintain exit signs in good condition.  (13-196-090, 13-160-700 thru 13-160-770)","BL00950","14329796","FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","1417 N WELLS ST","1417","N","WELLS","ST","58268","48","41.908190475","-87.634472296","
,  
(41.90819047476291, -87.63447229558089)"
"7159726","2024-05-06T09:05:20.000","2024-05-06T00:00:00.000","PL151037","OPEN",,"PROVIDE LAV TO FAMILY UNIT","OTHER   :    :OTHER","2ND FLOOR APT. - MISSING BATHROOM LAVATORY.","Provide sink for family unit in bathroom or as near as practicable. (13-196-360)","BL00831","14329894","FAILED","N","COMPLAINT","CONSERVATION","6832 S SANGAMON ST","6832","S","SANGAMON","ST","397325",,"41.769605383","-87.648304415","
,  
(41.76960538317748, -87.64830441529664)"
"7159265","2024-05-06T15:28:10.000","2024-05-06T00:00:00.000","CN104045","OPEN",,"WINDOW OPEN EASILY, STAY OPEN","INTERIOR:001 :","FRONT BEDROOM / WINDOW - DOES NOT PROPERLY CLOSE AND OR LATCH.","Failed to maintain windows, other than a fixed window, so they are easily opened and can be held in position by window hardware.  (13-196-550(c))","447020","14329587","FAILED","N","COMPLAINT","CONSERVATION","2605 W 68TH ST","2605","W","68TH","ST","400855","14","41.769965247","-87.688525245","
,  
(41.76996524725558, -87.68852524533544)"
"7159720","2024-05-06T09:05:20.000","2024-05-06T00:00:00.000","CN067014","OPEN",,"REPAIR ROOF","OTHER   :    :OTHER","2ND FLOOR APT., LIVINGROOM AND KITCHEN - ROOF LEAK.","Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)","BL00831","14329894","FAILED","N","COMPLAINT","CONSERVATION","6832 S SANGAMON ST","6832","S","SANGAMON","ST","397325",,"41.769605383","-87.648304415","
,  
(41.76960538317748, -87.64830441529664)"
"7159728","2024-05-06T09:05:20.000","2024-05-06T00:00:00.000","CN041063","OPEN",,"CUT OR REMOVE HIGH WEEDS","OTHER   :    :OTHER","REAR YARD - HIGH WEEDS.","Failed to cut or remove weeds, grass or other growth that present a fire hazard.  (15-4-970)","BL00831","14329894","FAILED","N","COMPLAINT","CONSERVATION","6832 S SANGAMON ST","6832","S","SANGAMON","ST","397325",,"41.769605383","-87.648304415","
,  
(41.76960538317748, -87.64830441529664)"
"7159176","2024-05-06T14:36:02.000","2024-05-06T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"290668","14329488","FAILED","N","PERMIT","PLUMBING","5645 N MEADE AVE","5645","N","MEADE","AVE","216279",,"41.98424081","-87.780284069","
,  
(41.98424080995902, -87.78028406948565)"
"7159203","2024-05-06T11:31:55.000","2024-05-06T00:00:00.000","CN131036","OPEN",,"PROVID SELF CLSING SCREEN DVCE","OTHER   :    :OTHER","REAR SCEEN DOORS - DAMAGE HANDLES, MISSING CLOSERS AND MISSING SCREENS.","Provide self-closing device for screen door. (13-196-560 B)","371335","14329561","FAILED","N","COMPLAINT","CONSERVATION","7511 S CHAPPEL AVE","7511","S","CHAPPEL","AVE","25997",,"41.758517893","-87.574763907","
,  
(41.75851789314377, -87.57476390668945)"
"7159276","2024-05-06T15:41:24.000","2024-05-06T00:00:00.000","CN070014","OPEN",,"REPAIR EXTERIOR STAIR","EXTERIOR:W   :","FRONT OF PROPERTY / CONCRETE STAIRS - MISSING HANDRAIL.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","447020","14329589","FAILED","N","COMPLAINT","CONSERVATION","6637 S FAIRFIELD AVE","6637","S","FAIRFIELD","AVE","383466",,"41.772548586","-87.691854135","
,  
(41.77254858588281, -87.69185413502957)"
"7160064","2024-05-06T12:23:47.000","2024-05-06T00:00:00.000","CN190029","OPEN",,"ARRANGE FOR REINSPECTION REGAR","OTHER   :    :OTHER,","NO RESPONSE; NO ENTRY.  UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, REAR PREMISES AND REAR PORCHES.  UNVERIFIED DETECTOR AND CONDITIONS.","pending notice reinspection","BL01000","14103101","FAILED","N","PERIODIC","CONSERVATION","915 E 82ND ST","915","E","82ND","ST","21010",,"41.745720683","-87.601953241","
,  
(41.74572068252496, -87.60195324099509)"
