"station_name","measurement_timestamp","air_temperature","wet_bulb_temperature","humidity","rain_intensity","interval_rain","total_rain","precipitation_type","wind_direction","wind_speed","maximum_wind_speed","barometric_pressure","solar_radiation","heading","battery_life","measurement_timestamp_label","measurement_id"
"Oak Street Weather Station","2024-05-06T23:00:00.000","17.9","13.3","60","0","0","97.4","0","117","3.7","7.1","990","-3","358","12","05/06/2024 11:00 PM","OakStreetWeatherStation202405062300"
"Foster Weather Station","2024-05-06T22:00:00.000","14.28",,"77",,"0",,,"0","3.3","0","988.5","5",,"15.2","05/06/2024 10:00 PM","FosterWeatherStation202405062200"
"Oak Street Weather Station","2024-05-06T22:00:00.000","17.4","13.6","66","0","0","97.4","0","111","2.8","6.5","990.2","-2","358","11.9","05/06/2024 10:00 PM","OakStreetWeatherStation202405062200"
"Foster Weather Station","2024-05-06T21:00:00.000","14.17",,"71",,"0",,,"0","3.3","0","988.5","5",,"15.2","05/06/2024 9:00 PM","FosterWeatherStation202405062100"
"Oak Street Weather Station","2024-05-06T21:00:00.000","15","12.3","74","0","0","97.4","0","0","0.3","3.1","990.1","-2","358","11.9","05/06/2024 9:00 PM","OakStreetWeatherStation202405062100"
"Foster Weather Station","2024-05-06T20:00:00.000","14.17",,"68",,"0",,,"0","3.3","0","988.8","6",,"15.1","05/06/2024 8:00 PM","FosterWeatherStation202405062000"
"Oak Street Weather Station","2024-05-06T20:00:00.000","16.1","11.9","62","0","0","97.4","0","0","0.5","1.5","990.3","0","358","11.9","05/06/2024 8:00 PM","OakStreetWeatherStation202405062000"
"Foster Weather Station","2024-05-06T19:00:00.000","14.39",,"61",,"0",,,"0","3.3","0","988.8","108",,"15.1","05/06/2024 7:00 PM","FosterWeatherStation202405061900"
"Oak Street Weather Station","2024-05-06T19:00:00.000","15.7","11.7","63","0","0","97.4","0","110","1.9","3.6","990.6","25","358","11.9","05/06/2024 7:00 PM","OakStreetWeatherStation202405061900"
"Foster Weather Station","2024-05-06T18:00:00.000","14.67",,"61",,"0",,,"0","3.3","0","989.5","271",,"15.1","05/06/2024 6:00 PM","FosterWeatherStation202405061800"
"Oak Street Weather Station","2024-05-06T18:00:00.000","15.4","12.1","68","0","0","97.4","0","45","0.8","1.8","991.2","37","358","11.9","05/06/2024 6:00 PM","OakStreetWeatherStation202405061800"
"Foster Weather Station","2024-05-06T17:00:00.000","14.39",,"65",,"0",,,"0","3.3","0","990.2","442",,"15.1","05/06/2024 5:00 PM","FosterWeatherStation202405061700"
"Oak Street Weather Station","2024-05-06T17:00:00.000","15.3","12.2","71","0","0","97.4","0","31","1.2","2.1","991.9","46","357","12","05/06/2024 5:00 PM","OakStreetWeatherStation202405061700"
"Foster Weather Station","2024-05-06T16:00:00.000","14.89",,"65",,"0",,,"0","3.3","0","990.9","601",,"15.1","05/06/2024 4:00 PM","FosterWeatherStation202405061600"
"Oak Street Weather Station","2024-05-06T16:00:00.000","16.3","12.5","65","0","0","97.4","0","49","1.7","3.6","992.3","531","357","12","05/06/2024 4:00 PM","OakStreetWeatherStation202405061600"
"Foster Weather Station","2024-05-06T15:00:00.000","15",,"68",,"0",,,"0","3.3","0","991.5","729",,"15.1","05/06/2024 3:00 PM","FosterWeatherStation202405061500"
"Oak Street Weather Station","2024-05-06T15:00:00.000","15.8","12.4","68","0","0","97.4","0","99","0.9","1.6","993","663","357","11.8","05/06/2024 3:00 PM","OakStreetWeatherStation202405061500"
"Foster Weather Station","2024-05-06T14:00:00.000","14.5",,"71",,"0",,,"0","3.3","0","992.2","811",,"15.1","05/06/2024 2:00 PM","FosterWeatherStation202405061400"
"Oak Street Weather Station","2024-05-06T14:00:00.000","14.8","12.2","74","0","0","97.4","0","35","0.6","1.1","993.8","706","358","11.9","05/06/2024 2:00 PM","OakStreetWeatherStation202405061400"
"Foster Weather Station","2024-05-06T13:00:00.000","12.67",,"76",,"0",,,"0","3.3","0","992.9","855",,"15.1","05/06/2024 1:00 PM","FosterWeatherStation202405061300"
"Oak Street Weather Station","2024-05-06T13:00:00.000","13.2","11.4","81","0","0","97.4","0","19","1","2.9","994.3","284","358","11.9","05/06/2024 1:00 PM","OakStreetWeatherStation202405061300"
"Foster Weather Station","2024-05-06T12:00:00.000","11.78",,"75",,"0",,,"0","3.3","0","993.6","882",,"15.1","05/06/2024 12:00 PM","FosterWeatherStation202405061200"
"Oak Street Weather Station","2024-05-06T12:00:00.000","12.7","11","82","0","0","97.4","0","32","2","3","995.3","848","358","12","05/06/2024 12:00 PM","OakStreetWeatherStation202405061200"
"Foster Weather Station","2024-05-06T11:00:00.000","11.56",,"74",,"0",,,"0","3.3","0","994.2","553",,"15.1","05/06/2024 11:00 AM","FosterWeatherStation202405061100"
"Oak Street Weather Station","2024-05-06T11:00:00.000","11.9","10.3","82","0","0","97.4","0","50","2.4","3.4","995.8","400","358","12","05/06/2024 11:00 AM","OakStreetWeatherStation202405061100"
"Foster Weather Station","2024-05-06T10:00:00.000","11.78",,"70",,"0",,,"0","3.3","0","994.2","662",,"15.1","05/06/2024 10:00 AM","FosterWeatherStation202405061000"
"Oak Street Weather Station","2024-05-06T10:00:00.000","12.6","10.4","77","0","0","97.4","0","43","2.1","2.7","995.8","694","358","12","05/06/2024 10:00 AM","OakStreetWeatherStation202405061000"
"Foster Weather Station","2024-05-06T09:00:00.000","11.56",,"71",,"0.03",,,"0","3.3","0","994.6","536",,"15.1","05/06/2024 9:00 AM","FosterWeatherStation202405060900"
"Oak Street Weather Station","2024-05-06T09:00:00.000","11.9","9.7","76","0","0","97.4","0","44","1.3","2","996.1","410","358","12","05/06/2024 9:00 AM","OakStreetWeatherStation202405060900"
"Foster Weather Station","2024-05-06T08:00:00.000","10.67",,"70",,"0",,,"0","3.3","0","994.6","170",,"15.2","05/06/2024 8:00 AM","FosterWeatherStation202405060800"
"Oak Street Weather Station","2024-05-06T08:00:00.000","11.3","9","75","0","0","97.4","0","96","1.3","1.6","996.4","189","358","11.9","05/06/2024 8:00 AM","OakStreetWeatherStation202405060800"
"Foster Weather Station","2024-05-06T07:00:00.000","10.67",,"68",,"0",,,"0","3.3","0","994.2","124",,"15.2","05/06/2024 7:00 AM","FosterWeatherStation202405060700"
"Oak Street Weather Station","2024-05-06T07:00:00.000","11","8.6","73","0","0","97.4","0","100","2.1","2.8","995.9","113","358","11.9","05/06/2024 7:00 AM","OakStreetWeatherStation202405060700"
"Foster Weather Station","2024-05-06T06:00:00.000","10.67",,"68",,"0",,,"0","3.3","0","994.2","15",,"15.2","05/06/2024 6:00 AM","FosterWeatherStation202405060600"
"Oak Street Weather Station","2024-05-06T06:00:00.000","11.4","8.5","69","0","0","97.4","0","93","2.2","2.8","996","6","358","11.7","05/06/2024 6:00 AM","OakStreetWeatherStation202405060600"
"Foster Weather Station","2024-05-06T05:00:00.000","10.89",,"64",,"0",,,"0","3.3","0","993.9","4",,"15.1","05/06/2024 5:00 AM","FosterWeatherStation202405060500"
"Oak Street Weather Station","2024-05-06T05:00:00.000","11.6","8.7","68","0","0","97.4","0","90","1.7","2.4","995.7","0","358","11.8","05/06/2024 5:00 AM","OakStreetWeatherStation202405060500"
"Foster Weather Station","2024-05-06T04:00:00.000","11.06",,"67",,"0",,,"0","3.3","0","993.6","4",,"15.2","05/06/2024 4:00 AM","FosterWeatherStation202405060400"
"Oak Street Weather Station","2024-05-06T04:00:00.000","12","8.9","67","0","0","97.4","0","70","2.7","3.1","995.4","0","357","12","05/06/2024 4:00 AM","OakStreetWeatherStation202405060400"
"Foster Weather Station","2024-05-06T03:00:00.000","11",,"71",,"0",,,"0","3.3","0","994.2","5",,"15.2","05/06/2024 3:00 AM","FosterWeatherStation202405060300"
"Oak Street Weather Station","2024-05-06T03:00:00.000","12.2","9.6","72","0","0","97.4","0","57","2.1","3.1","995.7","0","358","12","05/06/2024 3:00 AM","OakStreetWeatherStation202405060300"
"Foster Weather Station","2024-05-06T02:00:00.000","10.56",,"68",,"0",,,"0","3.3","0","994.9","5",,"15.2","05/06/2024 2:00 AM","FosterWeatherStation202405060200"
"Oak Street Weather Station","2024-05-06T02:00:00.000","12.3","8.7","62","0","0","97.4","0","39","0.9","1.2","996.4","0","358","12","05/06/2024 2:00 AM","OakStreetWeatherStation202405060200"
"Foster Weather Station","2024-05-06T01:00:00.000","10.78",,"63",,"0",,,"0","3.3","0","995.6","6",,"15.1","05/06/2024 1:00 AM","FosterWeatherStation202405060100"
"Oak Street Weather Station","2024-05-06T01:00:00.000","12.1","8.5","63","0","0","97.4","0","8","0.4","1.3","997.1","0","358","11.9","05/06/2024 1:00 AM","OakStreetWeatherStation202405060100"
"Foster Weather Station","2024-05-06T00:00:00.000","10.28",,"66",,"0",,,"0","3.3","0","995.9","5",,"15.2","05/06/2024 12:00 AM","FosterWeatherStation202405062400"
"Oak Street Weather Station","2024-05-06T00:00:00.000","12.4","8.2","57","0","0","97.4","0","93","1.7","2.1","997.6","0","358","11.9","05/06/2024 12:00 AM","OakStreetWeatherStation202405062400"
"Foster Weather Station","2024-05-05T23:00:00.000","10.28",,"67",,"0",,,"0","3.3","0","995.6","4",,"15.1","05/05/2024 11:00 PM","FosterWeatherStation202405052300"
"Oak Street Weather Station","2024-05-05T23:00:00.000","11.5","7.9","62","0","0","97.4","0","124","0.9","1.4","997.4","0","358","11.9","05/05/2024 11:00 PM","OakStreetWeatherStation202405052300"
"Foster Weather Station","2024-05-05T22:00:00.000","10.17",,"68",,"0",,,"0","3.3","0","996.3","5",,"15.2","05/05/2024 10:00 PM","FosterWeatherStation202405052200"
"Oak Street Weather Station","2024-05-05T22:00:00.000","11.5","8.2","65","0","0","97.4","0","119","1.8","2.8","998","0","358","11.9","05/05/2024 10:00 PM","OakStreetWeatherStation202405052200"
"Foster Weather Station","2024-05-05T21:00:00.000","10.56",,"67",,"0",,,"0","3.3","0","995.9","5",,"15.2","05/05/2024 9:00 PM","FosterWeatherStation202405052100"
"Oak Street Weather Station","2024-05-05T21:00:00.000","11.2","8.4","70","0","0","97.4","0","108","1.5","2.1","997.5","0","358","11.9","05/05/2024 9:00 PM","OakStreetWeatherStation202405052100"
"Foster Weather Station","2024-05-05T20:00:00.000","10.67",,"69",,"0",,,"0","3.3","0","995.6","6",,"15.2","05/05/2024 8:00 PM","FosterWeatherStation202405052000"
"Oak Street Weather Station","2024-05-05T20:00:00.000","11.5","8.9","71","0","0","97.4","0","57","1.6","2.2","997.3","1","358","12","05/05/2024 8:00 PM","OakStreetWeatherStation202405052000"
"Foster Weather Station","2024-05-05T19:00:00.000","11.17",,"67",,"0",,,"0","3.3","0","995.9","90",,"15.1","05/05/2024 7:00 PM","FosterWeatherStation202405051900"
"Oak Street Weather Station","2024-05-05T19:00:00.000","11.9","9.3","72","0","0","97.4","0","64","1.2","1.9","997.8","47","357","11.9","05/05/2024 7:00 PM","OakStreetWeatherStation202405051900"
"Foster Weather Station","2024-05-05T18:00:00.000","11.78",,"66",,"0",,,"0","3.3","0","995.9","228",,"15.1","05/05/2024 6:00 PM","FosterWeatherStation202405051800"
"Oak Street Weather Station","2024-05-05T18:00:00.000","11.7","9","71","0","0","97.4","0","82","1.6","2.5","997.8","71","358","11.9","05/05/2024 6:00 PM","OakStreetWeatherStation202405051800"
"Foster Weather Station","2024-05-05T17:00:00.000","11.89",,"67",,"0",,,"0","3.3","0","996.3","454",,"15.1","05/05/2024 5:00 PM","FosterWeatherStation202405051700"
"Oak Street Weather Station","2024-05-05T17:00:00.000","11.7","9.5","76","0","0","97.4","0","56","0.7","1.8","997.8","44","357","11.9","05/05/2024 5:00 PM","OakStreetWeatherStation202405051700"
"Foster Weather Station","2024-05-05T16:00:00.000","11.5",,"70",,"0",,,"0","3.3","0","997","654",,"15.1","05/05/2024 4:00 PM","FosterWeatherStation202405051600"
"Oak Street Weather Station","2024-05-05T16:00:00.000","11.9","9.7","76","0","0","97.4","0","52","2","2.9","998.6","595","357","11.9","05/05/2024 4:00 PM","OakStreetWeatherStation202405051600"
"Foster Weather Station","2024-05-05T15:00:00.000","10.89",,"70",,"0",,,"0","3.3","0","997.3","794",,"15.1","05/05/2024 3:00 PM","FosterWeatherStation202405051500"
"Oak Street Weather Station","2024-05-05T15:00:00.000","11.4","9.4","78","0","0","97.4","0","21","3","3.9","999.1","726","357","12","05/05/2024 3:00 PM","OakStreetWeatherStation202405051500"
"Foster Weather Station","2024-05-05T14:00:00.000","10.5",,"71",,"0",,,"0","3.3","0","997.6","847",,"15.1","05/05/2024 2:00 PM","FosterWeatherStation202405051400"
"Oak Street Weather Station","2024-05-05T14:00:00.000","10.9","9","78","0","0","97.4","0","20","3.4","4.6","999.1","790","358","12","05/05/2024 2:00 PM","OakStreetWeatherStation202405051400"
"Foster Weather Station","2024-05-05T13:00:00.000","10.56",,"70",,"0",,,"0","3.3","0","997.6","893",,"15.1","05/05/2024 1:00 PM","FosterWeatherStation202405051300"
"Oak Street Weather Station","2024-05-05T13:00:00.000","10.9","9","79","0","0","97.4","0","16","3.5","4.3","999.3","842","358","11.9","05/05/2024 1:00 PM","OakStreetWeatherStation202405051300"
"Foster Weather Station","2024-05-05T12:00:00.000","11.06",,"70",,"0",,,"0","3.3","0","997.6","851",,"15.1","05/05/2024 12:00 PM","FosterWeatherStation202405051200"
"Oak Street Weather Station","2024-05-05T12:00:00.000","11","9","77","0","0","97.4","0","36","3","4","999.2","684","358","11.8","05/05/2024 12:00 PM","OakStreetWeatherStation202405051200"
"Foster Weather Station","2024-05-05T11:00:00.000","10.39",,"74",,"0",,,"0","3.3","0","997.6","416",,"15.1","05/05/2024 11:00 AM","FosterWeatherStation202405051100"
"Oak Street Weather Station","2024-05-05T11:00:00.000","10.9","9","79","0","0","97.4","0","30","5","6.1","999.1","397","358","11.8","05/05/2024 11:00 AM","OakStreetWeatherStation202405051100"
"Foster Weather Station","2024-05-05T10:00:00.000","10.5",,"74",,"0",,,"0","3.3","0","997.3","238",,"15.2","05/05/2024 10:00 AM","FosterWeatherStation202405051000"
"Oak Street Weather Station","2024-05-05T10:00:00.000","11.1","9.3","80","0","0","97.4","0","27","5.1","6.7","999","216","358","11.9","05/05/2024 10:00 AM","OakStreetWeatherStation202405051000"
"Foster Weather Station","2024-05-05T09:00:00.000","11.06",,"76",,"0",,,"0","3.3","0","996.3","106",,"15.2","05/05/2024 9:00 AM","FosterWeatherStation202405050900"
"Oak Street Weather Station","2024-05-05T09:00:00.000","11.6","9.7","79","0","0","97.4","0","44","5.2","6.5","998.1","87","358","12","05/05/2024 9:00 AM","OakStreetWeatherStation202405050900"
"Foster Weather Station","2024-05-05T08:00:00.000","11.28",,"78",,"0",,,"0","3.3","0","995.9","125",,"15.2","05/05/2024 8:00 AM","FosterWeatherStation202405050800"
"Oak Street Weather Station","2024-05-05T08:00:00.000","12","10.2","80","0","0","97.4","0","7","4.5","6.1","997.6","63","357","11.9","05/05/2024 8:00 AM","OakStreetWeatherStation202405050800"
"Foster Weather Station","2024-05-05T07:00:00.000","11.67",,"74",,"0",,,"0","3.3","0","995.3","96",,"15.2","05/05/2024 7:00 AM","FosterWeatherStation202405050700"
"Oak Street Weather Station","2024-05-05T07:00:00.000","12.5","10.4","77","0","0","97.4","0","344","2.1","3.6","997","69","358","12","05/05/2024 7:00 AM","OakStreetWeatherStation202405050700"
"Foster Weather Station","2024-05-05T06:00:00.000","11.78",,"73",,"0",,,"0","3.3","0","994.2","16",,"15.1","05/05/2024 6:00 AM","FosterWeatherStation202405050600"
"Oak Street Weather Station","2024-05-05T06:00:00.000","13.1","10.6","74","0","0","97.4","0","2","2.6","4","996","15","357","12","05/05/2024 6:00 AM","OakStreetWeatherStation202405050600"
"Foster Weather Station","2024-05-05T05:00:00.000","12.56",,"71",,"0",,,"0","3.3","0","992.9","4",,"15.2","05/05/2024 5:00 AM","FosterWeatherStation202405050500"
"Oak Street Weather Station","2024-05-05T05:00:00.000","13.8","11","72","0","0","97.4","0","16","3.2","5.6","994.7","0","358","11.9","05/05/2024 5:00 AM","OakStreetWeatherStation202405050500"
"Foster Weather Station","2024-05-05T04:00:00.000","13.28",,"69",,"0",,,"0","3.3","0","992.6","6",,"15.1","05/05/2024 4:00 AM","FosterWeatherStation202405050400"
"Oak Street Weather Station","2024-05-05T04:00:00.000","14.4","11.5","71","0","0","97.4","0","353","2.9","6.8","994.2","0","358","12","05/05/2024 4:00 AM","OakStreetWeatherStation202405050400"
"Foster Weather Station","2024-05-05T03:00:00.000","13.56",,"70",,"0",,,"0","3.3","0","992.6","6",,"15.1","05/05/2024 3:00 AM","FosterWeatherStation202405050300"
"Oak Street Weather Station","2024-05-05T03:00:00.000","14.6","11.7","72","0","0","97.4","0","351","1.8","4.3","994.1","-2","358","11.9","05/05/2024 3:00 AM","OakStreetWeatherStation202405050300"
"Foster Weather Station","2024-05-05T02:00:00.000","13.67",,"70",,"0",,,"0","3.3","0","991.9","5",,"15.2","05/05/2024 2:00 AM","FosterWeatherStation202405050200"
"Oak Street Weather Station","2024-05-05T02:00:00.000","14.7","12","73","0","0","97.4","0","16","4.3","5.8","993.7","-2","358","12","05/05/2024 2:00 AM","OakStreetWeatherStation202405050200"
"Foster Weather Station","2024-05-05T01:00:00.000","14.39",,"72",,"0",,,"0","3.3","0","991.9","5",,"15.1","05/05/2024 1:00 AM","FosterWeatherStation202405050100"
"Oak Street Weather Station","2024-05-05T01:00:00.000","15.7","13.9","83","0","0","97.4","0","6","3.7","5.6","993.1","-2","358","12","05/05/2024 1:00 AM","OakStreetWeatherStation202405050100"
"Foster Weather Station","2024-05-05T00:00:00.000","16",,"79",,"0",,,"0","3.3","0","991.2","3",,"15.1","05/05/2024 12:00 AM","FosterWeatherStation202405052400"
"Oak Street Weather Station","2024-05-05T00:00:00.000","17.2","15.1","80","0","0","97.4","0","319","1.1","2.5","992.9","-2","358","12","05/05/2024 12:00 AM","OakStreetWeatherStation202405052400"
"Foster Weather Station","2024-05-04T23:00:00.000","17.67",,"82",,"0",,,"0","3.3","0","990.2","0",,"15.1","05/04/2024 11:00 PM","FosterWeatherStation202405042300"
"Oak Street Weather Station","2024-05-04T23:00:00.000","18.8","17","84","0","0","97.4","0","308","0.6","1.5","992","-3","358","11.9","05/04/2024 11:00 PM","OakStreetWeatherStation202405042300"
"Foster Weather Station","2024-05-04T22:00:00.000","15.89",,"89",,"0",,,"0","3.3","0","990.2","1",,"15.1","05/04/2024 10:00 PM","FosterWeatherStation202405042200"
"Oak Street Weather Station","2024-05-04T22:00:00.000","19","17","82","0","0","97.4","0","356","1.3","2.2","991.7","-3","357","11.9","05/04/2024 10:00 PM","OakStreetWeatherStation202405042200"
"Foster Weather Station","2024-05-04T21:00:00.000","16.56",,"82",,"0",,,"0","3.3","0","989.5","1",,"15.1","05/04/2024 9:00 PM","FosterWeatherStation202405042100"
"Oak Street Weather Station","2024-05-04T21:00:00.000","19.4","17.4","82","0","0","97.4","0","250","1.7","3.7","991.1","-3","358","11.9","05/04/2024 9:00 PM","OakStreetWeatherStation202405042100"
"Foster Weather Station","2024-05-04T20:00:00.000","17.89",,"84",,"14.17",,,"0","3.3","0","988.1","3",,"15.1","05/04/2024 8:00 PM","FosterWeatherStation202405042000"
"Oak Street Weather Station","2024-05-04T20:00:00.000","18.2","16.9","88","0","4.2","97.4","0","70","0.4","0.8","989.8","-3","358","11.9","05/04/2024 8:00 PM","OakStreetWeatherStation202405042000"
"Foster Weather Station","2024-05-04T19:00:00.000","18.78",,"68",,"0",,,"0","3.3","0","988.8","7",,"15.1","05/04/2024 7:00 PM","FosterWeatherStation202405041900"
"Oak Street Weather Station","2024-05-04T19:00:00.000","22.4","17.2","60","0","0","93.2","0","120","1.6","2.5","989.2","2","358","11.9","05/04/2024 7:00 PM","OakStreetWeatherStation202405041900"
"Foster Weather Station","2024-05-04T18:00:00.000","18.39",,"68",,"0",,,"0","3.3","0","987.1","199",,"15.1","05/04/2024 6:00 PM","FosterWeatherStation202405041800"
"Oak Street Weather Station","2024-05-04T18:00:00.000","21.7","16.9","62","0","0","93.2","0","111","2.6","3.6","988.6","91","358","11.9","05/04/2024 6:00 PM","OakStreetWeatherStation202405041800"
"Foster Weather Station","2024-05-04T17:00:00.000","18.39",,"69",,"0",,,"0","3.3","0","987.8","454",,"15.1","05/04/2024 5:00 PM","FosterWeatherStation202405041700"
"Oak Street Weather Station","2024-05-04T17:00:00.000","21.8","17.2","64","0","0","93.2","0","111","3.4","5.3","989.5","86","358","11.9","05/04/2024 5:00 PM","OakStreetWeatherStation202405041700"
"Foster Weather Station","2024-05-04T16:00:00.000","17.67",,"72",,"0",,,"0","3.3","0","988.5","620",,"15.1","05/04/2024 4:00 PM","FosterWeatherStation202405041600"
"Oak Street Weather Station","2024-05-04T16:00:00.000","21.5","17.2","66","0","0","93.2","0","105","3.3","5","990","500","358","11.9","05/04/2024 4:00 PM","OakStreetWeatherStation202405041600"
"Foster Weather Station","2024-05-04T15:00:00.000","16.17",,"76",,"0",,,"0","3.3","0","989.5","777",,"15.1","05/04/2024 3:00 PM","FosterWeatherStation202405041500"
"Oak Street Weather Station","2024-05-04T15:00:00.000","21","17.1","68","0","0","93.2","0","105","3.7","5.5","991.1","743","358","11.9","05/04/2024 3:00 PM","OakStreetWeatherStation202405041500"
"Foster Weather Station","2024-05-04T14:00:00.000","15.67",,"78",,"0",,,"0","3.3","0","990.5","899",,"15.1","05/04/2024 2:00 PM","FosterWeatherStation202405041400"
"Oak Street Weather Station","2024-05-04T14:00:00.000","16.6","14.8","83","0","0","93.2","0","102","3.5","4.1","992.1","318","358","11.9","05/04/2024 2:00 PM","OakStreetWeatherStation202405041400"
"Foster Weather Station","2024-05-04T13:00:00.000","15.5",,"78",,"0",,,"0","3.3","0","991.2","645",,"15.1","05/04/2024 1:00 PM","FosterWeatherStation202405041300"
"Oak Street Weather Station","2024-05-04T13:00:00.000","16.2","14.6","85","0","0","93.2","0","88","3.2","3.5","992.8","694","358","11.9","05/04/2024 1:00 PM","OakStreetWeatherStation202405041300"
"Foster Weather Station","2024-05-04T12:00:00.000","13.78",,"81",,"0",,,"0","3.3","0","991.9","530",,"15.1","05/04/2024 12:00 PM","FosterWeatherStation202405041200"
"Oak Street Weather Station","2024-05-04T12:00:00.000","15.2","13.8","86","0","0","93.2","0","115","2.6","3.9","993.4","484","358","11.9","05/04/2024 12:00 PM","OakStreetWeatherStation202405041200"
"Foster Weather Station","2024-05-04T11:00:00.000","13.67",,"78",,"0",,,"0","3.3","0","992.9","824",,"15.1","05/04/2024 11:00 AM","FosterWeatherStation202405041100"
"Oak Street Weather Station","2024-05-04T11:00:00.000","15.4","13.4","81","0","0","93.2","0","46","2.1","3.4","994.2","709","358","12","05/04/2024 11:00 AM","OakStreetWeatherStation202405041100"
"Foster Weather Station","2024-05-04T10:00:00.000","13",,"74",,"0",,,"0","3.3","0","992.9","652",,"15.1","05/04/2024 10:00 AM","FosterWeatherStation202405041000"
"Oak Street Weather Station","2024-05-04T10:00:00.000","13","11.4","83","0","0","93.2","0","112","4.1","5.2","994.2","639","358","11.9","05/04/2024 10:00 AM","OakStreetWeatherStation202405041000"
"Foster Weather Station","2024-05-04T09:00:00.000","13",,"70",,"0",,,"0","3.3","0","993.6","463",,"15.1","05/04/2024 9:00 AM","FosterWeatherStation202405040900"
"Foster Weather Station","2024-05-04T08:00:00.000","13.56",,"67",,"0",,,"0","3.3","0","994.2","295",,"15.1","05/04/2024 8:00 AM","FosterWeatherStation202405040800"
"Oak Street Weather Station","2024-05-04T08:00:00.000","13.6","11.2","76","0","0","93.2","0","111","2.5","4.8","995.9","311","358","11.9","05/04/2024 8:00 AM","OakStreetWeatherStation202405040800"
"Foster Weather Station","2024-05-04T07:00:00.000","12.17",,"71",,"0",,,"0","3.3","0","994.2","142",,"15.1","05/04/2024 7:00 AM","FosterWeatherStation202405040700"
"Oak Street Weather Station","2024-05-04T07:00:00.000","12.8","10.7","77","0","0","93.2","0","87","1.9","2.1","995.9","152","358","12","05/04/2024 7:00 AM","OakStreetWeatherStation202405040700"
"Foster Weather Station","2024-05-04T06:00:00.000","11.67",,"74",,"0",,,"0","3.3","0","993.9","21",,"15.2","05/04/2024 6:00 AM","FosterWeatherStation202405040600"
"Oak Street Weather Station","2024-05-04T06:00:00.000","12.7","10.7","79","0","0","93.2","0","78","1.6","1.9","995.7","22","358","11.9","05/04/2024 6:00 AM","OakStreetWeatherStation202405040600"
"Foster Weather Station","2024-05-04T05:00:00.000","11.67",,"71",,"0",,,"0","3.3","0","993.6","4",,"15.2","05/04/2024 5:00 AM","FosterWeatherStation202405040500"
"Oak Street Weather Station","2024-05-04T05:00:00.000","12.6","10.6","78","0","0","93.2","0","59","1.3","1.6","995.3","0","358","11.9","05/04/2024 5:00 AM","OakStreetWeatherStation202405040500"
"Foster Weather Station","2024-05-04T04:00:00.000","11.78",,"72",,"0",,,"0","3.3","0","994.6","5",,"15.2","05/04/2024 4:00 AM","FosterWeatherStation202405040400"
"Oak Street Weather Station","2024-05-04T04:00:00.000","13","10","69","0","0","93.2","0","0","0","0.4","996.2","0","358","12","05/04/2024 4:00 AM","OakStreetWeatherStation202405040400"
"Foster Weather Station","2024-05-04T03:00:00.000","11.78",,"67",,"0",,,"0","3.3","0","994.6","4",,"15.2","05/04/2024 3:00 AM","FosterWeatherStation202405040300"
"Oak Street Weather Station","2024-05-04T03:00:00.000","14.1","9.7","58","0","0","93.2","0","111","0.9","1.4","996","0","358","11.9","05/04/2024 3:00 AM","OakStreetWeatherStation202405040300"
"Foster Weather Station","2024-05-04T02:00:00.000","11.28",,"69",,"0",,,"0","3.3","0","994.6","5",,"15.1","05/04/2024 2:00 AM","FosterWeatherStation202405040200"
"Oak Street Weather Station","2024-05-04T02:00:00.000","13.6","9.1","56","0","0","93.2","0","119","1.1","1.5","996.3","0","358","11.9","05/04/2024 2:00 AM","OakStreetWeatherStation202405040200"
"Foster Weather Station","2024-05-04T01:00:00.000","11.39",,"69",,"0",,,"0","3.3","0","994.6","6",,"15.2","05/04/2024 1:00 AM","FosterWeatherStation202405040100"
"Oak Street Weather Station","2024-05-04T01:00:00.000","13.4","8.9","55","0","0","93.2","0","144","1.5","2.8","996.2","0","358","11.7","05/04/2024 1:00 AM","OakStreetWeatherStation202405040100"
"Foster Weather Station","2024-05-04T00:00:00.000","11.39",,"72",,"0",,,"0","3.3","0","994.9","6",,"15.1","05/04/2024 12:00 AM","FosterWeatherStation202405042400"
"Oak Street Weather Station","2024-05-04T00:00:00.000","13.6","8.7","51","0","0","93.2","0","121","1","2.2","996.5","0","358","11.9","05/04/2024 12:00 AM","OakStreetWeatherStation202405042400"
"Foster Weather Station","2024-05-03T23:00:00.000","12.56",,"63",,"0",,,"0","3.3","0","995.3","4",,"15.2","05/03/2024 11:00 PM","FosterWeatherStation202405032300"
"Oak Street Weather Station","2024-05-03T23:00:00.000","13.6","8.9","54","0","0","93.2","0","125","1.6","2.9","997","0","358","11.9","05/03/2024 11:00 PM","OakStreetWeatherStation202405032300"
"Foster Weather Station","2024-05-03T22:00:00.000","11.67",,"72",,"0",,,"0","3.3","0","995.3","4",,"15.2","05/03/2024 10:00 PM","FosterWeatherStation202405032200"
"Oak Street Weather Station","2024-05-03T22:00:00.000","14.6","9","48","0","0","93.2","0","159","1","1.8","997.1","-2","358","11.7","05/03/2024 10:00 PM","OakStreetWeatherStation202405032200"
"Foster Weather Station","2024-05-03T21:00:00.000","11.78",,"72",,"0",,,"0","3.3","0","995.3","5",,"15.2","05/03/2024 9:00 PM","FosterWeatherStation202405032100"
"Oak Street Weather Station","2024-05-03T21:00:00.000","14.8","9","46","0","0","93.2","0","116","1.3","2.2","997.1","0","358","12","05/03/2024 9:00 PM","OakStreetWeatherStation202405032100"
