"id","fuel_type_code","station_name","street_address","intersection_directions","city","state","zip","plus4","station_phone","status_code","expected_date","groups_with_access_code","access_days_time","cards_accepted","bd_blends","ng_fill_type_code","ng_psi","ev_level1_evse_num","ev_level2_evse_num","ev_dc_fast_count","ev_other_info","ev_network","ev_network_web","geocode_status","latitude","longitude","date_last_confirmed","updated_at","owner_type_code","federal_agency_id","federal_agency_name","open_date","hydrogen_status_link","ng_vehicle_class","lpg_primary","e85_blender_pump","location"
"65015","ELEC","CFP II, LLC 206","240 E Illinois St",,"Chicago","IL","60611",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.891113","-87.620957","2024-05-09T00:00:00.000","2024-05-08T19:29:17.000Z",,,,"2015-01-07T00:00:00.000",,,,,"(41.891113, -87.620957)"
"65353","E85","Family Express - Portage South","5901 Highway 6",,"Portage","IN","46368",,"219-763-0048","E",,"Public","4am-12am daily","A Cash D Debit M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.54959","-87.1865","2023-10-12T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-01-15T00:00:00.000",,,,"false","(41.54959, -87.1865)"
"65607","E85","Speedway #5373","447 N Bolingbrook Dr",,"Bolingbrook","IL","60440",,"630-759-3006","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.710018","-88.06915","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-02-10T00:00:00.000",,,,"false","(41.710018, -88.06915)"
"65617","E85","Speedway #7427","7201 W 183rd St",,"Tinley Park","IL","60477",,"708-532-3373","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.557818","-87.793583","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-02-10T00:00:00.000",,,,"false","(41.557818, -87.793583)"
"65618","E85","Speedway #7519","5011 Central Ave",,"Portage","IN","46368",,"219-763-2218","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.57431","-87.22138","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-02-10T00:00:00.000",,,,"false","(41.57431, -87.22138)"
"65621","E85","Speedway #8335","6845 Calumet Ave",,"Hammond","IN","46324",,"219-931-4452","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.58862","-87.50861","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-02-10T00:00:00.000",,,,"false","(41.58862, -87.50861)"
"66115","LPG","Flying J","3231 E 181st Ave","Rt 2 & I-65 Exit 240","Hebron","IN","46341",,"219-696-6446","E",,"Public","4pm-12am daily","A Cash Checks D M V",,,,,,,,,,"200-9","41.288279","-87.294584","2023-11-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-02-15T00:00:00.000",,,"false",,"(41.288279, -87.294584)"
"66226","ELEC","EV STATION 1 EV STATION 1","US-45",,"Des Plaines","IL","60016",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.041176","-87.887799","2024-05-09T00:00:00.000","2024-05-08T19:26:10.000Z",,,,"2015-03-03T00:00:00.000",,,,,"(42.041176, -87.887799)"
"66736","ELEC","EVANSTON, IL SHERMAN PLAZA 2","821 Davis St",,"Evanston","IL","60201",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.047287","-87.683069","2024-05-09T00:00:00.000","2024-05-08T19:31:07.000Z",,,,"2015-04-15T00:00:00.000",,,,,"(42.047287, -87.683069)"
"67022","E85","BP","9051 N Route 45",,"Manteno","IL","60950",,"815-468-6722","E",,"Public","24 hours daily","A Cash D FleetOne M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.250807","-87.876767","2023-12-13T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-05-05T00:00:00.000",,,,"false","(41.250807, -87.876767)"
"67123","E85","Shell","2494 Oakton St",,"Evanston","IL","60202",,"847-332-2088","E",,"Public","24 hours daily","A Cash Checks D Debit M V Voyager",,,,,,,,,,"200-9","42.025903","-87.70835","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-05-15T00:00:00.000",,,,"false","(42.025903, -87.70835)"
"67185","ELEC","EV PILOT 3010 GRAND","3010 Grand Ave",,"Waukegan","IL","60085",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.37262","-87.875585","2024-05-09T00:00:00.000","2024-05-08T19:28:21.000Z",,,,"2015-05-22T00:00:00.000",,,,,"(42.37262, -87.875585)"
"67189","E85","Shell","1200 N River Rd",,"Mt. Prospect","IL","60056",,"847-699-6420","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-9","42.087243","-87.892517","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-05-15T00:00:00.000",,,,"true","(42.087243, -87.892517)"
"67274","E85","Route 66 Food N' Fuel","2560 N Cedar Rd",,"New Lenox","IL","60451",,"815-463-8200","E",,"Public","24 hours daily","A Cash Checks D Debit FuelMan M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.54953","-87.966581","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-05-15T00:00:00.000",,,,"false","(41.54953, -87.966581)"
"67275","E85","Route 66 Food N' Fuel","2401 S Chicago St",,"Joliet","IL","60436",,"815-724-0066","E",,"Public","24 hours daily","A Cash Checks D Debit FuelMan M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.480232","-88.080591","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-05-15T00:00:00.000",,,,"false","(41.480232, -88.080591)"
"67281","E85","Meijer Gas #284","7735 Green Bay Rd",,"Kenosha","WI","53142",,"262-612-1629","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","42.563637","-87.888189","2023-08-10T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-06-23T00:00:00.000",,,,"false","(42.563637, -87.888189)"
"67831","ELEC","North Central College - Old Main","30 N Brainard St","Lot D","Naperville","IL","60540",,,"E",,"Public","For employees, students, and campus visitors only",,,,,,"2",,,"Non-Networked",,"200-9","41.7704","-88.146","2023-01-10T00:00:00.000","2023-02-14T09:54:11.000Z","P",,,"2013-01-01T00:00:00.000",,,,,"(41.7704, -88.146)"
"67832","ELEC","North Central College - Residence Hall and Recreation Center","440 S Brainard St","Lot J","Naperville","IL","60540",,,"E",,"Public","For employees, students, and campus visitors only",,,,,,"1",,,"Non-Networked",,"200-8","41.770158","-88.144216","2023-01-10T00:00:00.000","2023-02-14T09:54:11.000Z","P",,,"2014-01-01T00:00:00.000",,,,,"(41.770158, -88.144216)"
"68025","E85","Iroquois Bio-Energy Co","751 W State Route 114",,"Rensselaer","IN","47978",,"219-866-3552","E",,"Public - Credit card at all times","24 hours daily","A D M V",,,,,,,,,,"200-8","40.93178","-87.0604","2023-10-12T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2017-10-15T00:00:00.000",,,,"true","(40.93178, -87.0604)"
"68049","LPG","U-Haul","822 165th St",,"Hammond","IN","46324",,"219-937-1454","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","41.595218","-87.508028","2023-11-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-06-25T00:00:00.000",,,"false",,"(41.595218, -87.508028)"
"68546","ELEC","Argonne National Laboratory","9700 S. Cass Avenue",,"Lemont","IL","60439",,,"E",,"Private","DOE fleet use only",,,,,,"2",,,"Non-Networked",,"GPS","41.71298","-87.960781","2024-01-10T00:00:00.000","2024-01-31T16:07:01.000Z","FG","8","U.S. Department of Energy","2015-06-30T00:00:00.000",,,,,"(41.71298, -87.960781)"
"68612","E85","Speedway #7439","1712 W Ogden Ave",,"Naperville","IL","60540",,"630-637-1668","E",,"Public","24 hours daily","A Cash Checks D M Speedway V Voyager Wright_Exp",,,,,,,,,,"200-9","41.764446","-88.185865","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-07-30T00:00:00.000",,,,"false","(41.764446, -88.185865)"
"69176","ELEC","DISTRICT 214 JHHS 1","1900 E Thomas St",,"Arlington Heights","IL","60004",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.103029","-87.959151","2024-05-09T00:00:00.000","2024-05-08T19:27:59.000Z",,,,"2015-08-23T00:00:00.000",,,,,"(42.103029, -87.959151)"
"69183","ELEC","DISTRICT 214 PHS 1","801 W Kensington Rd",,"Mount Prospect","IL","60056",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.079464","-87.949087","2024-05-09T00:00:00.000","2024-05-08T19:32:25.000Z",,,,"2015-08-25T00:00:00.000",,,,,"(42.079464, -87.949087)"
"69184","ELEC","DISTRICT 214 EGHS 1","500 W Elk Grove Blvd",,"Elk Grove Village","IL","60007",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.01231","-87.997572","2024-05-09T00:00:00.000","2024-05-08T19:28:02.000Z",,,,"2015-08-25T00:00:00.000",,,,,"(42.01231, -87.997572)"
"69185","ELEC","DISTRICT 214 WHS 1","900 S Elmhurst Rd",,"Wheeling","IL","60090",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.126875","-87.937432","2024-05-09T00:00:00.000","2024-05-08T19:28:02.000Z",,,,"2015-08-25T00:00:00.000",,,,,"(42.126875, -87.937432)"
"69192","ELEC","DISTRICT 214 RMHS 1","2901 Central Rd",,"Rolling Meadows","IL","60008",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.065841","-88.016289","2024-05-09T00:00:00.000","2024-05-08T19:28:01.000Z",,,,"2015-08-26T00:00:00.000",,,,,"(42.065841, -88.016289)"
"69800","E85","Speedway #2120","1830 US Highway 30",,"Oswego","IL","60543",,"630-554-3468","E",,"Public","24 hours daily","A Cash Checks D M Speedway V Voyager Wright_Exp",,,,,,,,,,"GPS","41.7151","-88.287695","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-09-15T00:00:00.000",,,,"false","(41.7151, -88.287695)"
"69830","CNG","Trillium","7940 Joliet Rd","I-55, Exit 282","McCook","IL","60534",,"800-920-1166","E",,"Public - Credit card at all times","24 hours daily","A D EFS M TCH Tchek Trillium V Voyager Wright_Exp",,"Q","3600",,,,,,,"200-9","41.805516","-87.818549","2023-12-13T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-12-22T00:00:00.000",,"HD",,,"(41.805516, -87.818549)"
"70446","ELEC","Zeigler Nissan","18850 W Grand Ave",,"Lake Villa","IL","60046",,,"E",,"Public - Call ahead","Dealership business hours; contact 847-264-4572 for more information",,,,,,"2",,,"Non-Networked",,"200-9","42.386748","-88.000335","2024-02-12T00:00:00.000","2024-02-12T09:25:05.000Z","P",,,"2011-08-29T00:00:00.000",,,,,"(42.386748, -88.000335)"
"70471","ELEC","Zeigler Nissan","18850 W Grand Ave",,"Lake Villa","IL","60046",,,"E",,"Private","Service center use only",,,,,,"1",,,"Non-Networked",,"200-9","42.386748","-88.000335","2024-02-12T00:00:00.000","2024-02-12T09:25:05.000Z","P",,,"2011-08-29T00:00:00.000",,,,,"(42.386748, -88.000335)"
"70615","E85","Kennedy Marathon","6502 Kennedy Ave",,"Hammond","IN","46323",,"219-844-2181","E",,"Public","24 hours daily","A Cash D Debit M V",,,,,,,,,,"200-8","41.5954","-87.46202","2023-10-12T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(41.5954, -87.46202)"
"70904","LPG","U-Haul","1235 E Dundee Rd",,"Palatine","IL","60074",,"847-202-9641","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","42.13867","-88.014532","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"false",,"(42.13867, -88.014532)"
"70905","LPG","U-Haul","1282 N Lake St",,"Aurora","IL","60506",,"630-859-8780","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","41.785023","-88.320105","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"true",,"(41.785023, -88.320105)"
"70906","LPG","U-Haul","2210 Western Ave",,"Park Forest","IL","60466",,"708-747-4220","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","41.497916","-87.674801","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"false",,"(41.497916, -87.674801)"
"70908","LPG","U-Haul","4055 N Broadway St",,"Chicago","IL","60613",,"773-871-7155","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","41.955969","-87.651256","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"true",,"(41.955969, -87.651256)"
"70910","LPG","U-Haul","4504 Northwest Hwy",,"Crystal Lake","IL","60014",,"815-477-1673","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","42.227399","-88.286145","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"false",,"(42.227399, -88.286145)"
"70911","LPG","U-Haul","4705 W 47th St",,"Chicago","IL","60632",,"773-767-1797","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","41.80742","-87.7411","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"true",,"(41.80742, -87.7411)"
"70914","LPG","U-Haul","801 S Harlem Ave",,"Forest Park","IL","60130",,"708-366-5998","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","41.872554","-87.805116","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"true",,"(41.872554, -87.805116)"
"70915","LPG","U-Haul","9009 Waukegan Rd",,"Morton Grove","IL","60053",,"847-966-8690","E",,"Public","7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun","A Cash D M V",,,,,,,,,,"200-9","42.044512","-87.798541","2024-01-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-11-02T00:00:00.000",,,"true",,"(42.044512, -87.798541)"
"71039","ELEC","ADVOCATE CHRIST_GARAGE A","9439 S Kostner Ave",,"Oak Lawn","IL","60453",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.721631","-87.731365","2024-05-09T00:00:00.000","2024-05-08T19:32:58.000Z",,,,"2015-11-11T00:00:00.000",,,,,"(41.721631, -87.731365)"
"71460","ELEC","EVANSTON, IL CIVIC CENTER SO","2100 Ridge Ave",,"Evanston","IL","60201",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.056743","-87.687372","2024-05-09T00:00:00.000","2024-05-08T19:33:57.000Z",,,,"2015-12-01T00:00:00.000",,,,,"(42.056743, -87.687372)"
"71915","E85","Kwik Trip #230","10451 72nd Ave",,"Pleasant Prairie","WI","53158",,"262-947-1095","E",,"Public","5am-11pm daily","A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp",,,,,,,,,,"GPS","42.522504","-87.894088","2023-05-03T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-12-15T00:00:00.000",,,,"true","(42.522504, -87.894088)"
"71916","E85","Kwik Trip #172","8900 76th St",,"Pleasant Prairie","WI","53158",,"262-697-7966","E",,"Public","5am-11pm daily","A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp",,,,,,,,,,"GPS","42.565324","-87.91486","2023-05-03T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-12-15T00:00:00.000",,,,"true","(42.565324, -87.91486)"
"72432","ELEC","IRVINE  CO  OFC 71SW L1 09-10","71 S Wacker Dr",,"Chicago","IL","60606",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.880947","-87.636038","2024-05-09T00:00:00.000","2024-05-08T19:31:18.000Z",,,,"2016-01-09T00:00:00.000",,,,,"(41.880947, -87.636038)"
"72438","ELEC","OMPE ONE MUSEUM PARK","1201 S Prairie Ave",,"Chicago","IL","60605",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.866571","-87.621756","2024-05-09T00:00:00.000","2024-05-08T19:30:35.000Z",,,,"2016-01-09T00:00:00.000",,,,,"(41.866571, -87.621756)"
"72603","E85","BP - Arlington Heights","2250 S Arlington Heights Rd",,"Arlington Heights","IL","60005",,"847-593-4015","E",,"Public","24 hours daily","A Cash D Debit M V Voyager Wright_Exp",,,,,,,,,,"200-9","42.044697","-87.983421","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(42.044697, -87.983421)"
"72651","E85","Route 66 Food N' Fuel","174 W Court St",,"Kankakee","IL","60901",,"815-724-0066","E",,"Public","24 hours daily","A Cash D Debit M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.120396","-87.867185","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(41.120396, -87.867185)"
"72652","E85","Food N Fuel","19420 S Harlem Ave",,"Frankfort","IL","60423",,"708-479-1300","E",,"Public","24 hours daily","A Cash D Debit M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.536997","-87.791514","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(41.536997, -87.791514)"
"72897","ELEC","Oakbrook Terrace Tower","1 Tower Ln",,"Oakbrook Terrace","IL","60181",,,"E",,"Private","24 hours daily; for employee and guest use only",,,,,,"2",,,"Non-Networked",,"GPS","41.8579232","-87.9546118","2022-10-11T00:00:00.000","2023-02-15T16:45:41.000Z","P",,,"2016-01-25T00:00:00.000",,,,,"(41.8579232, -87.9546118)"
"73149","E85","Thorntons #313","11 N Route 12",,"Fox Lake","IL","60020",,"847-587-0554","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"GPS","42.39739446210545","-88.18320983201602","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"true","(42.39739446210545, -88.18320983201602)"
"73153","E85","Shell - Lake in the Hills","4231 W Algonquin",,"Lake in the Hills","IL","60156",,"847-669-5566","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"GPS","42.169315","-88.29762","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(42.169315, -88.29762)"
"73182","E85","Speedway #7523","1 W 81st St",,"Merrillville","IN","46410",,"219-769-8206","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.47038","-87.33655","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(41.47038, -87.33655)"
"73183","E85","Speedway #7373","100 E Goldsborough St",,"Crown Point","IN","46307",,"219-663-8695","E",,"Public","24 hours daily","A Cash D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.42343","-87.3641","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(41.42343, -87.3641)"
"73190","E85","Shell","2501 Meacham Rd",,"Schaumburg","IL","60173",,"847-397-7110","E",,"Public","24 hours daily","A Cash D Debit M V Voyager Wright_Exp",,,,,,,,,,"200-9","42.068676","-88.043382","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(42.068676, -88.043382)"
"73191","E85","Shell","4578 N River Rd",,"Schiller Park","IL","60176",,"847-678-3110","E",,"Public","24 hours daily","A Cash D Debit M V Voyager",,,,,,,,,,"200-8","41.961896","-87.861416","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-01-15T00:00:00.000",,,,"false","(41.961896, -87.861416)"
"73389","ELEC","ComEd","2 Lincoln Center",,"Oakbrook Terrace","IL","60181",,,"E",,"Private",,,,,,,"10",,,"Non-Networked",,"200-9","41.845827","-87.985467","2022-03-07T00:00:00.000","2023-02-15T16:45:41.000Z","T",,,"2013-11-12T00:00:00.000",,,,,"(41.845827, -87.985467)"
"73456","ELEC","MONOSOL AT MERRILLVILLE","707 East 80th Place",,"Merrillville","IN","46410",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.473146","-87.332722","2024-05-09T00:00:00.000","2024-05-08T19:32:11.000Z",,,,"2016-02-10T00:00:00.000",,,,,"(41.473146, -87.332722)"
"73493","E85","Speedway #5340","800 Brookforest Ave",,"Shorewood","IL","60404",,"815-436-8266","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.536669","-88.200099","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-02-15T00:00:00.000",,,,"false","(41.536669, -88.200099)"
"73494","E85","Speedway #5370","631 N Route 59",,"Naperville","IL","60563",,"630-983-5991","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.782975","-88.205743","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-02-15T00:00:00.000",,,,"false","(41.782975, -88.205743)"
"73495","E85","Speedway #7410","19301 S Halsted St",,"Glenwood","IL","60425",,"708-754-2023","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.539009","-87.63587","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-02-15T00:00:00.000",,,,"false","(41.539009, -87.63587)"
"73497","E85","Speedway #8480","15919 Lincoln Hwy",,"Plainfield","IL","60544",,"815-254-3852","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.593295","-88.186713","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-02-15T00:00:00.000",,,,"false","(41.593295, -88.186713)"
"73606","E85","Speedway #7465","12221 75th St",,"Kenosha","WI","53142",,"262-857-7335","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","42.56689","-87.95561","2023-11-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-02-15T00:00:00.000",,,,"false","(42.56689, -87.95561)"
"73673","E85","Meijer Gas #289","725 E Rollins Rd",,"Round Lake Beach","IL","60073",,"847-201-0829","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","42.379105","-88.065186","2023-08-10T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-05-26T00:00:00.000",,,,"false","(42.379105, -88.065186)"
"73674","E85","Meijer Gas #280","3740 Vollmer Rd",,"Flossmoor","IL","60422",,"708-991-1629","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","41.528024","-87.705588","2023-08-10T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-12-15T00:00:00.000",,,,"false","(41.528024, -87.705588)"
"73888","E85","Thorntons #314","601 Route 83",,"Bensenville","IL","60106",,"630-766-0602","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-9","41.972486","-87.957955","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2014-09-19T00:00:00.000",,,,"true","(41.972486, -87.957955)"
"73889","E85","Thorntons #316","2095 E Algonquin Rd",,"Algonquin","IL","60102",,"847-658-2203","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp",,,,,,,,,,"200-8","42.155144","-88.265034","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2015-09-25T00:00:00.000",,,,"true","(42.155144, -88.265034)"
"73954","ELEC","71086 900910","900 N Lake Shore Dr",,"Chicago","IL","60611",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.899474","-87.619448","2024-05-09T00:00:00.000","2024-05-08T19:33:41.000Z",,,,"2016-03-04T00:00:00.000",,,,,"(41.899474, -87.619448)"
"74122","CNG","Waste Management - Batavia","1660 Hubbard Ave",,"Batavia","IL","60510",,,"E",,"Private",,,,"T","3600",,,,,,,"200-9","41.859053","-88.272254","2023-12-13T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-03-11T00:00:00.000",,"HD",,,"(41.859053, -88.272254)"
"74327","ELEC","1KFULTON 1KFULTON","1000 W Fulton Market",,"Chicago","IL","60607",,"888-758-4389","T","2022-09-09T00:00:00.000","TEMPORARILY UNAVAILABLE (Public)","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.886859","-87.6525","2024-05-09T00:00:00.000","2024-05-08T19:35:07.000Z",,,,"2016-03-25T00:00:00.000",,,,,"(41.886859, -87.6525)"
"74367","ELEC","JMM SERVICE","855 Rand Rd",,"Des Plaines","IL","60016",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.056564","-87.903563","2024-05-09T00:00:00.000","2024-05-08T19:35:07.000Z",,,,"2016-03-30T00:00:00.000",,,,,"(42.056564, -87.903563)"
"74892","LNG","United Parcel Service","1 UPS Way",,"Hodgkins","IL","60525",,,"E",,"Private",,,,,,,,,,,,"200-9","41.749426","-87.880555","2023-12-13T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2016-04-12T00:00:00.000",,"HD",,,"(41.749426, -87.880555)"
"76523","ELEC","PRUDENTIALPLAZA STATION 01","130 E Randolph St",,"Chicago","IL","60601",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.88536","-87.623191","2024-05-09T00:00:00.000","2024-05-08T19:35:56.000Z",,,,"2016-06-24T00:00:00.000",,,,,"(41.88536, -87.623191)"
