"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"ed59a2b85933b8086d71aa55c04f85bbfa3f37c6","698ec513d27602fcd211bb62440a555a3f23bebbe3b2a1ec9ba6466a63bab46628c6dc1622de7c3dcbe4b0f98a7048c9fb07ae9c8a1572f432db4df68b1a4803","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1504","13.51",,,"76",,"34.5","8.4","0","7","50.4","Credit Card","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"3c95dd3eb81784e10964187207fb9f35a98b9f05","bba5f37ade350fb6c866cabf5b33ba4511258aab201707393c797bb2d966b4c4054b1bbcb42d8a46640ddb69b377c3ddb57b9ca84e0f0e5f71256e370a41f795","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1138","17.01",,,"76","28","41.25","9.35","0","5","56.1","Credit Card","Flash Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"dd01d2cbf95e044799a49c5988de327fd0b4ed2f","b875e9e053d893ee490e723c96773ed5f81c0a2339545f941b006167253d2bd537c68266a6c87ecda89948c234e7ae93ae51869767a4e8345492b407ab62e424","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","637","3.96",,,"8","6","13","4.35","0","1","18.85","Credit Card","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"72a4b6cd9eef54b6dd1c1331103e2f1afcff3b57","e1cf6c401b0eff9128dad27435a344db33ed69d2be0a63a302a476bc9e332e10fbb4351f7bdb0db10288b691e1375e5f1aae4859451d3d65a68eac5bbce01e61","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","13","0.02",,,"28","28","35","0","0","0","35","Cash","5 Star Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"b1a91a0cbb11e273aa8fe96eaf32cb26389570cf","c0d525ee45b1b77f1fcc69c7c56ff91661795d15482cc46a75ca8164ea25736a32169b1ba73fb5eee3ee98e629942c90ed23a5998f29bfe050afd3a08608a9a9","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","1140","0.1",,,"32","8","11.5","0","0","2","13.5","Cash","Taxi Affiliation Services","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"d45e012bbd6fffa5ffa8aba12b6d61961c89e9e0","73052f4ccaf4e0fa9178722e491f8e5eda869f56e08aa4d659ef38139d36bd69df925ac00c96564af9fc30db0c616fb4c9312cb3ba36fe8c8cdd470750d4681d","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1320","0",,,"56","28","25.5","5.02","0","4","34.52","Credit Card","Taxi Affiliation Services","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"54846bcfa73b6da911f4acb780592ef899bbd1e4","92a78c8b1d09e1d7668d08f04825e490957dcdfe6448e53dcf7e6aff13e8668e8da251fac85c4ce0adaabc228aa899a368bfb9c28bfb6302a88384464dd933c6","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","745","1.92",,,"33","32","12.08","3.02","0","0","15.1","Mobile","Chicago Independents","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"6d1341863ee73e418760a40a1bfad46e1e6339a5","fe3f654450472e6aa241347b9ebb7f78ce4628a0069cfcfa8586e2389a5e43d50a248cc6cedf81acd3a433f0180589e28deb4b0960fa10db9cb184adf7cfa765","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","568","5.81",,,"8","3","16.75","0","0","0","16.75","Cash","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)"
"7ceecb5c00a6b878280a1212f75b0cd832f9b92c","f1ed8794238deb1c8f7c3759aa096ae20e3e769cc4c9ad6b0b5622db04a03ad19f07235a1fb70f90e0402c5d563ced420495c06f0ecb27469bc95d56af5841c8","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","2236","2.13","17031081403","17031320600","8","32","16.75","4.56","0","1","22.81","Credit Card","Flash Cab","41.890922026","-87.618868355","POINT (-87.6188683546 41.8909220259)","41.870607372","-87.622172937","POINT (-87.6221729369 41.8706073724)"
"8d6fc4bdcd887cd4606d4d9e1f1df19c6af7e677","ae708f295169b3a30fb94aaaf518cd93baae96390a510818b099c3683ab683ffc707c14e395ba3a482d73d03e3ef7b075cb46723930374f2c56c9cc15d9d324f","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","233","0.7",,,"8","8","5.25","1.55","0","2","9.3","Mobile","Blue Ribbon Taxi Association","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"8a7afa9526a4f94ac7a417ee55090a30dfb8c1c7","d4578429775c32e03fb5139e1d132b91be7e27af9675e7f85ce275a01ac4f7f7c7c93b5b965fb15e31c2a8ad5eb448c2d188a39e8e443ad920b1c96381782214","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","814","0.65","17031081201","17031081500","8","8","8","0","0","1","9","Cash","Taxicab Insurance Agency Llc","41.899155613","-87.626210532","POINT (-87.6262105324 41.8991556134)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"4217b4294b07c71d6ec538a192beb8c0f8fd59cc","4ae32e2eb244ce143800e0c40055e537cc50e3358a07ce1e877bf9f91aa6c10db986c727b9d4674705f8d124a18b05a68d07d1bc8d70e95e173f77c2c0437c22","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","787","0.84","17031839100","17031081403","32","8","8","2","0","0","10.5","Credit Card","City Service","41.880994471","-87.632746489","POINT (-87.6327464887 41.8809944707)","41.890922026","-87.618868355","POINT (-87.6188683546 41.8909220259)"
"aa31ae6e712e0a21598087799a7439a280301056","82bc059c3b13e97341f941d60f772ae9f83687498e91f7c399644ec42449cced734834174cb0a29955229b910c3c9810dc67997226ce38a8600bf7f24d149423","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","5","0",,,"32","32","25","5.1","0","0","30.6","Credit Card","5 Star Taxi","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"1c2e46f0c01f595b849d8ec132a0e27bf61c5847","9cae57fb9925db7129ad7b4d5019accd722057dada60f5da055468d5a2fc51ec80f6acb71fc34d503d9f119e2c06e5a027fc510c6d560fa0ace11a0c5c7672fe","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","962","0.9",,,"8","8","9","0","0","2","11","Cash","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"bcab4490118535b7135fe1394c37507df7f6ad90","3665a72ee495b03f4dae72307dc6e5e58e21518f77d8e67dcd386c3b9daa1a0db86555cef4a877234542af8d1c0da6fa7a28a4e0e643e382236470d569d78668","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1800","14.6",,,"76",,"37","8.7","0","6","51.7","Credit Card","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"d12be01c208e273389ccc1f306cbd9cc98bfc73d","f6aac57dbd69c58200d6fb22bbffe1343ca6ea5eece073d452f97009803408626e6357e405c35bffde1495f078c83419ca0378e26d8dca04c6b81644638cefc9","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","1260","0.2",,,"6","8","16.5","0","0","0","16.5","Cash","Taxi Affiliation Services","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"137b14b8f20d5190c0185095180c77fd982fd6c7","96c3fa383c9adacc965af778248d6ef1b3a20ada7e623e4985796abe3c1d7830790ffca74dfbf1cc755449845f215fade690da814458bd85e4387a6470acf64f","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","621","3.73",,,"28","7","12.25","2.21","0","2","16.96","Credit Card","Flash Cab","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"07f7fd6bba7ac8f06452753d7f2120171c1b91a4","390210c789e65184cf389dd3484688acf1956ab0c6618362f43f2f60da01b8b3a2afb54349a98fa29c22d66ef23d7dd607493da0c78794b18893cc57b8af4799","2023-12-31T23:30:00.000","2024-01-01T00:15:00.000","2400","1","17031980000","17031320100","76","32","45.75","5","0","4","54.75","Credit Card","Taxi Affiliation Services","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"d77600d094cb2a30f8c2da8ac9e7fd286b94e8c1","a0cdba8d4e07e8a004a922fcafc76fb8f0105e33b923470f5d4fcb5da605c8a1c260654d038e830f2f94af40f49b296e88e4754a2cf30611d17d423db46bc433","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","616","1.96",,,"8","7","9","2.14","0","0","11.14","Mobile","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"e9b1cfd8bc49629663f84f697badf17a88b7ab1f","bb4e75d3065311c33024a434640731c43fd2cf9e4482eb9e17cbf9f0ff0ed005455ffe22797df66b7467489a738e7be52c5983e16615b31c7c1d6af3ee0eb965","2023-12-31T23:30:00.000","2024-01-01T00:15:00.000","1920","1.2",,,"24","74","50","0","0","0","50","Cash","Taxi Affiliation Services","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)","41.694878966","-87.713192497","POINT (-87.7131924966 41.6948789661)"
"41c76c236e73d93e922387a98861fb5abcc72547","2e7f98f477c93ec4c458c0f46cad563cc83e813d5ebc0dc2b60c2fb8907ff808ff6b033d283097aea82bff81f2e1d8a0494154963acca3df2bde798570693440","2023-12-31T23:30:00.000","2024-01-01T00:45:00.000","4810","5",,,"28","28","9.37","15","0","0","24.37","Mobile","Sun Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"844571c9c59790e5d51ee7416505ee42ae725d85","78893d83a12762723e5a8ef770b3fb541e9b2cd8d4316d708a441760143a4ef1e313205a8801abec9e7a152b970f673d3f9b990c228de3a6499b933d7e9aedc9","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1860","10.7",,,"28","3","30","0","0","0","30","Unknown","Choice Taxi Association","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)"
"daed3f1e3c0cd866cca1f50fe0513d250ea80eff","f9bc93a0ba6b1f18c9709a96c99bb9c5a99054b1711f80ddfe986a0f78a02470f146c48fd7d66bf74fe374f53d032676cb2fb7871afce4314dfdac97d4f22d32","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1674","8.3",,,"28","77","25.25","6.44","0","0","32.19","Credit Card","City Service","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"694db672a6cb75c74c34cef42eb64cbd498f3de5","3aca3a7b083a44e1120981e53fa0e59afab7f01786ac2c239d6625b7f1f51ece25ca67c5c5aff7f8426a2fed917f96e397bcf854ba7ffcd9b30b495b1c817b9c","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","926","1.55",,,"8","8","9.75","0","0","0","9.75","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"7480fc80a1a071f2c62682cec145b6ce79d33888","666aeba23a02b10b520eb6afc723a1949cd58f0720b363a080443aa82049c0b737b80983e73cbfd94fb2c48b89d4bc0a3970fd2703681f9b609aebd527b1ae05","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","996","11.67",,,"2","24","30","0","0","1","31","Prcard","City Service","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"17c2cbd2baf77f39f761cba2956b2608ca6d7a7d","bafa1b6d1946bb2f096463e43229f35a67c0e333e15251cd1f353f54f9b83d8cc9f5d5d784be0c050a095c90e702193a2b62355b6b0f61d6f8bc0a19241eecef","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1064","1.53",,,"32","8","10","3","0","9.5","23","Credit Card","Flash Cab","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"423a20f1f20ae8db6b426abf1f79c3ddf265a769","d94f7ec4baf6952b7f0ac3422c0acddedae3828ade423e9566b14f55c000fd08354c5e1fee325d25b22fd049075f1327971299da88af65b9232fdf6ca0e51ab1","2023-12-31T23:30:00.000","2024-01-01T00:45:00.000","4860","0",,,"8",,"0","0","0","0","0","Cash","Choice Taxi Association","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)",,,
"a2136304c06eeb1897684e0402905d1d2b528cc8","42560393a9c9b9ae28339f4b5aec77fd89bd49916ad54175d9ee679d69939f973c177065f2816d7990a6663a07270335a4a852190c3258497ba7978edced68c8","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","239","0.7",,,"28","8","5.25","2","0","1","8.75","Credit Card","Patriot Taxi Dba Peace Taxi Associat","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"8add9e56f15ef826b84ecda4588981c54d856e9e","a1b762f1aec578cc84bb53bb095eaf9dffd68e6ad0c27187418462087e8a9568a8d98ced316271f1c63b26edf81376ed74f30eb4869d06bbec089b7698205d61","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1088","5.51",,,"22","8","17.25","4.69","0","1","23.44","Credit Card","Flash Cab","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"cee99899eff1d446626df83a97b5b5f0571c7ec4","7d8179131ea9952793af4cda8635e94b56c2b92d3c376cd92517f7319ec4a3031207af4d7b8165367e1f8a185275814ab89c26ace551ac3bf96a04ea174371c1","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","696","1.22","17031081500","17031833000","8","28","8","2","0","0","10.5","Credit Card","5 Star Taxi","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)"
"23b2563887178f500070d18bd9b6491b299c87d6","3f2bfdbb4c8687efc1618f15effbc93f8f04b12d712e38eb50122901937e5564ba654f42b7808a0f6b8ac0ac22de43db0ad4b192bc40d88c096050042667d8d3","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","1125","0.73","17031081201","17031081403","8","8","9.75","0","0","1.5","11.25","Cash","Choice Taxi Association Inc","41.899155613","-87.626210532","POINT (-87.6262105324 41.8991556134)","41.890922026","-87.618868355","POINT (-87.6188683546 41.8909220259)"
"a4d44dd31babbf742d35571b483e2f8ab7f5256a","0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","0","0",,,"77",,"3.25","0","0","0","3.25","Cash","Taxi Affiliation Services","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)",,,
"4ed88a9a63c57ba4df1b6f66be2a41769c6fe70e","31be1d0f5781cd789da14c7d6ad558cc03898eba376986b37fcf99ca374f385f3f557b62e778548489089f190323d42d930107aa672ebcb0417cfd8251814487","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1591","3.81",,,"32","6","17.5","4","0","2","24","Mobile","Flash Cab","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"15a9950367a6023fcd9830bc1170ed90cd579082","a109fba2e815112c26832ff506072be742be30a295285adcd37658c6b8cef0ae72d09b67375ec15ef55bd3c3e350c826a80e7829ebfcbab25cfc6bfc5118a0fa","2023-12-31T23:30:00.000","2023-12-31T23:30:00.000","306","1.65",,,,,"9","2.81","0","0","11.81","Mobile","Sun Taxi",,,,,,
"67c59f10cb7632ff981b65a920a1157a4f7add97","520ceeda508661c3d09a4d7b85c955a6c971d0cca9c10936450315bf07cfc7f0c334d10f0d2be8d8ba66d4887381ef8b8835156c66b214d1ebd25a3578eda23f","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","834","4.73",,,"6","1","15.25","2.36","0","0","18.11","Credit Card","Flash Cab","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","42.009622881","-87.670166857","POINT (-87.6701668569 42.0096228806)"
"e92cbef122dee337d7502c7177916016d36e964b","847cf962bd6f62040673e6c24c24940aeb2d7fdaa54677eed6a0aaa4aeef61984916b32d763b4baa6c32476531543bb77e2346cd64f505618f6b9d562243f950","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","720","1.4","17031081700","17031320100","8","32","8.25","4","0","1","13.25","Credit Card","Taxi Affiliation Services","41.892042136","-87.63186395","POINT (-87.6318639497 41.8920421365)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"ce0f3501cd03c9e1795241db4da2a1285559f906","1de191ccc486f8d0e0e6b25a03d592e58ed4511cfed79e912c895802cb808ea9a2d609cc77a536d7ad6431160a92d39dc6b79ec88381059d540f95215364582e","2023-12-31T23:30:00.000","2024-01-01T00:00:00.000","1260","11.2",,,"76","2","29","5","0","4","38","Credit Card","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)"
"cb026ca7cca9c89c7bf96c3efcd12376b2800fc3","4477f5eda3c0c9379d7526db1b5029184a7d75a2adcad3b338b20c83f351865360b02546bc50125c663edc0ed86b206261dc50f7f002199e4d0880802c51311d","2023-12-31T23:30:00.000","2023-12-31T23:45:00.000","1028","5.45",,,"8","6","17","4.38","0","0","21.88","Credit Card","Medallion Leasin","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"7f7f29e6e5e7854d6e7b8315d9c66de87e68d216","971fa4446fe8b29da09564476ab378d9c582ebc3c4334c022963ac93c5eebabe88a3fc903bba1b48a21d1d1cb597f785ad481fcad514d18c231a1641d01db177","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","871","4.47",,,"2",,"14.25","0","0","0","14.25","Prcard","Taxicab Insurance Agency Llc","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)",,,
"1c94038fa2e65807fb8faa1b4141a0ce1ddb5140","a8ca2e767b99837298cb4f7074d6c96418f9e08885ac587105f0686b08f182dfbdb2ee57489cb2c0d2bb295bf058fbd1c296a577e2e71e934b37c81e465c689b","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","1401","15.07","17031980100","17031843700","56","5","38","10.62","0","4","53.12","Credit Card","Medallion Leasin","41.785998518","-87.750934289","POINT (-87.7509342894 41.785998518)","41.944813754","-87.69077501","POINT (-87.6907750098 41.9448137543)"
"a559045bf9500ff380793ea9170198ec7b3552db","1d5c92da7f240e8a24b8ca4635a64a519961d69afafbf8d17116a133833b1ce464e7d68b137a9c4faf4cec8c3d1ca6bd4637610a5f51bd3cc2569336d6937a9b","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","985","7.58",,,"8","14","21.25","0","0","1.5","22.75","Cash","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.968069","-87.721559063","POINT (-87.7215590627 41.968069)"
"f8b1ad89668a6bad03ac2a9d31cf08b299de40ec","2562c5abd0c79356d2b6ed696ff9c61f3c6a7452176e067079eeb9ab4869816e5cc637b2464ae3846a2522762c036f3adf77216a829bbed5fbc5bd7da2dda337","2023-12-31T23:15:00.000","2024-01-01T00:00:00.000","2864","6.46",,,"76","76","30.75","0","0","0","30.75","Prcard","Blue Ribbon Taxi Association","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)"
"fd0ffa48d982624836156cd22199b81509684bb1","e2d8418fcdb061eee0a4318fba0a6a1200aaff0143feb0a74c7175a02ec7afca09f8c24de278cd0dee124d29dbfb2796407d069b90dfc13353d5d4ed02ecb0d5","2023-12-31T23:15:00.000","2023-12-31T23:15:00.000","84","0.09","17031081500","17031081500","8","8","3.5","0","0","0","3.5","Cash","Chicago Independents","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"c8ce30946636d9763c0432161532c7afa4cdfa35","00aeef49089b36ed668920fac1119a26fb25d1b48102a4dc6bf45f047cefc5c1e87a28305bd2da49582cda238fbb08da8babca9683b416ead9e43e8bf958ce54","2023-12-31T23:15:00.000","2023-12-31T23:45:00.000","1620","0.8",,,"76","3","36.25","8","0","4","48.25","Credit Card","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)"
"7d82aa61396e385dee5998bc42cf02e438a8e3fa","342474dd3a24c9d5b7dbc2514032a01ecb396624638be510614948e1bfbcaff802b12a713e58742d8597899edbcf1c4926ae2238b9612b4f8c10faad33621650","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","480","0.8",,,"32","8","6","0","0","1","7","Cash","Taxi Affiliation Services","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"c3314616b471662087ee28167fc128cec2056043","3c07027096c12ad3f6cc84a0914cd2d14546a3662141a19f9b9b2d52d03eaead3b147811b520d04d2e22ab9c78993f1be64e7b3974caf0d111423dc84b953489","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","1219","7.15",,,"6","28","16.24","3","0","0","19.24","Mobile","Chicago Independents","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"46eff446affb8ac595dc0bff98f1d4202eee89cd","6b5cf0e16cc46e2482a5670756fcae44d43fd9f9b6c25200ae0fcf145e0b8c0417fd83b5b20e9712dff9ec3adcd32e59672ab64f47db0b44e68134966c956d28","2023-12-31T23:15:00.000","2023-12-31T23:15:00.000","221","0.54",,,"8","8","4.75","0","0","0","4.75","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"1bc591dc96110b6bac4e3d5a34bc86e55279770a","dec67a4fc6ba6a0b279c4f8ebaba8c9c160e469d03cb20e8749fdf40156ee90ad9521f01f9c869699e9e2e5e097f6457aab89a88e76b33785fb1f585ca30835f","2023-12-31T23:15:00.000","2023-12-31T23:15:00.000","519","2.94",,,"6","3","10.25","0","0","0","10.25","Cash","Flash Cab","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)"
"e038bc2ef68e99ad796667e3df03145e1987f9cc","081758ced4767105bfa217f7b0784d72d37e12a016fe2afe00706141bef5950c435d6dc7b112c594bcf48f00f40817f995f9f4ac20a91a9c01b6c11accf0d9ff","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","337","1.18",,,"8","8","6.5","0","0","0","6.5","Cash","5 Star Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"cc78b09d4e152605f86fec7374eead70b173ae6c","70d9077f1ddbc6c93643ef4dbf4a3110b1826f68a69801dd5cf84e637a72c52c11b976a96f745591638a6589580b71049e79c0001878eec684ae1530c7ac8c88","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","1200","8.6",,,"76",,"24","3","0","17.5","44.5","Credit Card","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"b764247eeb362376720199b1df3ee25e03d8bfaf","63d895bf335c522af83a8f2c608e31bb46a5d78cde4df21dbed059b4c61798625c7eb0591a46fd6224d257d5eae6519b621fb341a45510bced64a821f81b7fa6","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","936","4.44",,,"28","23","14.75","2.44","0","1","18.69","Credit Card","Blue Ribbon Taxi Association","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.900069603","-87.720918238","POINT (-87.7209182385 41.9000696026)"
"26c60f91d68ad79d83fae4af879f24bfaff9180b","f1ed8794238deb1c8f7c3759aa096ae20e3e769cc4c9ad6b0b5622db04a03ad19f07235a1fb70f90e0402c5d563ced420495c06f0ecb27469bc95d56af5841c8","2023-12-31T23:15:00.000","2023-12-31T23:15:00.000","418","0.23","17031081401","17031081403","8","8","9","2.22","0","0","11.22","Mobile","Flash Cab","41.89503345","-87.619710672","POINT (-87.6197106717 41.8950334495)","41.890922026","-87.618868355","POINT (-87.6188683546 41.8909220259)"
"a2abb656cd0da33aac68ec639192d832d29b0981","90d83b1a646ae05a1b32e9a0ee7a13e01a41d34ae8c8031f3f416e02327109884e4f55a8a6d6fc5eaa9ea6393d3a367f99d8cec474f02a2ed7c13233d91e9c9b","2023-12-31T23:15:00.000","2024-01-01T00:00:00.000","2160","15",,,"76","1","39.25","9.15","0","6","54.4","Credit Card","Chicago City Taxi Association","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","42.009622881","-87.670166857","POINT (-87.6701668569 42.0096228806)"
"b8ddf413bb1bc98a72c6a68279e92d77968bd4bf","6c6606251e8d2b1609f34d755bf884c4d972ab44b47bd75faa7e533a102e1cc2eed88f9d8d25cda28aaf89c678a3b2d17640c226cbb20375fd3f79685b719945","2023-12-31T23:15:00.000","2023-12-31T23:15:00.000","335","1.41",,,"32","33","7","3","0","0","10.5","Credit Card","Flash Cab","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)"
"e31ac933eaa9481ff7e9360d3ff57faab6b01cdb","561fbb8af15689fe33fb11b96905cfb95d11ac44700c1a476e474b9b19d4dc24fec8cbfe3df913dc2ee78f919bd0b1cb416be0bc3b0a431d4335bfae2df63278","2023-12-31T23:15:00.000","2023-12-31T23:30:00.000","85","0.44",,,"1","2","40","6.08","0","0","46.58","Credit Card","Flash Cab","42.009622881","-87.670166857","POINT (-87.6701668569 42.0096228806)","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)"
