"tow_date","make","style","model","color","plate","state","towed_to_address","tow_facility_phone","inventory_number"
"2024-03-01T00:00:00.000","KIA","4D",,"RED","DD96075","IL","400 E. Lower Wacker","(312) 744-7550","0298111"
"2024-05-09T00:00:00.000","SATR","LL",,"SIL","CT43495","IL","701 N. Sacramento","(773) 265-1846","1547394"
"2024-05-03T00:00:00.000","JEEP","LL",,"WHI","EG14439","IL","10300 S. Doty","(773) 568-8495","2968800"
"2024-03-31T00:00:00.000","HOND","4D",,"BLK","ANW7921","WI","400 E. Lower Wacker","(312) 744-7550","0300068"
"2024-03-07T00:00:00.000","CHEV","4D","IMP","BLU",,,"701 N. Sacramento","(773) 265-7605","7084902"
"2024-05-02T00:00:00.000","MERC","4D",,"SIL","DM92750","IL","10300 S. Doty","(773) 568-8495","2968695"
"2024-03-09T00:00:00.000","CHEV","VN",,"WHI","DB80989","IL","10300 S. Doty","(773) 568-8495","2966063"
"2024-05-09T00:00:00.000","TOYT","4D",,"GRY","J14RHV","NJ","701 N. Sacramento","(773) 265-1846","1547396"
"2024-03-13T00:00:00.000","FORD","4D",,"GRY","FRGVNBD","IL","701 N. Sacramento","(773) 265-7605","7085559"
"2024-04-03T00:00:00.000","CHEV","LL",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7087887"
"2024-04-03T00:00:00.000","HOND","4D",,"WHI","DM74749","IL","701 N. Sacramento","(773) 265-7605","7087884"
"2024-05-05T00:00:00.000","DODG","LL",,"BLK","EF80680","IL","701 N. Sacramento","(773) 265-7605","7090205"
"2024-02-16T00:00:00.000","SCIO","4D",,"SIL","AT88134","IL","701 N. Sacramento","(773) 265-1846","1546985"
"2024-04-27T00:00:00.000","CHRY","2T",,"SIL","DN44837","IL","701 N. Sacramento","(773) 265-7605","7089549"
"2024-04-23T00:00:00.000","TOYT","4D",,"GRN",,"IL","701 N. Sacramento","(773) 265-7605","7089201"
"2024-04-05T00:00:00.000","FORD","4D",,"SIL","ASY9022","WI","701 N. Sacramento","(773) 265-7605","7087961"
"2024-04-13T00:00:00.000","TOYT","LL",,"BLK","DQ83802","IL","701 N. Sacramento","(773) 265-7605","7088540"
"2024-04-25T00:00:00.000","TOYT","4D",,"RED","EG65675","IL","701 N. Sacramento","(773) 265-7605","7089361"
"2024-03-22T00:00:00.000","OTTE","HH",,"BRO",,"IL","701 N. Sacramento","(773) 265-1846","1547144"
"2024-04-23T00:00:00.000","CHEV","4D",,"GRY","CT32071","IL","701 N. Sacramento","(773) 265-7605","7089204"
"2024-04-22T00:00:00.000","HYUN","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2968394"
"2024-03-07T00:00:00.000","CHEV","4D","IMP","RED",,,"10300 S. Doty","(773) 568-8495","2965942"
"2024-04-25T00:00:00.000","HYUN","4D",,"BLU","AR75356","IL","701 N. Sacramento","(773) 265-7605","7089360"
"2024-03-07T00:00:00.000","KIA","4D",,"MAR","BG31781","IL","10300 S. Doty","(773) 568-8495","2965941"
"2024-05-03T00:00:00.000","FORD","4D",,"GRY","ER40193","IL","701 N. Sacramento","(773) 265-7605","7089892"
"2024-04-27T00:00:00.000","MAZD","LL",,"SIL","EB86059","IL","701 N. Sacramento","(773) 265-7605","7089548"
"2024-05-09T00:00:00.000","FORD","LD",,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1547395"
"2024-04-09T00:00:00.000","BUIC","LL",,"BGE","DZ54454","IL","10300 S. Doty","(773) 785-9752","8339"
"2024-05-05T00:00:00.000","SUBA","LL","TK","SIL",,"IL","10300 S. Doty","(773) 568-8495","2968882"
"2024-03-13T00:00:00.000","FORD","4D",,"RED","CF32988","IL","701 N. Sacramento","(773) 265-7605","7085555"
"2024-02-12T00:00:00.000","HOND","LL",,"GRY","KDR1081","NC","10300 S. Doty","(773) 568-8495","2964523"
"2024-05-03T00:00:00.000","CHRY","4D",,"RED",,"IL","701 N. Sacramento","(773) 265-1846","1547366"
"2024-03-13T00:00:00.000","FORD","LL",,"BLK","CE76422","IL","701 N. Sacramento","(773) 265-7605","7085545"
"2024-04-27T00:00:00.000","NISS","SW",,"BLK","DX83237","IL","701 N. Sacramento","(773) 265-7605","7089555"
"2024-05-03T00:00:00.000","CHEV","LL",,"WHI","CE36740","IL","701 N. Sacramento","(773) 265-1846","1547367"
"2024-03-04T00:00:00.000","HYUN","4D",,"RED","RPP9441","TX","10300 S. Doty","(773) 568-8495","2965750"
"2024-05-09T00:00:00.000","SATR","4D",,"GRY","DT77218","IL","701 N. Sacramento","(773) 265-1846","1547398"
"2024-05-09T00:00:00.000","TOYT","4D",,"RED","BE38054","IL","701 N. Sacramento","(773) 265-1846","1547397"
"2024-03-04T00:00:00.000","TOYT","LL",,"WHI","5749E16","TX","400 E. Lower Wacker","(312) 744-7550","0298365"
"2024-03-16T00:00:00.000","FORD","4D",,"TAN","EC98054","IL","10300 S. Doty","(773) 568-8495","2966433"
"2024-03-04T00:00:00.000","BUIC","4D",,"MAR","EC68003","IL","10300 S. Doty","(773) 568-8495","2965711"
"2024-02-28T00:00:00.000","TOYT","LL",,"BLK",,"IL","701 N. Sacramento","(773) 265-1846","1547028"
"2024-04-02T00:00:00.000","AUDI","LL",,"GRY","STAR7WS","IL","10300 S. Doty","(773) 785-9752","1726131"
"2024-03-25T00:00:00.000","MAZD","LL",,"GRY","EF25354","IL","10300 S. Doty","(773) 568-8495","2967137"
"2024-03-17T00:00:00.000","KIA","LL",,"SIL","CM43547","IL","400 E. Lower Wacker","(312) 744-7550","0299179"
"2024-03-25T00:00:00.000","KAWK","MC",,"YEL",,,"10300 S. Doty","(773) 568-8495","2967132"
"2024-02-16T00:00:00.000","CHEV","LL",,"RED","ATX5809","WI","400 E. Lower Wacker","(312) 744-7550","0297320"
"2024-04-02T00:00:00.000","DODG","PK",,"RED","2473182B","IL","701 N. Sacramento","(773) 265-7605","7087802"
"2024-02-16T00:00:00.000","MITS","LL",,"RED","R992591","IN","10300 S. Doty","(773) 568-8495","2964722"
"2024-02-20T00:00:00.000","PONT","4D",,"RED",,,"10300 S. Doty","(773) 568-8495","2964964"
"2024-05-07T00:00:00.000","HOND","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7090304"
"2024-04-27T00:00:00.000","NISS","SW",,"SIL","R350914","IL","701 N. Sacramento","(773) 265-7605","7089554"
"2024-03-28T00:00:00.000","HOND","4D",,"WHI","ED38560","IL","10300 S. Doty","(773) 785-9752","1726117"
"2024-05-01T00:00:00.000","KIA","LL",,"WHI","DJ42159","IL","701 N. Sacramento","(773) 265-7605","7089826"
"2024-05-06T00:00:00.000","BUIC","VN","TK","WHI","345YEZ","WI","10300 S. Doty","(773) 568-8495","2968914"
"2024-04-15T00:00:00.000","BUIC","4D",,"GRN","CJ59283","IL","10300 S. Doty","(773) 785-9752","1726189"
"2024-02-23T00:00:00.000","INFI","4D",,"BLK","WH2141B","IL","10300 S. Doty","(773) 568-8495","2965159"
"2024-02-28T00:00:00.000","CHRY","2D",,"GRY","DM59779","IL","701 N. Sacramento","(773) 265-1846","1547029"
"2024-04-13T00:00:00.000","FORD","PK",,"BLK","3445627B","IL","701 N. Sacramento","(773) 265-7605","7088544"
"2024-05-03T00:00:00.000","INFI","LL",,"SIL","BY72579","IL","10300 S. Doty","(773) 568-8495","2968804"
"2024-05-09T00:00:00.000","CHEV","4D",,"GRY","AH35618","IL","701 N. Sacramento","(773) 265-1846","1547399"
"2024-02-22T00:00:00.000","JEEP","LL",,"BLU","CK31923","IL","400 E. Lower Wacker","(312) 744-7550","0297675"
"2024-03-11T00:00:00.000","DODG","4T",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2966177"
"2024-04-05T00:00:00.000","CHEV","PK",,"BLU","213V93","IL","701 N. Sacramento","(773) 265-1846","1547221"
"2024-05-05T00:00:00.000","DODG","PK","TK","BLK","3254998B","IL","10300 S. Doty","(773) 568-8495","2968883"
"2024-04-25T00:00:00.000","HYUN","2D",,"BLK","CQ2152","IN","10300 S. Doty","(773) 785-9752","1726241"
"2024-02-20T00:00:00.000","DODG","VN",,"MAR","AQ41903","IL","10300 S. Doty","(773) 568-8495","2964963"
"2024-04-21T00:00:00.000","CHEV","4D",,"SIL","EK79608","IL","701 N. Sacramento","(773) 265-7605","7089108"
"2024-04-21T00:00:00.000","HYUN","4D",,"SIL","EG99146","IL","701 N. Sacramento","(773) 265-7605","7089109"
"2024-04-09T00:00:00.000","JEEP","LL",,"RED","DL268AE","IL","701 N. Sacramento","(773) 265-7605","7088275"
"2024-05-09T00:00:00.000","CHRY","4D",,"BLU","EH41214","IL","701 N. Sacramento","(773) 265-7605","7090419"
"2024-02-12T00:00:00.000","TOYT","4D",,"RED","EE27759","IL","701 N. Sacramento","(773) 265-7605","7082388"
"2024-03-01T00:00:00.000","JEEP","LL",,"GRY","AFY9992","WI","400 E. Lower Wacker","(312) 744-7550","0298114"
"2024-05-07T00:00:00.000","TOYT","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7090305"
"2024-04-23T00:00:00.000","CHEV","4D",,"RED","CA71613","IL","10300 S. Doty","(773) 568-8495","509507"
"2024-04-30T00:00:00.000",,"VC",,"WHI",,"IL","10300 S. Doty","(773) 785-9752","1726273"
"2024-02-28T00:00:00.000","TOYT","2D",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2965422"
"2024-03-12T00:00:00.000","VOLK","4D",,"WHI","EB1N4V","MO","400 E. Lower Wacker","(312) 744-7550","0298868"
"2024-05-09T00:00:00.000","KIA","4D",,"GRY","BY85929","IL","701 N. Sacramento","(773) 265-7605","7054921"
"2024-04-17T00:00:00.000","DODG","PK",,,"3640430B","IL","10300 S. Doty","(773) 785-9752","1726196"
"2024-04-29T00:00:00.000","FORD","LL",,"WHI","AP71433","IL","10300 S. Doty","(773) 785-9752","1726257"
"2024-04-29T00:00:00.000","HOND","MC",,"BLK","ZXYZ","IL","701 N. Sacramento","(773) 265-1846","1547335"
"2024-02-28T00:00:00.000","BUIC","LL",,"WHI","CU97639","IL","701 N. Sacramento","(773) 265-1846","1547027"
"2024-03-19T00:00:00.000","KIA","4D",,"BLK","BZ64549","IL","10300 S. Doty","(773) 568-8495","2966676"
"2024-03-27T00:00:00.000","ACUR","4D",,"BLK","EA57446","IL","701 N. Sacramento","(773) 265-7605","7087152"
"2024-04-23T00:00:00.000","JAGU","4D",,"BLU","EE27591","IL","10300 S. Doty","(773) 568-8495","2968415"
"2024-02-29T00:00:00.000",,"AP",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2965511"
"2024-04-09T00:00:00.000","DODG","PK",,"SIL","2652659B","IL","10300 S. Doty","(773) 568-8495","2967857"
"2024-05-09T00:00:00.000","BMW","4D",,"BLK","CS49996","IL","701 N. Sacramento","(773) 265-7605","7090420"
"2024-04-29T00:00:00.000","KIA","4D",,"SIL","DP20712","IL","10300 S. Doty","(773) 568-8495","2968603"
"2024-03-09T00:00:00.000","JEEP","LL",,"GRN",,"IL","10300 S. Doty","(773) 568-8495","2966032"
"2024-04-25T00:00:00.000","NISS","4D",,"BLK","P626215","IL","701 N. Sacramento","(773) 265-7605","7089374"
"2024-04-09T00:00:00.000","MERC","4D",,"RED","CE35054","IL","10300 S. Doty","(773) 785-9752","1726165"
"2024-04-21T00:00:00.000","DODG","VN",,"MAR",,"IL","10300 S. Doty","(773) 568-8495","2968355"
"2024-03-14T00:00:00.000","PONT","4D",,"SIL",,"IL","10300 S. Doty","(773) 785-9752","1726056"
"2024-05-07T00:00:00.000","MERZ","4D",,"SIL","DZ42734","IL","701 N. Sacramento","(773) 265-7605","7090307"
"2024-04-29T00:00:00.000","HOND","2D",,"SIL","BN24250","IL","10300 S. Doty","(773) 568-8495","2968604"
"2024-04-03T00:00:00.000","HYUN","4D",,"BLK","DW12455","IL","701 N. Sacramento","(773) 265-7605","7087891"
"2024-04-23T00:00:00.000","FORD","2D",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7089210"
"2024-04-03T00:00:00.000","DODG","LL",,"BLU","CM30570","IL","10300 S. Doty","(773) 568-8495","2967627"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLU","DY86603","IL","701 N. Sacramento","(773) 265-7605","7090425"
"2024-03-29T00:00:00.000","CHEV","4D",,"DBL","EF35445","IL","400 E. Lower Wacker","(312) 744-7550","0299944"
"2024-02-29T00:00:00.000","HOND","4D",,"SIL","EC62458","IL","10300 S. Doty","(773) 568-8495","2965513"
"2024-03-13T00:00:00.000","TOYT","4D",,"BRO","EK93200","IL","701 N. Sacramento","(773) 265-7605","7085562"
"2024-05-01T00:00:00.000","FORD","LL","TK","SIL","RC9D2M","MI","10300 S. Doty","(773) 568-8495","2968680"
"2024-02-29T00:00:00.000","CHEV","LL","TK","BLK",,"IL","10300 S. Doty","(773) 568-8495","2965512"
"2024-04-23T00:00:00.000","KIA","4D",,"RED","DB30160","IL","701 N. Sacramento","(773) 265-7605","7089211"
"2024-03-22T00:00:00.000","NISS","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7086503"
"2024-03-31T00:00:00.000","PONT","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2967471"
"2024-04-17T00:00:00.000","FORD","PK",,"GRY","2729322B","IL","10300 S. Doty","(773) 568-8495","2968159"
"2024-04-17T00:00:00.000","JEEP","LL",,"MAR","DJ81712","IL","10300 S. Doty","(773) 568-8495","2968158"
"2024-03-28T00:00:00.000","LINC","4D",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7087240"
"2024-03-13T00:00:00.000","VOLK","4D",,"BLK","BV80373","IL","701 N. Sacramento","(773) 265-7605","7085564"
"2024-04-05T00:00:00.000","CHRY","VN",,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1547222"
"2024-04-29T00:00:00.000","FORD","LL",,"RED","00745A30","IL","701 N. Sacramento","(773) 265-7605","7089749"
"2024-04-05T00:00:00.000","CHEV","LL",,"TAN","DN20431","IL","10300 S. Doty","(773) 568-8495","2967717"
"2024-05-01T00:00:00.000","DODG","TT","TK","SIL","124148TW","IL","701 N. Sacramento","(773) 265-7605","7089827"
"2024-05-09T00:00:00.000","SUBA","LL",,"WHI","CT48074","IL","701 N. Sacramento","(773) 265-7605","7090424"
"2024-04-05T00:00:00.000","CHEV","LL",,"BLK","DY53382","IL","10300 S. Doty","(773) 568-8495","2967718"
"2024-02-22T00:00:00.000","HYUN","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2965062"
"2024-03-27T00:00:00.000","NISS","4D",,"BLK","EJ48072","IL","701 N. Sacramento","(773) 265-7605","7087151"
"2024-04-15T00:00:00.000","GMC","LL",,"MAR","EG56762","IL","701 N. Sacramento","(773) 265-1846","1547263"
"2024-04-07T00:00:00.000","MERZ","4D",,"BLK","BP14190","IL","400 E. Lower Wacker","(312) 744-7550","0300499"
"2024-05-07T00:00:00.000","PONT","4D",,"GLD","277BXC","IN","10300 S. Doty","(773) 785-9752","1726316"
"2024-04-03T00:00:00.000","HOND","2D",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7087892"
"2024-03-21T00:00:00.000","LEXS","LL",,"MAR","7827B41","TX","10300 S. Doty","(773) 568-8495","2966820"
"2024-04-23T00:00:00.000","CHEV","LL",,"RED","DV74850","IL","701 N. Sacramento","(773) 265-7605","7089200"
"2024-04-09T00:00:00.000","BUIC","4D",,"WHI","765CM0","IN","701 N. Sacramento","(773) 265-7605","7088280"
"2024-05-07T00:00:00.000","FORD","4D",,"SIL","DK43514","IL","10300 S. Doty","(773) 785-9752","1726315"
"2024-05-09T00:00:00.000","HOND","VN",,"GRY","DC46242","IL","10300 S. Doty","(773) 785-9752","1726326"
"2024-05-09T00:00:00.000","TOYT","4D",,"RED","EA26575","IL","701 N. Sacramento","(773) 265-7605","7090426"
"2024-03-21T00:00:00.000","CHEV","4D",,"MAR","EA18158","IL","400 E. Lower Wacker","(312) 744-7550","0299424"
"2024-03-20T00:00:00.000","GMC","LL",,"GRY","CQ68605","IL","701 N. Sacramento","(773) 265-1846","1547120"
"2024-03-06T00:00:00.000","SATR","4D",,"TAN","TN361367","IL","10300 S. Doty","(773) 785-9752","1726033"
"2024-03-02T00:00:00.000","TOYT","4D",,"BLU","CD51628","IL","701 N. Sacramento","(773) 265-7605","7084441"
"2024-02-16T00:00:00.000","CHEV","LL",,"RED","FP143797","IL","701 N. Sacramento","(773) 265-7605","7082729"
"2024-04-09T00:00:00.000","FORD","LL",,"MAR",,"IL","10300 S. Doty","(773) 785-9752","1726163"
"2024-04-02T00:00:00.000","CHRY","VN",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2967539"
"2024-02-15T00:00:00.000","DODG","PK",,"ONG","DL4728J","IL","10300 S. Doty","(773) 568-8495","2964633"
"2024-02-19T00:00:00.000","OLDS","VN",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7083212"
"2024-05-03T00:00:00.000","PONT","2D",,"BLK","ADM5786","WI","701 N. Sacramento","(773) 265-1846","1547368"
"2024-04-25T00:00:00.000","FORD","4D",,"WHI","MZH124","IA","10300 S. Doty","(773) 568-8495","2968490"
"2024-04-19T00:00:00.000","NISS","LL",,"GRY","DR86470","IL","10300 S. Doty","(773) 568-8495","2968236"
"2024-02-26T00:00:00.000","TOYT","LL",,"BLK","BW88509","IL","701 N. Sacramento","(773) 265-7605","7083855"
"2024-03-21T00:00:00.000","FORD","VN",,"GRN","Q353223","IL","701 N. Sacramento","(773) 265-1846","1547136"
"2024-04-07T00:00:00.000","HYUN","4D",,"BLK","29771131","NC","701 N. Sacramento","(773) 265-7605","7088187"
"2024-02-23T00:00:00.000","FORD","LL","TK","RED",,,"701 N. Sacramento","(773) 265-7605","7083485"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLU","BD93455","IL","701 N. Sacramento","(773) 265-1846","1547401"
"2024-05-01T00:00:00.000","CHRY","VN",,"BLK","EVZ9308","MI","10300 S. Doty","(773) 568-8495","2968681"
"2024-03-23T00:00:00.000","MERC","LL","TK","BLK","EM25307","IL","10300 S. Doty","(773) 568-8495","2967005"
"2024-05-03T00:00:00.000","BUIC","4D",,"BLU","CH53190","IL","10300 S. Doty","(773) 785-9752","1726299"
"2024-05-07T00:00:00.000","CHRY","VN",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2968963"
"2024-03-17T00:00:00.000","TOYT","4D",,"WHI","EP63475","IL","400 E. Lower Wacker","(312) 744-7550","0299180"
"2024-05-07T00:00:00.000",,"BT",,"WHI",,,"10300 S. Doty","(773) 568-8495","2968965"
"2024-05-07T00:00:00.000",,"OB",,"BLU",,,"10300 S. Doty","(773) 568-8495","2968964"
"2024-04-21T00:00:00.000","HYUN","LL",,"BLK","HMS786","MN","10300 S. Doty","(773) 568-8495","2968357"
"2024-04-23T00:00:00.000","TOYT","4D",,"BLK","AP63127","IL","701 N. Sacramento","(773) 265-7605","7089215"
"2024-04-09T00:00:00.000","CHEV","LL",,"TAN","L840322","IL","10300 S. Doty","(773) 785-9752","1726166"
"2024-04-07T00:00:00.000","LINC","4D",,"WHI","DB78719","IL","701 N. Sacramento","(773) 265-7605","7088186"
"2024-05-03T00:00:00.000","HYUN","2D",,"GRY","CB75284","IL","10300 S. Doty","(773) 785-9752","1726300"
"2024-04-23T00:00:00.000","HYUN","4D",,"RED","EA63665","IL","701 N. Sacramento","(773) 265-1846","1547311"
"2024-04-21T00:00:00.000","CHEV","4D",,"BLK","HVD1010","OH","10300 S. Doty","(773) 568-8495","2968356"
"2024-04-23T00:00:00.000","JEEP","LL",,"BLK","AAF9492","WI","701 N. Sacramento","(773) 265-7605","7089212"
"2024-03-12T00:00:00.000","TOYT","4D",,"GRY","S172508","IL","400 E. Lower Wacker","(312) 744-7550","0298872"
"2024-04-25T00:00:00.000","NISS","LL",,"SIL","DR43072","IL","701 N. Sacramento","(773) 265-7605","7089375"
"2024-04-29T00:00:00.000","SATR","LL",,"RED","DX98298","IL","701 N. Sacramento","(773) 265-7605","7089751"
"2024-03-20T00:00:00.000","CHEV","LL",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2966792"
"2024-03-20T00:00:00.000","VOLK","4H",,"RED","EE38992","IL","701 N. Sacramento","(773) 265-7605","7086376"
"2024-03-31T00:00:00.000","HYUN","4D",,"SIL","Z787808","IL","701 N. Sacramento","(773) 265-7605","7087722"
"2024-05-05T00:00:00.000","NISS","4D",,"MAR","ER24101","IL","701 N. Sacramento","(773) 265-7605","7090208"
"2024-03-14T00:00:00.000","FORD","VN",,"RED","3641796B","IL","10300 S. Doty","(773) 568-8495","2966346"
"2024-02-26T00:00:00.000","ZCZY","LL",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","295329"
"2024-03-24T00:00:00.000","HOND","4D",,"SIL","BV92289","IL","701 N. Sacramento","(773) 265-7605","7086771"
"2024-05-09T00:00:00.000","CHEV","4D",,"GLD","EE40240","IL","701 N. Sacramento","(773) 265-7605","7090411"
"2024-02-23T00:00:00.000","FORD","LL",,"GLD","EM25189","IL","10300 S. Doty","(773) 568-8495","2965164"
"2024-04-02T00:00:00.000","NISS","4D",,"BLK","DZ52601","IL","10300 S. Doty","(773) 785-9752","1726135"
"2024-05-09T00:00:00.000","CHEV","4D",,"BLK","CR81923","IL","701 N. Sacramento","(773) 265-1846","1547400"
"2024-02-23T00:00:00.000","HYUN","4D",,"BLK","WH2399C","WI","10300 S. Doty","(773) 568-8495","2965166"
"2024-03-20T00:00:00.000","BUIC","2D",,"WHI",,,"701 N. Sacramento","(773) 265-1846","1547124"
"2024-03-02T00:00:00.000","ACUR","4D",,"BLU",,"IL","10300 S. Doty","(773) 568-8495","2965587"
"2024-04-23T00:00:00.000","HOND","4D",,"BLK","HMX7837","OH","701 N. Sacramento","(773) 265-7605","7089213"
"2024-03-28T00:00:00.000","DODG","LL",,"GRY","E231816","IL","701 N. Sacramento","(773) 265-1846","1726119"
"2024-03-24T00:00:00.000","TOYT","4D",,"BLK","CT57071","IL","701 N. Sacramento","(773) 265-7605","7086769"
"2024-04-12T00:00:00.000","MERC","LL","TK","DBL","EE44365","IL","10300 S. Doty","(773) 568-8495","2967977"
"2024-04-03T00:00:00.000","GMC","LL",,"RED","BZ47562","IL","10300 S. Doty","(773) 568-8495","2967634"
"2024-05-09T00:00:00.000","NISS","LL",,"GRY","DN50644","IL","400 E. Lower Wacker","(312) 744-7550","0302585"
"2024-04-02T00:00:00.000","DODG",,,,,"IL","10300 S. Doty","(773) 568-8495","2967540"
"2024-02-23T00:00:00.000","KIA","LL",,"BLK","AW18951","IL","10300 S. Doty","(773) 568-8495","2965167"
"2024-04-03T00:00:00.000","VOLK","4D",,"GRY","CG34796","IL","10300 S. Doty","(773) 568-8495","2967633"
"2024-04-25T00:00:00.000","GMC","LL",,"GRY","DF70018","IL","701 N. Sacramento","(773) 265-7605","7089370"
"2024-04-25T00:00:00.000","VOLK","LL",,"GRY","CZ61629","IL","701 N. Sacramento","(773) 265-7605","7089378"
"2024-04-23T00:00:00.000","FORD","PK",,"WHI","3735431B","IL","701 N. Sacramento","(773) 265-1846","1547312"
"2024-03-31T00:00:00.000","JEEP","LL",,"BLU","EJ40408","IL","701 N. Sacramento","(773) 265-7605","7087727"
"2024-03-01T00:00:00.000","CHEV","4D",,"WHI","CDB8815","WA","400 E. Lower Wacker","(312) 744-7550","0298118"
"2024-03-01T00:00:00.000","MAZD","LL",,"GRY","DG32020","IL","400 E. Lower Wacker","(312) 744-7550","0298117"
"2024-05-09T00:00:00.000","AUDI","4D",,"BLK","V960024","IL","400 E. Lower Wacker","(312) 744-7550","0302580"
"2024-03-26T00:00:00.000","FORD","PK",,"MAR","2820116B","IL","701 N. Sacramento","(773) 265-1846","1547162"
"2024-03-24T00:00:00.000","TOYT","4D",,"WHI","2731TX","IL","701 N. Sacramento","(773) 265-7605","7086768"
"2024-03-24T00:00:00.000","LEXS","4D",,"BRO","AV65186","IL","701 N. Sacramento","(773) 265-7605","7086765"
"2024-02-16T00:00:00.000","SUBA","LL",,"WHI","DE53736","IL","701 N. Sacramento","(773) 265-7605","7082732"
"2024-04-13T00:00:00.000","HYUN","4D",,"BLK","EF33041","IL","10300 S. Doty","(773) 568-8495","2968011"
"2024-04-23T00:00:00.000","VOLK","4D",,"GRY","AN258141","IL","701 N. Sacramento","(773) 265-1846","1547313"
"2024-05-01T00:00:00.000","NISS","4D",,"SIL","TWT5519","VA","701 N. Sacramento","(773) 265-7605","7089829"
"2024-04-29T00:00:00.000","OTAS","MC",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7089752"
"2024-02-16T00:00:00.000","FORD","4D",,"SIL",,"IL","701 N. Sacramento","(773) 265-7605","7082735"
"2024-04-23T00:00:00.000","TOYT","4D",,"WHI","BZ25075","IL","701 N. Sacramento","(773) 265-1846","1547315"
"2024-03-14T00:00:00.000","CHEV","4D",,"GRY","AF95237","IL","10300 S. Doty","(773) 785-9752","1726057"
"2024-02-28T00:00:00.000","FORD","LL",,"GRY","CF50903","IL","701 N. Sacramento","(773) 265-7605","7084047"
"2024-03-01T00:00:00.000","DODG","2T",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2965515"
"2024-02-16T00:00:00.000","ACUR","LL",,"WHI","008918A8","IL","701 N. Sacramento","(773) 265-7605","7082736"
"2024-04-03T00:00:00.000","TOYT","4D",,"SIL","9403H61","TX","10300 S. Doty","(773) 568-8495","2967632"
"2024-03-24T00:00:00.000","LEXS","4D",,"RED","Z752804","IL","701 N. Sacramento","(773) 265-7605","7086766"
"2024-05-06T00:00:00.000","KIA","4D",,"GRY","EJ24906","IL","10300 S. Doty","(773) 568-8495","2968884"
"2024-02-16T00:00:00.000","TOYT","LL",,"GRY","DP34125","IL","701 N. Sacramento","(773) 265-7605","7082744"
"2024-02-17T00:00:00.000","NISS","4D",,"BLK","104ZHR","WI","400 E. Lower Wacker","(312) 744-7550","0297343"
"2024-04-25T00:00:00.000","TOYT","LL",,"SIL","CE37199","IL","10300 S. Doty","(773) 785-9752","1726243"
"2024-04-07T00:00:00.000","NISS","LL",,"BLK","BG88162","IL","400 E. Lower Wacker","(312) 744-7550","0300508"
"2024-02-16T00:00:00.000","JEEP","LL",,"BLK","DX69124","IL","701 N. Sacramento","(773) 265-7605","7082738"
"2024-04-09T00:00:00.000","DODG","VN",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2967858"
"2024-04-27T00:00:00.000","DODG","LL",,"BLK","DE92774","IL","701 N. Sacramento","(773) 265-7605","7089557"
"2024-04-15T00:00:00.000",,"UT",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968074"
"2024-04-13T00:00:00.000","SATU","4D",,"LBL",,,"10300 S. Doty","(773) 568-8495","2968024"
"2024-03-02T00:00:00.000","MAZD","4D",,"GRY","EF22076","IL","10300 S. Doty","(773) 568-8495","2965634"
"2024-02-17T00:00:00.000","TOYT","4H",,"BLK","2173877","IL","400 E. Lower Wacker","(312) 744-7550","0297339"
"2024-04-27T00:00:00.000","FORD","LL",,"WHI","EM63144","IL","10300 S. Doty","(773) 568-8495","2968551"
"2024-04-25T00:00:00.000","VOLK","4D",,"BLK","EL21770","IL","10300 S. Doty","(773) 785-9752","1726242"
"2024-02-16T00:00:00.000","KIA","4D",,"WHI","DK79405","IL","701 N. Sacramento","(773) 265-7605","7082742"
"2024-04-27T00:00:00.000","HOND","4D",,"SIL","EB80946","IL","701 N. Sacramento","(773) 265-7605","7089559"
"2024-02-16T00:00:00.000","KIA","4D",,"BLK","DM50857","IL","701 N. Sacramento","(773) 265-7605","7082739"
"2024-04-27T00:00:00.000","NISS","4D",,"WHI","EB35615","IL","701 N. Sacramento","(773) 265-7605","7089561"
