"id","license_id","account_number","site_number","legal_name","doing_business_as_name","address","city","state","zip_code","ward","precinct","ward_precinct","police_district","license_code","license_description","business_activity_id","business_activity","license_number","application_type","application_created_date","application_requirements_complete","payment_date","conditional_approval","license_start_date","expiration_date","license_approved_for_issuance","date_issued","license_status","license_status_change_date","ssa","latitude","longitude","location"
"2863319-20220808","2863319","488412","1","HOUSEOFRACL LLC","HOUSEOFRACL","1020 W LELAND AVE 1ST","CHICAGO","IL","60640","46","4","46-4","19","4404","Regulated Business License","631 | 767","Clothing Alterations | Retail Sales of General Merchandise and Non-Perishable Food","2863319","ISSUE","2022-08-08T00:00:00.000","2022-08-08T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-08T00:00:00.000","2024-08-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-08T00:00:00.000","AAI",,"34","41.967362298","-87.655663213","
,  
(41.96736229781675, -87.65566321282995)"
"2594592-20220516","2839348","426780","1","WAYNE CAVER","WAYNE CAVER","1225 W LUNT AVE  1B","CHICAGO","IL","60626","49","26","49-26","24","4406","Peddler License","769","Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2594592","RENEW",,"2022-03-15T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000",,"2022-05-12T00:00:00.000","AAI",,"24","42.009061747","-87.662843562","
,  
(42.00906174740222, -87.6628435619088)"
"2327015-20220516","2838660","389877","1","ZAM ZAM MEDITERRANEAN GRILL, INC.","ZAM ZAM MIDDLE EASTERN GRILL","3461 N CLARK ST 1","CHICAGO","IL","60657","44","31","44-31","19","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2327015","RENEW",,"2022-03-15T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,"17","41.945080564","-87.654634712","
,  
(41.9450805637441, -87.65463471229927)"
"2846336-20220512","2846336","485778","1","SANDRA A. JACKSON","SOMETHING DIFFERENT","4100 S ASHLAND AVE  OUTDOOR","CHICAGO","IL","60609","12","19","12-19","9","1010","Limited Business License","904 | 911","Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes","2846336","ISSUE","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-12T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,"10","41.819441426","-87.665375545","
,  
(41.81944142629576, -87.6653755449091)"
"2817580-20220512","2817580","480665","1","PHAM SANTIAGO LLC","CHICAGO NAIL ROOM","1614 N WESTERN AVE 1ST","CHICAGO","IL","60647","1","27","1-27","14","1010","Limited Business License","895","Nail Services","2817580","ISSUE","2021-10-22T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-12T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,"33","41.910802783","-87.687380722","
,  
(41.91080278274865, -87.6873807217417)"
"53884-20030516","1349499","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","53884","RENEW",,"2003-03-25T00:00:00.000","2003-04-17T00:00:00.000","N","2003-05-16T00:00:00.000","2004-05-15T00:00:00.000","2003-05-07T00:00:00.000","2003-05-07T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"53884-20070216","1783374","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","53884","RENEW",,"2006-12-20T00:00:00.000","2007-01-22T00:00:00.000","N","2007-02-16T00:00:00.000","2008-05-15T00:00:00.000","2007-01-22T00:00:00.000","2007-01-23T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"1358698-20050216","1568147","264677","1","DYNAMIC RENOVATIONS","DYNAMIC RENOVATIONS INC","800 E NORTHWEST HWY  700","PALATINE","IL","60074",,,,,"1011","Home Repair",,,"1358698","RENEW",,"2004-12-20T00:00:00.000","2005-02-16T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000",,"2006-07-19T00:00:00.000","AAI",,,,,
"1737820-20230716","2908064","211229","3","PLAY SOCCER, INC.","PLAY SOCCER INC.","4717 N CLARK ST  SOUTH","CHICAGO","IL","60640","46","41","46-41","19","1010","Limited Business License",,,"1737820","RENEW",,"2023-05-15T00:00:00.000","2023-05-16T00:00:00.000","N","2023-07-16T00:00:00.000","2025-07-15T00:00:00.000","2023-05-16T00:00:00.000","2023-05-17T00:00:00.000","AAI",,"31","41.967638233","-87.667089712","
,  
(41.967638232654615, -87.66708971238974)"
"1649036-20060309","1649036","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","1649036","ISSUE","2005-11-28T00:00:00.000","2005-12-13T00:00:00.000","2005-12-14T00:00:00.000","N","2006-03-09T00:00:00.000","2007-02-15T00:00:00.000","2006-03-08T00:00:00.000","2006-03-09T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"7064-20220616","2841551","3742","1","HARTHILL CORPORATION","GUTHRIES TAVERN","1300 W ADDISON ST 1","CHICAGO","IL","60613","44","11","44-11","19","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","7064","RENEW",,"2022-04-15T00:00:00.000","2022-05-11T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.947217002","-87.661659581","
,  
(41.94721700234395, -87.66165958148052)"
"2846288-20220512","2846288","485746","1","RICHARD R. RIAS","SOMETHING FOR SENIORS","1633 W MADISON ST  1905N","CHICAGO","IL","60612","27","10","27-10","12","4404","Regulated Business License","719","Professional Consulting (Home Based Business)","2846288","ISSUE","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-12T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.881329061","-87.668049901","
,  
(41.88132906065201, -87.66804990089578)"
"2646530-20210216","2766309","456029","1","TOP COAT NAIL SPA, INC.","TOP COAT NAIL SPA","507 N LA SALLE DR GROUND","CHICAGO","IL","60654","42","32","42-32","18","1010","Limited Business License","895 | 956","Nail Services | Provide Waxing Services","2646530","RENEW",,"2020-12-15T00:00:00.000","2022-05-11T00:00:00.000","N","2021-02-16T00:00:00.000","2023-02-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.891061616","-87.632418544","
,  
(41.891061615596975, -87.6324185438042)"
"2208844-20220616","2843408","353625","1","ARCHITECTURAL SERVICES GROUP, INC.","ARCHITECTURAL SERVICES GROUP, INC.","3336 S CALUMET AVE 1","CHICAGO","IL","60616","4","31","4-31","2","4404","Regulated Business License","724","Other Home Based Businesses","2208844","RENEW",,"2022-04-15T00:00:00.000","2022-05-11T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.833774013","-87.618323693","
,  
(41.8337740128329, -87.61832369278596)"
"53884-20120516","2144330","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","53884","RENEW",,"2012-03-15T00:00:00.000","2012-05-14T00:00:00.000","N","2012-05-16T00:00:00.000","2014-05-15T00:00:00.000","2012-05-14T00:00:00.000","2012-07-31T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"1875213-20180516","2585347","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1475","Consumption on Premises - Incidental Activity","638","Consumption of Liquor on Premises","1875213","RENEW",,"2018-03-15T00:00:00.000","2018-12-17T00:00:00.000","N","2018-05-16T00:00:00.000","2020-07-15T00:00:00.000","2018-12-17T00:00:00.000","2018-12-17T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"2846326-20220512","2846326","485772","1","DION ALLEN HARDEN","DION ALLEN HARDEN","7750 S SEELEY AVE  1","CHICAGO","IL","60620","18","20","18-20","6","4406","Peddler License","769","Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2846326","ISSUE","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-12T00:00:00.000","2024-05-15T00:00:00.000",,"2022-05-12T00:00:00.000","AAI",,,"41.752355254","-87.674557809","
,  
(41.752355254141385, -87.67455780860026)"
"7065-20220616","2841552","3742","1","HARTHILL CORPORATION","GUTHRIES TAVERN","1300 W ADDISON ST 1","CHICAGO","IL","60613","44","11","44-11","19","1470","Tavern","829","Tavern - Consumption of Liquor on Premise","7065","RENEW",,"2022-04-15T00:00:00.000","2022-05-11T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.947217002","-87.661659581","
,  
(41.94721700234395, -87.66165958148052)"
"2583404-20220516","2836937","56254","1","VILMA RAMOS","VILMA'S BEAUTY SALON","4100 S ASHLAND AVE INDOOR 299 - 300","CHICAGO","IL","60609","12","19","12-19","9","1010","Limited Business License","894 | 904","Hair Services | Retail Sales of General Merchandise","2583404","RENEW",,"2022-03-15T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,"10","41.819441426","-87.665375545","
,  
(41.81944142629576, -87.6653755449091)"
"22799-20070216","1784859","86720","2","ESCUMEX DISTRIBUTORS LIMITED","ESCUMEX DISTRIBUTORS LIMITED","4545 W HOMER ST  1ST","CHICAGO","IL","60639","26","39","26-39","25","1010","Limited Business License",,,"22799","RENEW",,"2006-12-20T00:00:00.000","2007-01-16T00:00:00.000","N","2007-02-16T00:00:00.000","2009-01-15T00:00:00.000","2007-01-16T00:00:00.000","2007-01-17T00:00:00.000","AAI",,,"41.915985673","-87.740319888","
,  
(41.915985672869155, -87.74031988825806)"
"86934-20050216","1561551","85252","2","TRINISA INC","TRINISA INC","6845  LAVERGNE   1","SKOKIE","IL","60077",,,,,"1010","Limited Business License",,,"86934","RENEW",,"2004-12-20T00:00:00.000","2006-09-11T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000",,"2006-09-11T00:00:00.000","AAI",,,,,
"1737399-20060623","1737399","306245","1","JAN C. SASSANO","JAN C. SASSANO","355  BUENA VISTA AVE  401W","SAN FRANCISCO","CA","94117",,,,,"1605","Street Performer",,,"1737399","ISSUE","2006-06-23T00:00:00.000","2006-06-23T00:00:00.000","2006-06-23T00:00:00.000","N","2006-06-23T00:00:00.000","2007-02-15T00:00:00.000",,"2006-06-23T00:00:00.000","AAI",,,,,
"57348-20100316","2015014","40239","1","J.E.M. MORRIS CONSTRUCTION INC","J.E.M. MORRIS CONSTRUCTION INC","49 W 102 US ROUTE 30","BIG ROCK","IL","60511",,,,,"1010","Limited Business License",,,"57348","RENEW",,"2010-01-15T00:00:00.000","2010-04-20T00:00:00.000","N","2010-03-16T00:00:00.000","2012-03-15T00:00:00.000","2010-04-20T00:00:00.000","2010-04-20T00:00:00.000","AAI",,,,,
"1649036-20200516","2719949","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","1649036","RENEW",,"2020-03-15T00:00:00.000","2020-06-17T00:00:00.000","N","2020-05-16T00:00:00.000","2022-05-15T00:00:00.000","2021-04-13T00:00:00.000","2022-01-04T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"2049702-20210416","2772671","83797","3","L'OCCITANE, INC.","L'OCCITANE, INC","108 N STATE ST","CHICAGO","IL","60602","34","9","34-9","1","1010","Limited Business License",,,"2049702","RENEW",,"2021-02-15T00:00:00.000","2021-03-24T00:00:00.000","N","2021-04-16T00:00:00.000","2023-04-15T00:00:00.000","2021-03-24T00:00:00.000","2023-10-20T00:00:00.000","AAI",,"1","41.883422637","-87.628021652","
,  
(41.88342263701488, -87.62802165207536)"
"1246705-20050216","1565613","247364","1","K & K DEVELOPMENT I INC.","K & K DEVELOPMENT I INC.","1953 S EUCLID AVE  105","BERWYN","IL","60402",,,,,"1011","Home Repair",,,"1246705","RENEW",,"2004-12-20T00:00:00.000","2007-04-27T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000","2007-04-27T00:00:00.000","2007-07-02T00:00:00.000","AAI",,,,,
"2846202-20220512","2846202","485685","1","Denver Electric LLC","Denver Electric LLC","613  7TH AVE","MAYWOOD","IL","60153",,,,,"4404","Regulated Business License","673","Home Repair Services","2846202","ISSUE","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","N","2022-05-12T00:00:00.000","2024-05-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,,,
"2152619-20220516","2838354","371691","1","JOSE M LOPEZ","E&R SHOE REPAIR & ALTERATIONS","3364 S HALSTED ST","CHICAGO","IL","60608","11","16","11-16","9","1010","Limited Business License",,,"2152619","RENEW",,"2022-03-15T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.832860537","-87.646301495","
,  
(41.83286053695842, -87.64630149509793)"
"2665071-20190515","2665071","458597","1","4851 PC INC.","PUBLIC CLOSEOUTS #3","4851 W CHICAGO AVE","CHICAGO","IL","60651","37","27","37-27","15","1006","Retail Food Establishment","767 | 775 | 904","Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise","2665071","ISSUE","2019-05-07T00:00:00.000","2019-05-07T00:00:00.000","2019-05-07T00:00:00.000","N","2019-05-15T00:00:00.000","2021-07-15T00:00:00.000","2019-05-14T00:00:00.000","2019-05-15T00:00:00.000","AAC","2022-05-12T00:00:00.000",,"41.894878247","-87.747829786","
,  
(41.89487824738007, -87.74782978563464)"
"2517738-20220516","2839199","414666","1","PARADISE GROCERY INC.,","PARADISE GROCERY INC.,","8101 S COTTAGE GROVE AVE 1ST","CHICAGO","IL","60619","8","55","8-55","6","1781","Tobacco","776 | 936 | 937","Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products","2517738","RENEW",,"2022-03-15T00:00:00.000","2022-04-07T00:00:00.000","N","2022-05-16T00:00:00.000","2023-05-15T00:00:00.000","2022-04-07T00:00:00.000","2022-05-12T00:00:00.000","AAI",,"51","41.747538448","-87.604985731","
,  
(41.747538448447344, -87.6049857308018)"
"53884-20100516","2024043","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","53884","RENEW",,"2010-03-15T00:00:00.000","2010-04-26T00:00:00.000","N","2010-05-16T00:00:00.000","2012-05-15T00:00:00.000","2010-04-26T00:00:00.000","2010-04-27T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"46929-20050216","1559226","56085","2","GADBOIS CONSTRUCTION INC","GADBOIS CONSTRUCTION, INC.","21984  PEMBROOK DR  1ST","FRANKFORT","IL","60423",,,,,"1010","Limited Business License",,,"46929","RENEW",,"2004-12-20T00:00:00.000","2006-02-10T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000",,"2006-02-10T00:00:00.000","AAI",,,,,
"1649036-20160516","2454218","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","1649036","RENEW",,"2016-03-15T00:00:00.000","2016-05-13T00:00:00.000","N","2016-05-16T00:00:00.000","2018-05-15T00:00:00.000","2016-05-17T00:00:00.000","2016-05-18T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"1649036-20120516","2144331","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","1649036","RENEW",,"2012-03-15T00:00:00.000","2012-05-14T00:00:00.000","N","2012-05-16T00:00:00.000","2014-05-15T00:00:00.000","2012-05-16T00:00:00.000","2012-07-31T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"2373671-20230616","2904407","395381","1","CHERRY CIRCLE ROOM LLC","THE CHERRY CIRCLE ROOM","12 S MICHIGAN AVE 2","CHICAGO","IL","60603","34","9","34-9","1","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2373671","RENEW",,"2023-04-15T00:00:00.000","2023-05-09T00:00:00.000","N","2023-06-16T00:00:00.000","2025-06-15T00:00:00.000","2023-05-09T00:00:00.000","2023-05-10T00:00:00.000","AAI",,,"41.8818033","-87.624504274","
,  
(41.881803300378394, -87.62450427385279)"
"74923-20050216","1560468","63907","1","SAMUEL HOWARD","OSCO CONSTRUCTION","15630 S ASHLAND AVE  1","HARVEY","IL","60426",,,,,"1011","Home Repair",,,"74923","RENEW",,"2004-12-20T00:00:00.000","2007-07-02T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000",,"2007-07-02T00:00:00.000","AAI",,,,,
"85469-20050216","1560934","66344","2","ADEL METTI","A B M SERVICE","1167  ALGONQUIN RD  REAR","DES PLAINES","IL","60016",,,,,"1010","Limited Business License",,,"85469","RENEW",,"2004-12-20T00:00:00.000","2006-03-21T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000","2006-03-21T00:00:00.000","2006-03-22T00:00:00.000","AAI",,,,,
"2423441-20220616","2844067","400943","1","JOYA KING-HOOKS","ENJOYACORN","3460 W 79TH ST GROUND","CHICAGO","IL","60652","18","2","18-2","8","1006","Retail Food Establishment","782","Sale of Food Prepared Onsite Without Dining Area","2423441","RENEW",,"2022-04-15T00:00:00.000","2022-05-12T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.749868558","-87.709653236","
,  
(41.749868557847584, -87.70965323597203)"
"2124810-20231216","2936438","367252","1","JINN EXPRESS INC.","JINN EXPRESS","2519 S HALSTED ST","CHICAGO","IL","60608","11","50","11-50","9","1010","Limited Business License",,,"2124810","RENEW",,"2023-10-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-12-16T00:00:00.000","2025-12-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.846459969","-87.646320668","
,  
(41.84645996932382, -87.64632066769741)"
"53884-20200516","2719951","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","53884","RENEW",,"2020-03-15T00:00:00.000","2020-06-17T00:00:00.000","N","2020-05-16T00:00:00.000","2022-05-15T00:00:00.000","2020-06-17T00:00:00.000","2022-01-04T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"2665073-20190523","2665073","458597","1","4851 PC INC.","PUBLIC CLOSEOUTS #3","4851 W CHICAGO AVE","CHICAGO","IL","60651","37","27","37-27","15","1781","Tobacco","776 | 936 | 937","Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products","2665073","ISSUE","2019-05-07T00:00:00.000","2019-05-07T00:00:00.000","2019-05-07T00:00:00.000","N","2019-05-23T00:00:00.000","2021-07-15T00:00:00.000","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","AAC","2022-05-12T00:00:00.000",,"41.894878247","-87.747829786","
,  
(41.89487824738007, -87.74782978563464)"
"1875213-20160516","2454217","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1475","Consumption on Premises - Incidental Activity","638","Consumption of Liquor on Premises","1875213","RENEW",,"2016-03-15T00:00:00.000","2016-05-13T00:00:00.000","N","2016-05-16T00:00:00.000","2018-05-15T00:00:00.000","2016-05-13T00:00:00.000","2016-05-13T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"1875213-20200516","2719950","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1475","Consumption on Premises - Incidental Activity","638","Consumption of Liquor on Premises","1875213","RENEW",,"2020-03-15T00:00:00.000","2020-06-17T00:00:00.000","N","2020-05-16T00:00:00.000","2022-05-15T00:00:00.000","2020-06-17T00:00:00.000","2022-01-04T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"1519562-20220516","2837503","281410","1","COMCAST SPORTSNET CHICAGO, LLC","COMCAST SPORTSNET CHICAGO, LLC","350 N ORLEANS ST","CHICAGO","IL","60654","42","17","42-17","18","1010","Limited Business License",,,"1519562","RENEW",,"2022-03-15T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.888741038","-87.637080541","
,  
(41.888741038131876, -87.63708054058772)"
"1300059-20050216","1562576","201476","1","WALSH BROTHERS CONSTRUCTION, INC.","WALSH BROTHERS CONSTRUCTION, INC.","310 N BUSSE HWY  237","PARK RIDGE","IL","60068",,,,,"1011","Home Repair",,,"1300059","RENEW",,"2004-12-20T00:00:00.000","2005-01-28T00:00:00.000","N","2005-02-16T00:00:00.000","2006-02-15T00:00:00.000","2006-03-31T00:00:00.000","2006-04-03T00:00:00.000","AAI",,,,,
"2214454-20210416","2772435","59107","1","SACIT KARA","PAYLESS MUFFLER BRAKE","2219 S WESTERN AVE 1ST","CHICAGO","IL","60608","25","5","25-5","10","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2214454","RENEW",,"2021-02-15T00:00:00.000","2021-03-11T00:00:00.000","N","2021-04-16T00:00:00.000","2023-04-15T00:00:00.000","2021-03-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.851371871","-87.685474667","
,  
(41.851371871108725, -87.68547466734822)"
"53884-20080516","1896431","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","53884","RENEW",,"2008-03-24T00:00:00.000","2008-05-13T00:00:00.000","N","2008-05-16T00:00:00.000","2010-05-15T00:00:00.000","2008-05-13T00:00:00.000","2008-05-14T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"2846300-20220512","2846300","485709","1","VICTOR MONDRAGON TELLES","VICTOR MONDRAGON TELLES","9515 S AVENUE N","CHICAGO","IL","60617","10","26","10-26","4","4406","Peddler License","769","Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2846300","ISSUE","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","N","2022-05-12T00:00:00.000","2024-05-15T00:00:00.000",,"2022-05-12T00:00:00.000","AAI",,,"41.722441703","-87.538774378","
,  
(41.72244170311266, -87.53877437808369)"
"1649036-20080516","1896432","64579","1","CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1","CHICAGO","IL","60609","12","6","12-6","9","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","1649036","RENEW",,"2008-03-24T00:00:00.000","2008-05-13T00:00:00.000","N","2008-05-16T00:00:00.000","2010-05-15T00:00:00.000","2008-06-03T00:00:00.000","2008-06-04T00:00:00.000","AAI",,,"41.830073693","-87.68517427","
,  
(41.830073693447986, -87.68517426995787)"
"1594380-20220616","2842933","290719","1","35TH STREET REDHOTS LLC","35TH STREET REDHOTS","500 W 35TH ST","CHICAGO","IL","60616","11","39","11-39","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","1594380","RENEW",,"2022-04-15T00:00:00.000","2022-04-17T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-04-17T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.830954434","-87.638866899","
,  
(41.83095443385002, -87.63886689866528)"
"6313-20150416","2380913","25366","1","O'HARE ENGINEERING, INC.","O'HARE ENGINEERING, INC.","55  MESSNER DR  1","WHEELING","IL","60090",,,,,"1010","Limited Business License",,,"6313","RENEW",,"2015-02-15T00:00:00.000","2015-02-26T00:00:00.000","N","2015-04-16T00:00:00.000","2017-04-15T00:00:00.000","2015-02-26T00:00:00.000","2015-02-27T00:00:00.000","AAI",,,,,
"2202679-20211016","2805882","366548","2","EXPRESS SHOE'S, INC.","EXPRESS SHOE' S","3434 W 26TH ST 1ST","CHICAGO","IL","60623","22","22","22-22","10","1010","Limited Business License",,,"2202679","RENEW",,"2021-08-15T00:00:00.000","2021-09-21T00:00:00.000","N","2021-10-16T00:00:00.000","2023-10-15T00:00:00.000","2021-09-21T00:00:00.000","2021-09-22T00:00:00.000","AAC","2022-05-12T00:00:00.000","25","41.844541413","-87.711279136","
,  
(41.84454141323846, -87.71127913640808)"
"2845410-20220510","2845410","485183","1","NOT BY BREAD ALONE ONE L.L.C.","NOT BY BREAD ALONE","6836 S PAXTON AVE 3RD","CHICAGO","IL","60649","5","40","5-40","3","8344","Shared Kitchen User (Long Term)","804","Shared Kitchen User - Long Term","2845410","ISSUE","2022-04-26T00:00:00.000","2022-04-26T00:00:00.000","2022-04-26T00:00:00.000","N","2022-05-10T00:00:00.000","2024-05-15T00:00:00.000",,"2022-05-11T00:00:00.000","AAI",,,"41.77056617","-87.571676421","
,  
(41.77056616981751, -87.57167642074168)"
"2210656-20220516","2838402","372120","1","A 1 OLSON CONSTRUCTION LLC","A 1 OLSON CONSTRUCTION LLC","3934 N NORDICA AVE 1ST","CHICAGO","IL","60634","38","3","38-3","16","4404","Regulated Business License","673","Home Repair Services","2210656","RENEW",,"2022-03-15T00:00:00.000","2022-05-11T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","AAI",,,"41.951828454","-87.803714829","
,  
(41.95182845419927, -87.80371482901829)"
