"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"77065f6a03ab0d0a75c26e0126dc7d6d9c9d2d8351c6411c79a258dbf5ca6f7bfce992d35df48213564962d51edfca4a89295ab148d517cad6485b07754b075a",,"2024-05-08T03:21:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$501 - $1,500","2024-05-08T03:47:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5106","S","ARCHER AVE","815",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","3","4","5","41.800869495","-87.729510815","POINT (-87.729510815359 41.800869494844)"
"8ec361e53687ab53b6fff01b9aec1a3f4f91c5a4e0b8c824cbe53467e58a1fa699c06033502ec1fe1ada419246e6f4beb872b29f5b9de2bb34ea45a400b83ff9",,"2024-05-08T03:02:00.000","30","PEDESTRIAN CROSSING SIGN","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T03:02:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4232","W","IRVING PARK RD","1722",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","3","4","5","41.953688597","-87.733897659","POINT (-87.733897658514 41.953688597388)"
"9235deb14476c45ff85cba5aa9bb93f7eb7b47feb126f7f70439b627ca2f74727ed3668291e7b7d4236c72efa0e6568fd08f41c4d2a85cd11d34cb5d88cfee76",,"2024-05-08T02:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","OTHER NONCOLLISION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","RUT, HOLES","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T11:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","504","N","LEAVITT ST","1221",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","2","4","5","41.890920965","-87.68195613","POINT (-87.681956130219 41.890920965008)"
"0d9a9032dc3683da557bf30c349ad6032c8cedc020daa1c2f917b94df5accb83f7dc0e9d4a5dfa483130236df8a86b74219997708ca238b040a025b463cd1b06",,"2024-05-08T02:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-08T15:19:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2160","E","71ST ST","331",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","2","4","5","41.766395842","-87.571468909","POINT (-87.571468908922 41.766395841832)"
"9c4735cb7f560e1e22049e82cab80c7ba6ee682a3a8bfb89f54fc1c5ad35ae30a1d1bf552a2d0222a5cb765b179bb6feaa6058a7a3fa3055fdf92fb492985c8c",,"2024-05-08T02:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T02:09:00.000","DISREGARDING TRAFFIC SIGNALS","NOT APPLICABLE","127","E","ONTARIO ST","1834",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","2","4","5","41.893224736","-87.624270611","POINT (-87.624270611305 41.893224735926)"
"1d93ba213f90d3541ea29e1122030adfaf1991b645a80a4e95a16216603d2b859303c0a0cd5f5d0b583f6d4742b8bb75eecf6f1480d697fbc23656c1bd883fcd",,"2024-05-08T01:00:00.000","25","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T20:00:00.000","UNABLE TO DETERMINE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","644","S","LA SALLE ST","123",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","1","4","5","41.873648641","-87.631811863","POINT (-87.6318118633 41.873648641076)"
"059ffc6b8ee445e5a09a5e3193a2a4f41915ec16b500c116bbce73b19c462cf054fc947df49269158ffe7617e099fdea14a4c435c00187c7bb39d09564856a46",,"2024-05-08T00:56:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","FIXED OBJECT","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y","Y","OVER $1,500","2024-05-08T12:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1414","S","AVERS AVE","1011",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","5","41.862074076","-87.721543254","POINT (-87.721543254033 41.862074076452)"
"108ff0c0957bb28c1c9dc818dc0de629f09afa3cec71b611247a45544c8bfe60c99ce262dafe70d739aab4ab7f16b1dff5a0e93c436a4b09bc695af0fe1c9163",,"2024-05-08T00:25:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T00:50:00.000","IMPROPER BACKING","IMPROPER BACKING","5726","W","GRAND AVE","2515",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","5","41.919526594","-87.769375827","POINT (-87.769375827013 41.919526594497)"
"55542beb947880554d454b5c5930f1abcfcbc4cdeb30248701a53289ed157f954f3dedaf19a7c1f81855833ffcb430dbd18a26ec00d672797618fe7363ead5ca",,"2024-05-08T00:15:00.000","30","UNKNOWN","NO CONTROLS","CLEAR","DARKNESS","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T00:50:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1006","N","HAMLIN AVE","1112",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","5","41.899321471","-87.72146762","POINT (-87.721467619872 41.899321471208)"
"6f65a60d6912addeab848a3420bf71c3fbf4239555c6096f5865ac62adbf9283b2591e4742883981da5b897d96686bc5dcb6ae798129a6d2d5cf8373e768d543",,"2024-05-08T00:14:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-08T00:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6458","S","DREXEL AVE","312",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","4","5","41.776899097","-87.602954344","POINT (-87.60295434409 41.776899097108)"
"11301f336c77af1799514f0ea6156e8663f2360ea539f89e57d57b05f1fdc099d5fb67a48056b00023b6f2b1b869edb475c626429db7d2ef2b77ee4b6b9a5457",,"2024-05-08T00:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-05-08T00:09:00.000","NOT APPLICABLE","UNABLE TO DETERMINE","2946","W","CORTLAND ST","1421",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","4","0","0","4","5","41.915746689","-87.701128708","POINT (-87.701128708458 41.915746688616)"
"d7e9782620d3510d8162bfd6e03fa632e8f40df43ac55909c753bb64c4caf48dab6f1712c21427a21447291fd3ceefb96a9d4b5bd031680bf67157ee6f198f10",,"2024-05-08T00:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T00:07:00.000","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","259","W","MONTROSE HARBOR DR","1915",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","0","4","5","41.963221989","-87.635613805","POINT (-87.635613805491 41.963221989269)"
"f0283f42ecacd3b9f450e19b7f050bef7f7e33f79a4588e93f56040ca755e9f4f5a449159e074aa7893770174f2d018d2befa87c027e685a9c35c99ce8c243de",,"2024-05-07T23:47:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDALCYCLIST","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-05-08T00:00:00.000","DISREGARDING TRAFFIC SIGNALS","FAILING TO REDUCE SPEED TO AVOID CRASH","343","N","MICHIGAN AVE","114",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","23","3","5","41.887750299","-87.624410868","POINT (-87.624410867821 41.887750298554)"
"5c8dbeff6a794d63dd24e49fca294b5b3775f67b7bc7e57c52a07e4457fb02b92298631ad25f6bfa4e0de7220772a6cf739e748e83ac877e27c2eac5c7a0149b",,"2024-05-07T23:34:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-07T23:34:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1601","W","74TH ST","735",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","23","3","5","41.759344094","-87.663702494","POINT (-87.663702494087 41.759344093535)"
"de334fc3b41448bae9825afc2b87293e1d35c1d6e5b99ea744576884ad026e0b2ed153470dc29557c7195198d9da04d82e531f5e48c099e05388f4c6d46a5915",,"2024-05-07T23:33:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-07T23:57:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO REDUCE SPEED TO AVOID CRASH","3540","N","CLARK ST","1924",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","3","5","41.946576955","-87.656187541","POINT (-87.6561875411 41.946576955272)"
"692366b043ffc9c68a9820a9e08bbd1281dfffcba8412d5dabb38ade34643e72cf4847a34293cb30077242204a95cc27d3fcfc948c65e36abffb22f45487b1fa",,"2024-05-07T23:20:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-07T23:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","560","W","OHARE ST","1654",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","3","5",,,
"a482f3f5d7be321244b1ba2bb84ac2dd34c0f6366d42a46b30ffeda13b322fe794589a18beab14a33072b14046c9f72c923fab7b91760f5b313d9a3cb72d91e6",,"2024-05-07T23:18:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T15:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","7500","S","HONORE ST","611",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","3","5","41.757355345","-87.669832391","POINT (-87.66983239079 41.75735534544)"
"f68a668f493e416f2ec263c4882c4eddf1e1e34c170fe32409448b4b82ed50ce5611ca55eac322a289940a75f542b2ca035fcfa1295162582fc973f39e11fc78",,"2024-05-07T23:15:00.000","30","STOP SIGN/FLASHER","UNKNOWN","CLEAR","DARKNESS","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-08T00:45:00.000","DISREGARDING STOP SIGN","UNABLE TO DETERMINE","2539","E","72ND ST","334",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","3","5","41.765670166","-87.562305896","POINT (-87.562305895614 41.765670166241)"
"277cfa06ab17eda175461cb479a8ffdcf9cca6e541fc6b467a101fe693e6e097670db87bebbe3a52f842b0629d2e8430d356d6e2c1ddd9a5afb49a0462aed009",,"2024-05-07T23:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T00:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7500","S","STONY ISLAND AVE","411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","3","5","41.758715467","-87.586280965","POINT (-87.586280964844 41.758715466706)"
"a0677fbe57ee3ec222e74898cd9d2dbb099e5994a3abb48c607d38a5a126b11fe800fc409108b26db34903a4b0b0906eb23711d81ae240cfb7480a24b2e6d65f",,"2024-05-07T23:00:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T10:50:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","7210","W","DEVON AVE","1611",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","23","3","5","41.997869647","-87.807309064","POINT (-87.80730906395 41.997869646778)"
"c33fc608d217166c31b3c8ae8e1ab3c55358bd1c2a0302400cf6f772a7c12d0ed0b978508499b18d02f683e4df42b3328ce6049ee2b3fcbff52068b648c4b43b",,"2024-05-07T22:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T11:35:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5200","N","NAGLE AVE","1613",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","5","41.97568567","-87.788020406","POINT (-87.788020406203 41.975685669719)"
"6d80c979e606ced18db74769ae647cda7edd46dd3324020df17ff3745ea2479692f2b9e5125361330c852d1c6ca16c720bf075ebe4e99e87083e16371be7604c",,"2024-05-07T22:42:00.000","45","NO CONTROLS","NO CONTROLS","OTHER","DARKNESS, LIGHTED ROAD","FIXED OBJECT","ONE-WAY",,"CURVE, LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-07T22:43:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1000","N","LAKE SHORE DR NB","1824",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","3","5","41.900958919","-87.619928174","POINT (-87.619928173678 41.900958919109)"
"6a6636369fd59a5d555754bfa57dcae786da64251cd06e981b3c2d1cc9d3365c783f28e32e922ae64133c8d180a8ede2cc940496f5b57ac6dd9075544fca34cf",,"2024-05-07T22:39:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-07T22:39:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","500","W","GARFIELD BLVD","935",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","22","3","5","41.794541105","-87.637971842","POINT (-87.637971842206 41.794541104775)"
"e1e91814758150c0dd188f0e0561b24d7b4676a725664487fc27861192622d9c3e7e4a1ef73d8d0a2fdc336f31fd0d47385cabb31a316101130569830c95eca9",,"2024-05-07T22:30:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-08T13:18:00.000","IMPROPER BACKING","IMPROPER BACKING","161","W","9TH ST","123",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","5","41.870803864","-87.632639015","POINT (-87.632639014797 41.870803863698)"
"2a7d769bd2fe72416a96e8618fbe32173824ffbaf597a303ba54109fc8c0934542cf17d3296f42a16b90a7b7848f1dc5655c6444b805ef60fe5c7f5f5b7e35ad",,"2024-05-07T22:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T11:50:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","125","W","OHIO ST","1831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","3","5","41.892303666","-87.632268607","POINT (-87.632268607442 41.892303665638)"
"9b21165a1fc5e6786cf3f349a517dcccc37ff8ea3f212b2eac6f8a574cbc15e551c9ae9953ce9e5a4372e2318ed6de367a4aae4c1605534e55ac6f3290a188f2",,"2024-05-07T22:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-07T22:36:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5893","S","ARCHER AVE","811",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","5","41.795572249","-87.762516294","POINT (-87.762516294322 41.795572249211)"
"06154e5e568b2e35c1dc4992e8e5d1d7786073a350b67ed115cef3bbc9ace32e411b24de1b2db3ba42bbf61c7b111d48e17d6af7022d186ff4c321885ba317e4",,"2024-05-07T22:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","UNKNOWN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-07T23:30:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","1600","N","CLYBOURN AVE","1813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","5","41.910865686","-87.649664933","POINT (-87.649664933008 41.910865686084)"
"8d5f09a607382282bc33123aa0e902b1e939d00c26596c45981cb4eb58e077b09936de55f8e03b094655839c574430f1635682bded97f166fa738dc5ef21fe02",,"2024-05-07T22:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-05-08T13:39:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","4799","W","79TH ST","834",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","22","3","5","41.749039454","-87.741291481","POINT (-87.741291481379 41.749039454352)"
"4ca66e3dfd9c5f6e2ab69fbe72f8d9699179783afa758537c5c28e222c116eb069d6d7af285553cccc16fee5191b8040c3b47c35e1f73b732fdc055665e8fead",,"2024-05-07T21:49:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-05-07T21:49:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER LANE USAGE","6699","S","ASHLAND AVE","725",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","21","3","5","41.772285833","-87.66387764","POINT (-87.663877640247 41.772285832645)"
"417e83bac4387a158d1470f97139f40ae74b59b4a5423cef5e7d32efa9d61c9fc4d88745cf399fd847e33c01f6a27645d3059421e8b56c0c2bfcfcf32f1de322",,"2024-05-07T21:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T00:01:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4757","W","MONTROSE AVE","1722",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","21","3","5","41.960614513","-87.747407155","POINT (-87.747407155367 41.960614513029)"
"835cb3804853f106848c4f7990cfa315412205aca8fd4a17f12815f5c198d5217d770703ad2bfd515daf0ed315e5636e0c363a035fee2029f887f0c9ace29412",,"2024-05-07T21:30:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T09:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","251","E","121ST PL","532",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","3","5","41.673453796","-87.615782359","POINT (-87.615782359079 41.673453796221)"
"afc5ff59d93259939b2cb99b1eeac7337bef3324bf43741a5c88dcedc420eb7d3431bdcfc76b57cbfcab40779ef386e3368778c88d618f6188ab6896b3837a24",,"2024-05-07T21:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-07T22:45:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","659","W","RANDOLPH ST","121",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","3","5","41.884309449","-87.645029662","POINT (-87.645029662249 41.884309448849)"
"8854000a78e9e074a5cc28c1ffa8e8accce99e6cd1f657432499002b3d70dd0777ee5ba2a9fe69379d22c9baf0ecbfe6e5444266e4215b4ed18bfbd55504753a",,"2024-05-07T21:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-07T22:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4300","W","MADISON ST","1115",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","3","5","41.880747883","-87.733149739","POINT (-87.733149738886 41.880747883076)"
"46d19ff5c8b18c6d16498ceaf03e520bdde779b68c456c2af0573d82a8b6f4409933134c4cad058874b9240402bfd7fa78c75ec6f880dc41f56ba084aa31d5c9",,"2024-05-07T21:00:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDALCYCLIST","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-07T21:00:00.000","NOT APPLICABLE","NOT APPLICABLE","9500","S","STATE ST","511",,,"N",,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","21","3","5","41.721570706","-87.623873354","POINT (-87.623873353867 41.721570706446)"
"7885bcc58609d32d1b69c5616c15964a6912fbfaacf39b5275ced9169900701e6d860b354734a57873cb7aaf79f69c163b0ad9e399a423423db16997e322766a",,"2024-05-07T21:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2024-05-07T21:04:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","2703","S","KEDZIE AVE","1033",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","3","5","41.842552151","-87.704832238","POINT (-87.704832237885 41.842552150889)"
